Selected_Genre,appid,name,genres,release_date,is_free,price,developers,publishers,concurrent_players,source,peak_players
Puzzle,2495050,Merge Adventure: Magic Dragons,"Adventure, Casual, Puzzle",,,,Neverest Games,Neverest Games,46.0,steamspy,1577.0
Puzzle,1436700,Trine 5: A Clockwork Conspiracy,"Action, Adventure, Platformer, Puzzle, RPG",,,,Frozenbyte,THQ Nordic,32.0,steamspy,1554.0
Puzzle,34900,Bad Rats: the Rats' Revenge,"Indie, Puzzle, Shooter",,,,Invent4 Entertainment,Strategy First,5.0,steamspy,1526.0
Puzzle,316790,Grim Fandango Remastered,"Adventure, Indie, Puzzle",,,,"Double Fine Productions, Shiny Shoe",Double Fine Productions,15.0,steamspy,1469.0
Puzzle,1069740,Seen,"Action, Adventure, Horror, Indie, Platformer, Puzzle",,,,Seen Games,Seen Games,3.0,steamspy,1392.0
Puzzle,1574580,Strange Horticulture,"Adventure, Puzzle, Simulation",,,,Bad Viking,Iceberg Interactive,111.0,steamspy,1343.0
Puzzle,35700,Trine Enchanted Edition,"Action, Adventure, Casual, Indie, Platformer, Puzzle",,,,Frozenbyte,Frozenbyte,8.0,steamspy,1186.0
Puzzle,404680,Hob,"Action, Adventure, Indie, Metroidvania, Platformer, Puzzle, RPG",,,,Runic Games,Arc Games,5.0,steamspy,1168.0
Puzzle,351920,Crazy Machines 3,"Casual, Puzzle, Simulation, Strategy",,,,Fakt Software,Daedalic Entertainment,7.0,steamspy,1101.0
Puzzle,1672670,彷徨之街 The Street of Adrift,"Adventure, Casual, Indie, Puzzle, Strategy, Visual Novel",,,,Caramel-Mocha Studio,LoveStoryProject,2.0,steamspy,1096.0
Puzzle,2233120,A Quiet Place: The Road Ahead,"Action, Adventure, Horror, Puzzle, Survival",,,,Stormind Games,Saber Interactive,18.0,steamspy,1066.0
Puzzle,906100,Observation,"Adventure, Horror, Indie, Puzzle",,,,No Code,Devolver Digital,4.0,steamspy,1027.0
Puzzle,1213700,Spirit of the North,"Adventure, Casual, Indie, Platformer, Puzzle",,,,Infuse Studio,Silver Lining Interactive,19.0,steamspy,947.0
Puzzle,437920,Tricky Towers,"Casual, Puzzle, Strategy",,,,WeirdBeard,WeirdBeard,54.0,steamspy,936.0
Puzzle,1301720,Escape Room - Der kranke Kollege,"Adventure, Casual, Horror, Puzzle",,,,Bitbeast Games,Bitbeast Games,20.0,steamspy,935.0
Puzzle,359810,Hare In The Hat,"Adventure, Casual, Indie, Puzzle",,,,RunServer,RunServer,0.0,steamspy,870.0
Puzzle,1125480,School Years,"Casual, Horror, Indie, JRPG, Puzzle, RPG, Simulation, Visual Novel",,,,YEARS,电钮组,1.0,steamspy,795.0
Puzzle,1244630,House Builder,"Adventure, Casual, Indie, Puzzle, Simulation",,,,FreeMind S.A.,"PlayWay S.A., FreeMind S.A.",31.0,steamspy,762.0
Puzzle,828740,Tales of the Neon Sea,"Adventure, Puzzle",,,,YiTi Games,Thermite Games,9.0,steamspy,663.0
Puzzle,1346020,Wargroove 2,"Puzzle, RPG, Strategy",,,,"Chucklefish, Robotality",Chucklefish,9.0,steamspy,605.0
Puzzle,2676840,No Case Should Remain Unsolved,"Adventure, Puzzle, Visual Novel",,,,Somi,Somi,10.0,steamspy,591.0
Puzzle,1026820,Coloring Game,"Casual, Indie, Puzzle",,,,L. Stotch,L. Stotch,8.0,steamspy,586.0
Puzzle,2008920,Lorelei and the Laser Eyes,"Action, Adventure, Horror, Indie, Puzzle",,,,Simogo,Annapurna Interactive,23.0,steamspy,559.0
Puzzle,1042380,Hundred Days - Winemaking Simulator,"Card & Board, Puzzle, Strategy",,,,Broken Arms Games,Broken Arms Games,6.0,steamspy,478.0
Puzzle,416680,Zombie Night Terror,"Action, Horror, Indie, Platformer, Puzzle, Strategy, Survival",,,,NoClip,Good Shepherd Entertainment,12.0,steamspy,456.0
Puzzle,2286770,Paper Bride 4 Bound Love,"Adventure, Casual, Horror, Platformer, Puzzle, RPG, Visual Novel",,,,HeartBeat Plus,HeartBeat Plus,2.0,steamspy,447.0
Puzzle,435030,Lost Lands: Mahjong,"Adventure, Card & Board, Casual, Puzzle",,,,FIVE-BN GAMES,FIVE-BN GAMES,29.0,steamspy,443.0
Puzzle,2963550,Game of Fate: Chasing Through Time,"Adventure, Platformer, Puzzle, RPG, Simulation",,,,KARMAGAME HK LIMITED,EpicDream Games,3.0,steamspy,393.0
Puzzle,1497440,COCOON,"Action, Adventure, Indie, Platformer, Puzzle",,,,Geometric Interactive,Annapurna Interactive,5.0,steamspy,392.0
Puzzle,3620,Zuma's Revenge!,"Action, Casual, Indie, Puzzle",,,,"PopCap Games, Inc.","PopCap Games, Inc., Electronic Arts",176.0,steamspy,390.0
Puzzle,1670870,MADiSON,"Action, Adventure, Horror, Indie, Puzzle, Simulation, Survival",,,,BLOODIOUS GAMES,BLOODIOUS GAMES,25.0,steamspy,384.0
Puzzle,823550,Booty Calls,"Casual, Horror, Indie, Puzzle, RPG, Simulation, Strategy",,,,3X Entertainment Limited,Nutaku Publishing,28.0,steamspy,357.0
Puzzle,643270,OLDTV,"Casual, Horror, Indie, Puzzle",,,,Creability,Creability,4.0,steamspy,353.0
Puzzle,962400,Granny,"Action, Adventure, Horror, Indie, Puzzle, Strategy, Survival",,,,DVloper,DVloper,89.0,steamspy,347.0
Puzzle,1544360,LEGO Builder's Journey,"Adventure, Casual, Indie, Puzzle, Simulation",,,,Light Brick Studio,LEGO® Games,3.0,steamspy,331.0
Puzzle,473950,Manifold Garden,"Adventure, Indie, Platformer, Puzzle",,,,William Chyr Studio,William Chyr Studio,8.0,steamspy,324.0
Puzzle,711660,CHUCHEL,"Adventure, Casual, Indie, Puzzle",,,,Amanita Design,Amanita Design,7.0,steamspy,299.0
Puzzle,99910,Puzzle Pirates,"Adventure, Casual, Massively Multiplayer, Puzzle, RPG, Strategy",,,,Grey Havens,Grey Havens,142.0,steamspy,293.0
Puzzle,1369340,Cats Organized Neatly,"Casual, Indie, Puzzle",,,,DU&I,DU&I,20.0,steamspy,276.0
Puzzle,1372320,Cloud Gardens,"Casual, City Builder, Indie, Puzzle, Simulation",,,,Noio,Noio,4.0,steamspy,270.0
Puzzle,2880730,AI2U: With You 'Til The End,"Adventure, Horror, Puzzle, RPG, Simulation, Visual Novel",,,,AlterStaff Inc.,"AlterStaff Inc., Neverland Entertainment",39.0,steamspy,266.0
Puzzle,47000,4 Elements,"Adventure, Casual, Puzzle",,,,Playrix Entertainment,Playrix Entertainment,3.0,steamspy,262.0
Puzzle,1904790,Agatha Christie - Murder on the Orient Express,"Action, Adventure, Puzzle, Simulation",,,,Microids Studio Lyon,Microids,7.0,steamspy,255.0
Puzzle,537110,Angels of Death,"Adventure, Horror, Indie, Puzzle, RPG, Survival",,,,"Vaka Game Magazine, Makoto Sanada",Vaka Game Magazine,5.0,steamspy,245.0
Puzzle,1062110,UNSIGHTED,"Action, Adventure, Indie, Metroidvania, Platformer, Puzzle, RPG, Shooter",,,,Studio Pixel Punk,Humble Games,7.0,steamspy,233.0
Puzzle,1093910,Tales of the Black Forest,"Adventure, Horror, Indie, JRPG, Puzzle, RPG, Visual Novel",,,,拾英工作室,SakuraGame,12.0,steamspy,231.0
Puzzle,1926590,Nancy Drew: Mystery of the Seven Keys,"Adventure, Casual, Puzzle",,,,HeR Interactive,HeR Interactive,11.0,steamspy,227.0
Puzzle,740410,Puzzle Chambers,"Casual, Indie, Puzzle",,,,Entertainment Forge,GrabTheGames,53.0,steamspy,225.0
Puzzle,390460,Tyler,"Action, Casual, Indie, Puzzle",,,,ILLUSIONETWORK,IndieGala,0.0,steamspy,220.0
Puzzle,795420,The Darkside Detective: A Fumble in the Dark,"Adventure, Casual, Puzzle, Visual Novel",,,,Spooky Doorway,Akupara Games,8.0,steamspy,205.0
Puzzle,3508770,Haydee 3,"Action, Metroidvania, Platformer, Puzzle, Shooter",,,,Haydee Interactive,Haydee Interactive,3.0,steamspy,204.0
Puzzle,746710,Cypher,"Indie, Puzzle",,,,Matthew Brown,Matthew Brown,3.0,steamspy,193.0
Puzzle,45400,Fortix,"Casual, Indie, Puzzle, Strategy",,,,Nemesys Games,Nemesys Games,0.0,steamspy,190.0
Puzzle,966330,Flower,"Action, Adventure, Casual, Indie, Puzzle",,,,thatgamecompany,Annapurna Interactive,8.0,steamspy,189.0
Puzzle,771950,SUMETRICK,"Casual, Indie, Puzzle",,,,Paleno Games,Paleno Games,12.0,steamspy,185.0
Puzzle,485380,Welcome to the Game,"Horror, Indie, Puzzle, Simulation, Strategy, Survival",,,,Reflect Studios,Reflect Studios,2.0,steamspy,180.0
Puzzle,1693260,Yugo Puzzle,"Casual, Indie, Platformer, Puzzle",,,,Qrostar,Qrostar,2.0,steamspy,177.0
Puzzle,2101890,Zoonomaly,"Action, Adventure, Horror, Indie, Puzzle, Survival",,,,LIGHTS ARE OFF LLC,LIGHTS ARE OFF LLC,8.0,steamspy,172.0
Puzzle,3330280,Free Solitaire,"Card & Board, Casual, Puzzle",,,,WMGames,WMGames,101.0,steamspy,165.0
Puzzle,862480,The Spiral Scouts,"Adventure, Indie, Puzzle",,,,Cantaloupe Kids,Cantaloupe Kids,1.0,steamspy,163.0
Puzzle,3600,Escape Rosecliff Island,"Adventure, Casual, Puzzle",,,,SpinTop Games,"PopCap Games, Inc.",2.0,steamspy,157.0
Puzzle,2094250,Valhalla：Awakening of Valkyrie,"Adventure, Casual, Indie, Puzzle, RPG, Strategy",,,,Fantasy Game,DSGame,0.0,steamspy,155.0
Puzzle,3540,Peggle Nights,"Casual, Horror, Puzzle, Strategy",,,,"PopCap Games, Inc.","PopCap Games, Inc., Electronic Arts",97.0,steamspy,152.0
Puzzle,850000,Noel the Mortal Fate Complete Edition,"Adventure, Casual, Horror, Indie, Puzzle, RPG, Visual Novel",,,,"KANAWO, Vaka Game Magazine",Vaka Game Magazine,9.0,steamspy,148.0
Puzzle,16030,7 Wonders: Treasures of Seven,"Casual, Puzzle",,,,MumboJumbo,Accelerate Games,2.0,steamspy,147.0
Puzzle,251110,INFRA,"Adventure, Horror, Indie, Puzzle",,,,Loiste Interactive,Loiste Interactive,17.0,steamspy,142.0
Puzzle,1599560,Wanderer,"Action, Adventure, Puzzle",,,,Mighty Eyes,Mighty Eyes,1.0,steamspy,135.0
Puzzle,1054340,Logic World,"Indie, Puzzle, Simulation",,,,Mouse Hat Games,Mouse Hat Games,6.0,steamspy,131.0
Puzzle,1188330,Classic Sudoku,"Casual, Indie, Puzzle, Strategy",,,,Studio Goya,Studio Goya,11.0,steamspy,123.0
Puzzle,22120,Penumbra: Black Plague Gold Edition,"Action, Adventure, Horror, Indie, Puzzle, Survival",,,,Frictional Games,Frictional Games,4.0,steamspy,121.0
Puzzle,1238280,100 Doors Game - Escape from School,"Adventure, Casual, Puzzle",,,,Peaksel,Peaksel,2.0,steamspy,114.0
Puzzle,1550510,Creepy Tale 2,"Action, Adventure, Indie, Platformer, Puzzle",,,,Creepy Brothers,Creepy Brothers,1.0,steamspy,112.0
Puzzle,3057180,Abnormal1999:Sector 49,"Adventure, Horror, Puzzle",,,,QZQ Studio,QZQ Studio,0.0,steamspy,111.0
Puzzle,1747050,Sam & Max: Beyond Time and Space,"Adventure, Indie, Puzzle",,,,Skunkape Games,Skunkape Games,4.0,steamspy,111.0
Puzzle,1003480,Fireboy & Watergirl: Elements,"Action, Indie, Platformer, Puzzle",,,,Oslo Albet,Oslo Albet,6.0,steamspy,109.0
Puzzle,1969080,A Building Full of Cats,"Adventure, Casual, Puzzle",,,,Devcats,Devcats,3.0,steamspy,109.0
Puzzle,440420,True Fear: Forsaken Souls Part 1,"Adventure, Casual, Horror, Puzzle, Survival",,,,Goblinz Enterprises Ltd,The Digital Lounge,12.0,steamspy,108.0
Puzzle,791470,DYO,"Indie, Platformer, Puzzle",,,,"Team DYO, Josia Roncancio",Team DYO,6.0,steamspy,107.0
Puzzle,10100,King's Quest Collection,"Adventure, Puzzle",,,,Sierra,Activision,13.0,steamspy,106.0
RPG,745920,Temtem,"Adventure, JRPG, Massively Multiplayer, RPG",,,,Crema,Humble Games,136.0,steamspy,39501.0
RPG,1501750,Lords of the Fallen,"Action, Adventure, RPG",,,,CI Games,CI Games,531.0,steamspy,32235.0
RPG,766570,Russian Fishing 4,"Adventure, Casual, Massively Multiplayer, RPG, Simulation, Sports, Survival",,,,FishSoft LLC,FishSoft LLC,6851.0,steamspy,26097.0
RPG,524220,NieR:Automata,"Action, Adventure, JRPG, RPG",,,,"Square Enix, PlatinumGames Inc.",Square Enix,468.0,steamspy,23813.0
RPG,1876890,Wandering Sword,"Action, Adventure, RPG, Strategy",,,,The Swordman Studio,Spiral Up Games,2162.0,steamspy,22618.0
RPG,824550,SD GUNDAM BATTLE ALLIANCE,"Action, RPG",,,,ARTDINK,Bandai Namco Entertainment,14.0,steamspy,21909.0
RPG,258970,Gauntlet Slayer Edition,"Action, Adventure, Casual, RPG",,,,Arrowhead Game Studios,WB Games,63.0,steamspy,12669.0
RPG,226320,Marvel Heroes Omega,"Action, Adventure, Fighting, Massively Multiplayer, RPG, Strategy",,,,Gazillion Entertainment,Gazillion Entertainment,75.0,steamspy,12491.0
RPG,2161440,Sailing Era,"Adventure, RPG, Simulation, Strategy",,,,GY Games,bilibili,105.0,steamspy,8311.0
RPG,1991040,School Days,"Casual, Indie, RPG, Simulation, Strategy, Visual Novel",,,,白雨工作室,白雨工作室,99.0,steamspy,7868.0
RPG,487120,Citadel: Forged with Fire,"Action, Adventure, Indie, Massively Multiplayer, RPG, Survival",,,,Blue Isle Studios,Blue Isle Publishing,9.0,steamspy,7720.0
RPG,747200,Keplerth,"Action, Adventure, Casual, Indie, RPG, Simulation, Survival",,,,TARO,Gamirror Games,23.0,steamspy,7474.0
RPG,1712840,Tiny Tina's Assault on Dragon Keep: A Wonderlands One-shot Adventure,"Action, Adventure, RPG, Shooter",,,,"Gearbox Software, Stray Kite Studios",2K,9.0,steamspy,7196.0
RPG,56400,"Warhammer 40,000: Dawn of War II: Retribution","Action, Adventure, RPG, Strategy",,,,"Relic Entertainment, Feral Interactive (Mac/Linux)","SEGA, Feral Interactive (Mac/Linux)",157.0,steamspy,6617.0
RPG,929010,Swag and Sorcery,"Adventure, Indie, RPG",,,,"Lazy Bear Games, Uroboros Games",tinyBuild,5.0,steamspy,6094.0
RPG,1043810,Tactical Breach Wizards,"Adventure, Indie, Puzzle, RPG, Strategy",,,,Suspicious Developments,Suspicious Developments,165.0,steamspy,4741.0
RPG,519190,Next Day: Survival,"Action, Adventure, Indie, Massively Multiplayer, RPG, Shooter, Simulation, Survival",,,,SOFF Games,Last Level,1.0,steamspy,4486.0
RPG,1588010,PGA TOUR 2K23,"RPG, Simulation, Sports",,,,HB Studios,2K,263.0,steamspy,3773.0
RPG,1135230,Ember Knights,"Action, Adventure, RPG, Roguelike",,,,Doom Turtle,Twin Sails Interactive,137.0,steamspy,3065.0
RPG,1519090,Welcome to ParadiZe,"Action, Adventure, Indie, RPG, Survival",,,,Eko Software,Nacon,17.0,steamspy,2887.0
RPG,360170,How to Survive 2,"Action, Adventure, RPG, Shooter, Survival",,,,Eko Software,505 Games,4.0,steamspy,2823.0
RPG,302510,Ryse: Son of Rome,"Action, Adventure, RPG",,,,Crytek,Crytek,44.0,steamspy,2740.0
RPG,1295270,SaGa Frontier Remastered,"JRPG, RPG",,,,"Square Enix, Bullets",Square Enix,11.0,steamspy,2551.0
RPG,1211600,ZED ZONE,"Action, RPG, Roguelike, Simulation, Survival",,,,Leven Liu,INDIECN,15.0,steamspy,2532.0
RPG,2561580,Horizon Zero Dawn Remastered,"Action, Adventure, RPG",,,,"Guerrilla Games, Nixxes Software",PlayStation Publishing LLC,311.0,steamspy,2523.0
RPG,1839430,Dolls Nest,"Action, RPG, Shooter",,,,NITRO PLUS,NITRO PLUS,23.0,steamspy,2456.0
RPG,291860,Pit People,"Action, Casual, Indie, RPG, Strategy",,,,The Behemoth,The Behemoth,17.0,steamspy,2455.0
RPG,926990,WolfQuest: Anniversary Edition,"Action, Adventure, RPG, Simulation, Survival",,,,eduweb,eduweb,628.0,steamspy,2355.0
RPG,1599330,Wildmender,"Action, Adventure, RPG, Simulation, Strategy, Survival",,,,Muse Games,Kwalee,48.0,steamspy,2119.0
RPG,2190290,To Be or Not to Be,"Action, Adventure, Platformer, RPG, Shooter, Visual Novel",,,,Team K,DSGame,31.0,steamspy,1990.0
RPG,3315330,Big Winner,"Indie, RPG, Simulation, Strategy","13 Jun, 2025",False,"₩ 11,450",iFAction Studio,"iFAction Studio, BOBO GAMES",12.0,appdetails,1931.0
RPG,991270,The Legend of Heroes: Trails of Cold Steel III,"Action, Adventure, JRPG, RPG",,,,"Nihon Falcom, Engine Software BV, PH3 GmbH","NIS America, Inc.",89.0,steamspy,1922.0
RPG,1915510,Yao-Guai Hunter,"Indie, RPG, Strategy","17 Apr, 2025",False,"₩ 18,150",MòGames,"MòGames, MyACG Studio",48.0,appdetails,1659.0
RPG,1097420,No-brainer Heroes 挂机吧！勇者,"Adventure, Casual, Indie, RPG, Simulation, Strategy",,,,小团团工作室,小团团工作室,8.0,steamspy,1585.0
RPG,1330000,Stolen Realm,"Adventure, Card & Board, RPG, Strategy",,,,Burst2Flame Entertainment,Burst2Flame Entertainment,178.0,steamspy,1506.0
RPG,678800,SAS: Zombie Assault 4,"Action, Casual, Horror, RPG, Shooter, Survival",,,,Ninja Kiwi,Ninja Kiwi,136.0,steamspy,1497.0
RPG,1746930,SunnySide,"Casual, JRPG, RPG, Simulation",,,,Aftabi Games,"Merge Games, Maximum Entertainment",8.0,steamspy,1287.0
RPG,552700,WORLD OF FINAL FANTASY,"Adventure, JRPG, RPG, Strategy",,,,Square Enix,Square Enix,21.0,steamspy,1276.0
RPG,1059980,Just King,"Action, Casual, Indie, RPG, Roguelike, Shooter, Strategy",,,,VISH,"VISH, IndieArk",5.0,steamspy,1245.0
RPG,20570,"Warhammer 40,000: Dawn of War II Chaos Rising","Action, RPG, Strategy",,,,"Relic Entertainment, Feral Interactive (Mac/Linux)","SEGA, Feral Interactive (Mac/Linux)",19.0,steamspy,1185.0
RPG,257170,Rebuild 3: Gangs of Deadsville,"4X, City Builder, Horror, RPG, Simulation, Strategy, Survival",,,,"Northway Games, Sarah Northway",Northway Games,37.0,steamspy,1181.0
RPG,1769420,Noble Fates,"Action, RPG, Simulation, Strategy, Survival",,,,"Xobermon, LLC","Xobermon, LLC",11.0,steamspy,1125.0
RPG,2311680,Magic Research,"Adventure, Casual, RPG, Simulation",,,,Maticolotto,Maticolotto,23.0,steamspy,1108.0
RPG,3046600,Onimusha 2: Samurai's Destiny,"Action, Adventure, Horror, RPG, Survival",,,,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",14.0,steamspy,1057.0
RPG,776490,永远消失的幻想乡 ～ The Disappearing of Gensokyo,"Action, Adventure, Horror, Indie, JRPG, RPG, Shooter",,,,MyACG Studio,MyACG Studio,0.0,steamspy,930.0
RPG,1011940,Ideology in Friction,"Indie, JRPG, RPG",,,,ONEONE1,Kagura Games,5.0,steamspy,909.0
RPG,370690,Elendia Ceus,"Adventure, Indie, JRPG, RPG",,,,Aldorlea Games,Aldorlea Games,0.0,steamspy,835.0
RPG,1035610,Hentai Mosaique Vip Room,"Action, Casual, Indie, Puzzle, RPG, Simulation",,,,Lil Hentai Games,Lil Hentai Games,0.0,steamspy,788.0
RPG,657090,Robothorium,"Indie, RPG, Strategy",,,,Goblinz Studio,"Goblinz Publishing, Whisper Games",11.0,steamspy,778.0
RPG,1540960,Underworld Idle,"Adventure, Casual, Horror, Puzzle, RPG, Simulation, Strategy",,,,Aleksandr Golovkin,Aleksandr Golovkin,252.0,steamspy,755.0
RPG,1956740,Argentum Online,"Action, Adventure, Massively Multiplayer, Platformer, RPG, Strategy",,,,Noland Studios,Noland Studios,97.0,steamspy,678.0
RPG,1167950,Vampire's Fall: Origins,"Adventure, Indie, RPG",,,,Early Morning Studio,Early Morning Studio,2.0,steamspy,657.0
RPG,2529520,Magical Girl Konoha,"Adventure, Indie, JRPG, RPG",,,,BLACK PANDA,OTAKU Plan,17.0,steamspy,600.0
RPG,389170,Songs for a Hero - Definitive Edition,"Action, Adventure, Casual, Indie, Platformer, Puzzle, RPG",,,,"Dumativa, Castro Brothers","Dumativa, CriticalLeap",2.0,steamspy,599.0
RPG,874260,The Forgotten City,"Adventure, Indie, RPG",,,,Modern Storyteller,Dear Villagers,29.0,steamspy,585.0
RPG,363130,Toukiden: Kiwami,"Action, JRPG, RPG",,,,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",1.0,steamspy,568.0
RPG,3123830,Dread Tomb,"Action, Adventure, Horror, Indie, RPG, Survival",,,,轻舟游戏工作室,Gamirror Games,2.0,steamspy,546.0
RPG,1265780,The Lord of the Rings: Gollum,"Action, Adventure, Platformer, Puzzle, RPG",,,,Daedalic Entertainment,"Daedalic Entertainment, Nacon",1.0,steamspy,502.0
RPG,223630,AirBuccaneers,"Action, Indie, RPG, Strategy",,,,LudoCraft Ltd.,LudoCraft Ltd.,2.0,steamspy,492.0
RPG,2633080,Struggle F.O,"Action, Adventure, Casual, Indie, RPG, Roguelike",,,,Espada Inc.,Espada Inc.,1.0,steamspy,471.0
RPG,2014380,LIVE A LIVE,"Adventure, JRPG, RPG",,,,"Square Enix, historia Inc.",Square Enix,15.0,steamspy,465.0
RPG,1986010,灵墟,"Adventure, Indie, RPG, Strategy",,,,HappyTall Game,"HappyTall Game, Mecrew Games",5.0,steamspy,428.0
RPG,1329510,Big Farm Story,"Adventure, Casual, RPG, Simulation",,,,Goodgame Studios,Goodgame Studios,3.0,steamspy,426.0
RPG,480640,Pathfinder Adventures,"Card & Board, RPG, Strategy",,,,Obsidian Entertainment,Twin Sails Interactive,6.0,steamspy,402.0
RPG,871530,Radio Commander,"RPG, Simulation, Strategy",,,,Serious Sim,"Games Operators, PlayWay S.A.",7.0,steamspy,398.0
RPG,927890,Hentai Girl Linda,"Casual, Indie, Puzzle, RPG, Simulation",,,,GirlGames,GirlGames,1.0,steamspy,382.0
RPG,311190,Super Panda Adventures,"Action, Adventure, Indie, Metroidvania, Platformer, RPG",,,,BlueEagle Productions,Paul Schneider,14.0,steamspy,368.0
RPG,2250080,The Last Man Survivor,"Action, Horror, RPG, Roguelike, Shooter, Survival",,,,Renderise,Renderise,2.0,steamspy,334.0
RPG,404200,WARTILE,"Action, Adventure, RPG, Strategy",,,,Playwood Project,Playwood Project,0.0,steamspy,332.0
RPG,1519490,The Doors of Trithius,"Indie, RPG, Roguelike, Simulation, Survival",,,,Jake Donkersgoed,Jake Donkersgoed,10.0,steamspy,306.0
RPG,250580,Paranautical Activity: Deluxe Atonement Edition,"Action, Horror, Indie, RPG, Roguelike, Shooter",,,,Digerati Distribution,Digerati,2.0,steamspy,305.0
RPG,676500,Time Warpers,"Action, Adventure, Casual, Indie, RPG, Simulation, Strategy, Tower Defense",,,,Proton Studio Inc,Proton Studio Inc,16.0,steamspy,276.0
RPG,3088410,7th Domain:Tree of Chaos,"Action, Adventure, Indie, Metroidvania, RPG, Roguelike",,,,Lightimpact,Lightimpact,2.0,steamspy,274.0
RPG,3549220,Tennis Manager 25,"Indie, RPG, Simulation, Sports, Strategy",,,,Rebound CG,Rebound CG,11.0,steamspy,268.0
RPG,838410,Tabletop Playground,"Card & Board, Casual, Indie, RPG, Simulation, Strategy",,,,Plasticity Studios,Modularity,22.0,steamspy,256.0
RPG,1647550,NEO: The World Ends with You,"Action, JRPG, RPG",,,,"Square Enix, h.a.n.d.",Square Enix,14.0,steamspy,251.0
