appid,name,publisher_main,SampledGenre,game_revenue,publisher_revenue
15620,"Warhammer 40,000: Dawn of War II - Anniversary Edition",Relic Entertainment,RPG,$3.2m ($2m - $4.4m),$145m
3391260,WHO'S WHO 2.0,Nightvendors Studio,RPG,$1.2k ($559 - $1.9k),$9.2k
698870,Metaverse Keeper / 元能失控,Sparks Games,RPG,$481.8k ($277.4k - $686.3k),$481.8k
3035570,Assassin's Creed Mirage,Ubisoft,RPG,$7.9m ($6m - $9.8m),$2.4b
1203630,Record of Lodoss War-Deedlit in Wonder Labyrinth-,WSS playground,RPG,$1.3m ($970.5k - $1.8m),$24.7m
893850,THE LONGING,Application Systems Heidelberg,RPG,$1.6m ($1.1m - $2.2m),$3.6m
1811600,Vestaria Saga II: The Sacred Sword of Silvanister,DANGEN Entertainment,RPG,$90.9k ($46.3k - $135.5k),$26.4m
1437830,Heroes of the Three Kingdoms 2,"USERJOY Technology Co., Ltd.",RPG,$44.4k ($24.8k - $64k),$10.6m
2064650,Tower of Fantasy,Perfect World Games,RPG,$22.3m ($15.2m - $29.5m),$22.3m
205710,EverQuest,Daybreak Game Company,RPG,$3.6m ($1.7m - $5.6m),$42.3m
22330,The Elder Scrolls IV: Oblivion Game of the Year Edition (2009),Bethesda Softworks,RPG,$31.1m ($19.2m - $43m),$2.1b
317780,Eternal Fate,,RPG,0,ERROR
211160,Viking: Battle for Asgard,SEGA,RPG,$1.4m ($285.4k - $2.5m),$1.6b
339800,HuniePop,HuniePot,RPG,$6.3m ($3.1m - $9.5m),$30.7m
312060,FINAL FANTASY XIV Online Free Trial,,RPG,0,ERROR
581130,Metal Waltz: Anime tank girls,WuL Game Studio,RPG,$294.7k ($183k - $406.5k),$294.9k
452570,Battle Chef Brigade Deluxe,Trinket Studios,RPG,$947.6k ($597.9k - $1.2m),$1m
340170,FINAL FANTASY TYPE-0 HD,Square Enix,RPG,$4.3m ($3.1m - $5.4m),$1b
1904530,Forgotten Realms: The Archives - Collection Three,SNEG,RPG,$15k ($6.1k - $23.9k),$6.6m
715310,Urban Rivals,Acute Games,RPG,$248.7k ($168.3k - $329k),$248.7k
371970,Barony,Turning Wheel LLC,RPG,$5.1m ($3m - $7.1m),$5.1m
1159090,Zoria: Age of Shattering,Anshar Publishing,RPG,$278.2k ($192.5k - $363.8k),$2.2m
871980,Digimon Survive,Bandai Namco Entertainment Inc.,RPG,$2.7m ($1.7m - $3.8m),$237.1m
938220,TAPSONIC BOLD,NEOWIZ,Racing,$317.2k ($152k - $482.4k),$123.9m
228380,Wreckfest,THQ Nordic,Racing,$37.5m ($25.8m - $49.1m),$387.4m
302710,BlazeRush,Targem Games,Racing,$512.1k ($322.8k - $701.4k),$591.6k
2238350,AutoSim 2,JoeTowNetwork,Racing,$2.5k ($953 - $4.2k),$2.5k
1619570,Death Roads: Tournament,The Knights of Unity,Racing,$286k ($217.2k - $354.8k),$3.7m
1797610,Barro 22,SC Jogos,Racing,$85.3k ($17k - $153.5k),$762.8k
641780,The Drone Racing League Simulator,The Drone Racing League,Racing,$1.9m ($1.1m - $2.7m),$1.9m
1381440,80's OVERDRIVE,Insane Code,Racing,$34.3k ($15.1k - $53.5k),$34.3k
824720,Pure Rock Crawling,Maciej Kuzianik,Racing,$636.6k ($433.8k - $839.4k),$636.6k
727020,Arcade Moonlander,Back Of Nowhere Studios,Racing,$2.3k ($1.1k - $3.4k),$2.3k
207140,SpeedRunners,tinyBuild,Racing,$15.3m ($7.8m - $22.8m),$178.8m
2625420,Drive Beyond Horizons,Tacty Studio,Racing,$19.7m ($13.5m - $25.9m),$19.2m
936720,Wrench,Missing Digit,Racing,$1.6m ($1.1m - $2m),$1.6m
2083210,Super Woden GP 2,ViJuDa,Racing,$280.2k ($212.8k - $347.6k),$329.4k
622920,P-Walker's Simulation,BrainStrainStudios,Racing,$8.1k ($1.6k - $14.6k),$8.1k
1849250,EA SPORTS WRC,Electronic Arts,Racing,$9.3m ($6.5m - $12.1m),$4.5b
220820,Zombie Driver HD,Exor Studios,Racing,$532.2k ($320.9k - $743.6k),$532.2k
1184480,Inertial Drift,PQube,Racing,$326.6k ($153.4k - $499.8k),$20.1m
1511630,TrackDayR,MadCow S.r.l.,Racing,$1.4m ($1m - $1.7m),$1.4m
2986370,Food Delivery Simulator,Black Sea Studios,Racing,$160.2k ($101.9k - $218.6k),$159.1k
1692250,F1 22,Electronic Arts,Racing,$5.2m ($3.2m - $7.2m),$4.5b
1491340,Marble World,Vector Interactive,Racing,$787.2k ($541.6k - $1m),$787.2k
658700,V-Rally 4,Nacon,Racing,$364.8k ($291.3k - $438.3k),$157.6m
1262600,Need for Speed Rivals,Electronic Arts,Racing,$2.2m ($1.5m - $2.9m),$4.5b
375900,Trackmania Turbo,Ubisoft,Racing,$2.4m ($1.6m - $3.2m),$2.4b
113400,APB Reloaded,Little Orbit,Racing,0,$23.1k
1266980,Madrun,Tianyu Cao,Racing,0,$0 
1190000,Car Mechanic Simulator 2021,PlayWay S.A.,Racing,$29.4m ($17.4m - $41.4m),$275.8m
450860,Andarilho,SC Jogos,Racing,$22.6k ($13.5k - $31.6k),$762.8k
742460,Marble Skies,[untitledDev],Racing,$70.9k ($20.5k - $121.3k),$71.1k
505170,Carmageddon: Max Damage,THQ Nordic,Racing,$2.1m ($1.4m - $2.9m),$387.4m
1145660,Drift Of The Hill,RewindApp,Racing,$40.9k ($29.4k - $52.5k),$1.8m
748460,RealFlight 8,,Racing,0,ERROR
335070,VRC PRO,Virtual Racing Industries Ltd.,Racing,$705.3k ($472.2k - $938.3k),$705.3k
605100,Renzo Racer,EnsenaSoft,Racing,$2.3k ($1.1k - $3.5k),$48.6k
397340,SimplePlanes,"Jundroo, LLC",Racing,$4.5m ($3m - $6m),$6.2m
1140440,OMON Simulator,United Nations,Racing,$53.3k ($31.1k - $75.5k),$53.3k
320140,Absolute Drift,Funselektor Labs Inc.,Racing,$966.1k ($653k - $1.2m),$4.9m
55140,MX vs. ATV Reflex,THQ Nordic,Racing,$1.1m ($752k - $1.5m),$387.4m
460920,Steep,Ubisoft,Racing,$24.5m ($15.2m - $33.8m),$2.4b
412880,Drift Streets Japan,SA Industry,Racing,$1.9m ($1m - $2.8m),$4m
2553050,Estate Agent Simulator,Kiki Games,Racing,$485.5k ($331.1k - $640k),$1.7m
705210,Cube Racer,Simon Blasen,Racing,0,$0 
1247360,Grand Mountain Adventure: Wonderlands,Microids,Racing,$68k ($42.9k - $93k),$27.1m
71250,Sonic Adventure DX,SEGA,Racing,$3.5m ($2.4m - $4.5m),$1.6b
1262580,Need for Speed Payback,Electronic Arts,Racing,$9m ($6.2m - $11.8m),$4.5b
2100160,MotoGP23,Milestone S.r.l.,Racing,$1m ($685.6k - $1.4m),$60.1m
35310,Clutch,Game Factory Interactive,Racing,$49.4k ($24.7k - $74.1k),$520.3k
715670,DashPanel,,Racing,0,ERROR
282050,MX vs. ATV Supercross Encore,THQ Nordic,Racing,$446.8k ($292.6k - $601.1k),$387.4m
1202970,Mad Tracks,Plug In Digital,Racing,$32.7k ($18.4k - $47k),$7.2m
293760,Automation - The Car Company Tycoon Game,Camshaft Software Ltd,Racing,$15.4m ($11.3m - $19.5m),$15.4m
1433570,Car Detailing Simulator,Games Incubator,Racing,$459.6k ($297.3k - $621.8k),$11.9m
2710290,G WARRIOR,Liao Kai,Racing,$7.3k ($3.6k - $11k),$20.9k
984780,MotoGP19,Milestone S.r.l.,Racing,$926k ($635.6k - $1.2m),$60.1m
1785910,SBK22,Milestone S.r.l.,Racing,$100.9k ($66.3k - $135.6k),$60.1m
635260,CarX Drift Racing Online,"CarX Technologies, LLC",Racing,$20.4m ($14.6m - $26.3m),$29.4m
591420,Zup! 4,Quiet River,Racing,$160.2k ($98.9k - $221.4k),$2.4m
585420,Trailmakers,Flashbulb,Racing,$12.6m ($8.8m - $16.5m),$14.6m
1088160,Led It Rain VR,Ataverti,Racing,0,$0 
1324350,Turbo Golf Racing,Hugecalf Studios,Racing,$238.7k ($158.8k - $318.6k),$253.4k
271590,Grand Theft Auto V Legacy,Rockstar Games,Racing,$542.4m ($308.2m - $776.5m),$770.8m
1369670,Motor Town: Behind The Wheel,P3 Games,Racing,$4.7m ($2.9m - $6.5m),$4.7m
1978100,Grand Prix Story,"Kairosoft Co., Ltd",Racing,$105.5k ($56k - $155k),$5.6m
1620040,Nickelodeon Kart Racers 3: Slime Speedway,GameMill Entertainment,Racing,$89.8k ($53.8k - $125.7k),$8.3m
415200,Motorsport Manager,Miniclip,Racing,$11m ($7.6m - $14.4m),$11m
1683340,Kayak VR: Mirage,Better Than Life,Racing,$1.7m ($909.1k - $2.6m),$1.7m
295710,Darkwind: War on Wheels,Psychic Software,Racing,0,$340.2k
775900,MotoGP18,Milestone S.r.l.,Racing,$1.5m ($901.6k - $2.1m),$60.1m
2350280,Monster Jam Showdown,Milestone S.r.l.,Racing,$195.9k ($135k - $256.8k),$60.1m
1285230,Ultimate Racing 2D 2,Applimazing,Racing,$51.9k ($27.3k - $76.6k),$158.2k
2434120,PISTA Motorsport,Studio 56,Racing,$42k ($20.9k - $63.1k),$42k
2069310,RealFlight Evolution,"Horizon Hobby, LLC",Racing,$4.7m ($2.4m - $7m),$5.9m
2153610,Virtual Sailor NG,Ilan Papini,Racing,$100.8k ($49.5k - $152k),$325.2k
1048830,Horse Riding Tales,App Business Ventures LLC,Racing,$16.6k ($5.8k - $27.4k),$70.5k
539720,Razortron 2000,NukGames,Racing,$43.5k ($26.3k - $60.6k),$298.2k
410340,Liftoff: FPV Drone Racing,LuGus Studios,Racing,$9.4m ($6m - $12.8m),$10.5m
1482700,Speed Stars,Luke Doukakis,Racing,$25.7k ($18.7k - $32.7k),$25.7k
2078450,"Warhammer 40,000: Speed Freeks",Wired Productions,Racing,$1.6m ($756.1k - $2.5m),$13.4m
1447000,MotoGP21,Milestone S.r.l.,Racing,$1.1m ($677.3k - $1.5m),$60.1m
417430,Moto Racer  4,Microids,Racing,$616.4k ($259.1k - $973.6k),$27.1m
243800,Gas Guzzlers Extreme,Jagex Ltd,Racing,$2.4m ($1.5m - $3.3m),$104.9m
516750,My Summer Car,Amistech Games,Racing,$27.7m ($19.4m - $36m),$27.4m
1153410,JDM: Japanese Drift Master,Gaming Factory,Racing,$4m ($2.8m - $5.3m),$6.5m
2503220,Karting Superstars,Original Fire Games,Racing,$151.6k ($104.6k - $198.6k),$1.1m
336250,Monster Jam Battlegrounds,,Racing,0,ERROR
1619580,Slopecrashers,byteparrot,Racing,$18.3k ($10k - $26.7k),$18.3k
952040,MUSYNX,Wave Game,Racing,$697.7k ($375.5k - $1m),$697.2k
1278060,Orqa FPV.SkyDive,ORQA,Racing,$34.9k ($26.5k - $43.3k),$34.9k
645630,Car Mechanic Simulator 2018,PlayWay S.A.,Racing,$21.2m ($14.6m - $27.9m),$275.8m
12900,AudioSurf,First release date: Fri Feb 15 2008,Racing,$5.9m ($3.3m - $8.4m),ERROR
1066890,Automobilista 2,Reiza Studios,Racing,$12.1m ($7.6m - $16.6m),$13.7m
1114150,CarX Street,"CarX Technologies, LLC",Racing,$8.9m ($6.5m - $11.4m),$29.4m
365960,rFactor 2,Studio 397,Racing,$9.5m ($6m - $13.1m),$20.4m
670500,RC Plane 3,FrozenPepper S.R.L.,Racing,$1.5k ($790 - $2.2k),$1.5k
611350,Evil Tag,HFM Games,Racing,$45.7k ($9.1k - $82.4k),$3.2m
11020,TrackMania Nations Forever,Ubisoft,Racing,0,$2.4b
690790,DiRT Rally 2.0,Codemasters,Racing,$30.4m ($19.3m - $41.5m),$43.3m
584640,SUPER CHICKEN JUMPER,Sewer Cat,Racing,$70k ($32.7k - $107.3k),$77.7k
1536210,Ira,"Nicalis, Inc.",Roguelike,$63.5k ($14.1k - $112.9k),$84.8m
1881200,TRYP FPV: Drone Racer Simulator,UNDEAD BATTERY,Racing,$2.1m ($1.3m - $2.9m),$2.1m
2727210,Deathless. The Hero Quest,FOR-GAMES CR LTD,Roguelike,$305.9k ($180.9k - $430.8k),$11.5m
1471410,SYNTHETIK 2,Flow Fire Games,Roguelike,$1.4m ($971.7k - $1.9m),$4.3m
1660840,Wild Bastards,Maximum Entertainment,Roguelike,$601.7k ($446.7k - $756.7k),$32.3m
2996040,Teenage Mutant Ninja Turtles: Splintered Fate,Super Evil Megacorp,Roguelike,$2.5m ($1.7m - $3.3m),$2.5m
307090,Fancy Skulls,tequibo,Roguelike,0,$5.6k
2996280,デュエホロ (DUEHOLO),holo Indie,Roguelike,$10.1k ($6.3k - $14k),$1.3m
1402120,9 Years of Shadows,indie.io,Roguelike,$830.3k ($577k - $1m),$36.8m
2356780,Dungeon Clawler,Stray Fawn Publishing,Roguelike,$2.2m ($1.4m - $3.1m),$20.1m
704000,GUNHEAD,Alientrap,Roguelike,$144.4k ($88.4k - $200.5k),$3.4m
2435090,Talented,TurtleFox Games,Roguelike,$412k ($252.5k - $571.6k),$409.9k
362490,Exanima,Bare Mettle Entertainment,Roguelike,$5.5m ($3.7m - $7.2m),$5.5m
2637070,Crawling Lab,eTIRUe,Roguelike,$91.1k ($60.4k - $121.9k),$693.8k
2529820,Wedding Witch,Chowbie,Roguelike,$673k ($443.4k - $902.7k),$1.9m
2185780,Return to abyss 重返深渊,Wingjoy Games,Roguelike,$239.6k ($159.2k - $320k),$272.5k
250680,BELOW,Capybara Games,Roguelike,$1m ($712.5k - $1.3m),$2.2m
1188930,Chrono Ark,Al Fine,Roguelike,$6.4m ($4.7m - $8.1m),$6.4m
2726870,Loopstructor,Pone Games,Roguelike,$84.4k ($53.5k - $115.4k),$91.2k
1668690,Alina of the Arena,PINIX,Roguelike,$1.4m ($1m - $1.8m),$1.4m
2259310,ORDER 13,Oro Interactive,Roguelike,$471.3k ($312.3k - $630.2k),$2.2m
1127610,Iris and the Giant,Goblinz Publishing,Roguelike,$342.9k ($149.7k - $536.1k),$29.1m
1059980,Just King,VISH,Roguelike,$371.3k ($233.2k - $509.4k),$371.3k
628770,Tangledeep,Impact Gameworks,Roguelike,$808.7k ($530.1k - $1m),$863.9k
1967260,Double Dragon Gaiden: Rise Of The Dragons,Maximum Entertainment,Roguelike,$543.8k ($346.6k - $741k),$32.3m
1167680,Orbital Bullet – The 360° Rogue-lite,Assemble Entertainment,Roguelike,$171k ($124.8k - $217.2k),$24.3m
2626050,Sausage vs. Vegetable,Big Pond Studio Ltd.,Roguelike,$1.5k ($1.1k - $1.8k),$1.5k
2113770,In Woods,Vision Party,Roguelike,$17.1k ($11k - $23.2k),$17.1k
787810,Rogue Heroes: Ruins of Tasos,Team17 Digital,Roguelike,$2.1m ($1.2m - $2.9m),$21.5m
2752720,Dice Player One,KDream,Roguelike,$239k ($148.8k - $329.2k),$265.4k
1305300,Love Love School Days,OTL GAME,Roguelike,$201k ($138.5k - $263.6k),$212k
1286580,Ship of Fools,Team17,Roguelike,$5.2m ($3.2m - $7.2m),$491.6m
1724390,Power Chord,Big Blue Bubble,Roguelike,$88k ($57.8k - $118.3k),$9.4m
2462060,Graveyard Gunslingers,PyroPhysics,Roguelike,$143.8k ($91.2k - $196.3k),$143.7k
1972440,Shotgun King: The Final Checkmate,PUNKCAKE Delicieux,Roguelike,$3.1m ($1.9m - $4.2m),$3.1m
1416920,Chinese Online Game,Wise Games,Roguelike,$2m ($1.2m - $2.9m),$2.8m
1893620,Circadian Dice,Shuffle Up Games,Roguelike,$116.6k ($65.7k - $167.6k),$116.6k
2334500,Wizard Shrimp,Wizard Shrimp Games,Roguelike,$4.6k ($2.3k - $6.9k),$4.6k
1911860,Grit and Valor - 1949,Megabit Publishing,Roguelike,$148.9k ($100.5k - $197.3k),$148k
1217060,Gunfire Reborn,Duoyi Games,Roguelike,$54.1m ($33.4m - $74.7m),$54.4m
1990110,SpellRogue,Ghost Ship Publishing,Roguelike,$1m ($735k - $1.4m),$18.1m
986040,The Unliving,Team17 Digital,Roguelike,$373.6k ($227.4k - $519.8k),$21.5m
2536960,Shadowveil: Legend of The Five Rings,Palindrome Interactive,Roguelike,$249.7k ($172.2k - $327.2k),$249.7k
1385380,Across the Obelisk,Paradox Interactive,Roguelike,$9.6m ($5.1m - $14.1m),$1.1b
2455060,Taboo Trial,NPC Entertainment,Roguelike,$1.1m ($771.5k - $1.5m),$16.2m
2292060,Spell Disk,Sunpeak Games,Roguelike,$841.9k ($522.3k - $1.1m),$841.8k
586350,UBERMOSH:WRAITH,Walter Machado,Roguelike,$20.6k ($13.1k - $28.1k),$297.2k
2975180,Break the Empire,Edym Pixels,Roguelike,$12k ($8.1k - $15.9k),$234.5k
1434950,HighFleet,MicroProse Software,Roguelike,$4.9m ($3.4m - $6.4m),$43.6m
2084000,Shogun Showdown,Goblinz Publishing,Roguelike,$2.9m ($1.9m - $3.9m),$29.1m
1421290,Battle Shapers,Metric Empire,Roguelike,$792k ($544.1k - $1m),$791.2k
1456760,ROBOBEAT,Kwalee,Roguelike,$1.3m ($903.6k - $1.8m),$21.8m
2439710,Skybreakers,Merlion Games,Roguelike,$244.1k ($172.1k - $316.1k),$1.6m
2132850,Rabbit and Steel,mino_dev,Roguelike,$5.4m ($3.6m - $7.3m),$5.7m
2421310,桃色武林,人型ですカオス,Roguelike,$317.6k ($215.7k - $419.5k),$373.8k
2305500,FAIRY TAIL: DUNGEONS,Kodansha,Roguelike,$246.1k ($165.9k - $326.4k),$2.8m
858210,Nova Drift,Pixeljam,Roguelike,$4.7m ($3.4m - $6m),$5.3m
317820,Guild of Dungeoneering Ultimate Edition,Gambrinous,Roguelike,$1.5m ($991.6k - $2m),$1.5m
338840,Hollow's Land,Relax Minimalism,Roguelike,$9.1k ($3.6k - $14.5k),$9.1k
248820,Risk of Rain (2013),Gearbox Publishing,Roguelike,$11.4m ($7m - $15.7m),$259.9m
551620,Approaching Infinity,IBOL,Roguelike,$151.5k ($79.3k - $223.7k),$150.7k
1211600,ZED ZONE,INDIECN,Roguelike,$1.1m ($796.1k - $1.5m),$7m
250900,The Binding of Isaac: Rebirth,"Nicalis, Inc.",Roguelike,$76.8m ($55.6m - $97.9m),$84.8m
740240,Snake Eyes Dungeon,GrabTheGames,Roguelike,$971 ($486 - $1.4k),$13.7m
2884590,Darkchaser: Battletide,Luckycalf,Roguelike,$9.9k ($6.1k - $13.7k),$412.8k
844850,Tower Hunter: Erza's Trial,IceSitruuna,Roguelike,$538.8k ($325.2k - $752.3k),$1.6m
2334730,Death Must Die,Realm Archive,Roguelike,$6.1m ($4.3m - $8m),$6.1m
585710,Blazing Beaks,Applava,Roguelike,$1.2m ($760.1k - $1.8m),$1.2m
2597080,Realm of Ink,4Divinity,Roguelike,$1.3m ($862.1k - $1.7m),$57m
1147560,Skul: The Hero Slayer,NEOWIZ,Roguelike,$24.2m ($17m - $31.5m),$123.9m
2922410,Achilles: Survivor,Dark Point Games,Roguelike,$354.2k ($237.8k - $470.6k),$1.3m
1135230,Ember Knights,Twin Sails Interactive,Roguelike,$4.6m ($2.5m - $6.7m),$35.3m
2899310,Card Engine,,Roguelike,0,ERROR
3585310,KUNKUN Defender 2,Seal,Roguelike,$19.9k ($11.9k - $27.9k),$112.8k
1102190,Monster Train,Good Shepherd Entertainment,Roguelike,$20.1m ($12.2m - $27.9m),$91m
330020,Children of Morta,11 bit studios,Roguelike,$6m ($3.2m - $8.8m),$176.1m
264690,Coin Crypt,Greg Lobanov,Roguelike,$131.6k ($65.8k - $197.4k),$797.9k
924070,Arboria,All in! Games,Roguelike,$367.3k ($245.7k - $489k),$1.4m
1232580,Knock on the Coffin Lid,RedBoon,Roguelike,$1.1m ($618.3k - $1.7m),$1.1m
2275940,Rogue Hex,Topstitch Games,Roguelike,$65.1k ($42.6k - $87.5k),$128.4k
598060,Slasher's Keep,Damian Schloter,Roguelike,$1.2m ($836.4k - $1.6m),$1.2m
2151580,Infinite Tao,insomnia,Roguelike,$106.8k ($63.9k - $149.7k),$106.8k
2218400,Greedland,Gamersky Games,Roguelike,$1.3m ($918.4k - $1.6m),$60.4m
2933080,Crime Boss: Rockay City,505 Games,Roguelike,$3.1m ($2m - $4.2m),$293.6m
2776940,Echoes of Yi : Samsara,Runmeng,Roguelike,$109.4k ($63.4k - $155.3k),$109.4k
259680,Tales of Maj'Eyal,Netcore Games,Roguelike,$1.3m ($903.2k - $1.7m),$1.3m
1037020,ScourgeBringer,Dear Villagers,Roguelike,$1.2m ($859.5k - $1.5m),$33.7m
573780,Xenon Valkyrie,Diabolical Mind,Roguelike,$97.1k ($52.4k - $141.9k),$181.1k
1296830,暖雪 Warm Snow,bilibili,Roguelike,$21.1m ($13.8m - $28.4m),$130.4m
2166710,Fabric Of Reality,_Jester_,Roguelike,$9.8k ($4.1k - $15.6k),$9.8k
2457890,DRACOMATON,Gun Jumpers,Roguelike,$66.8k ($27k - $106.6k),$67k
2288880,Acolyte of the Altar,Black Kite Games,Roguelike,$31.4k ($18.5k - $44.2k),$31.4k
632360,Risk of Rain 2,Gearbox Publishing,Roguelike,$153.6m ($102.5m - $204.7m),$259.9m
1911360,Trinity Fusion,Angry Mob Games,Roguelike,$327.2k ($233.9k - $420.5k),$676.4k
301840,City of Brass,Uppercut Games Pty Ltd,Roguelike,$613.1k ($379.1k - $847.1k),$1.5m
1425000,Endless Alice,HowlingRain,Roguelike,$278.4k ($206.1k - $350.7k),$299.5k
719750,PUSS!,teamcoil,Roguelike,$139.7k ($27.9k - $251.5k),$139.6k
1304090,Cannibal Crossing,Rocketcat Games,Roguelike,$149.2k ($101.3k - $197.1k),$5.6m
2334170,Metal Bringer,PLAYISM,Roguelike,$836.2k ($577.4k - $1m),$86.3m
2507980,Meta-Ghost: The Breaking Show,Flawless Gaming,Roguelike,$682.3k ($474.8k - $889.8k),$2.2m
1135810,Vault of the Void,Spider Nest Games,Roguelike,$1.1m ($797.1k - $1.4m),$1.1m
922320,Sniper 3D Assassin: Free to Play,Fun Games For Free,Shooter,0,$0 
1547160,Infinite Jump,No.25,Shooter,$41.7k ($11.2k - $72.1k),$215.4k
210770,Sanctum 2,Coffee Stain Publishing,Shooter,$3.1m ($1.5m - $4.7m),$592.7m
608990,The Archotek Project,The Archotek Project Team,Shooter,$542.3k ($291.3k - $793.3k),$542.6k
1373550,BloodRayne 2: Terminal Cut,Ziggurat,Shooter,$337.3k ($226.5k - $448.1k),$2.9m
1017180,The Long Drive,Genesz,Shooter,$18.5m ($12.9m - $24.2m),$18.5m
437570,GoNNER,Raw Fury,Shooter,$402.9k ($243.8k - $562k),$99.5m
2235020,Contra: Operation Galuga,KONAMI,Shooter,$842.1k ($605.6k - $1m),$639.8m
1579880,The Light Brigade,Funktronic Labs,Shooter,$1m ($726.7k - $1.3m),$1.4m
1230410,Chaos,Frinky,Shooter,0,$125.1k
13520,Far Cry,Ubisoft,Shooter,$3.7m ($2.1m - $5.3m),$2.4b
1867740,Like Dreamer,あうとさいど,Shooter,$20.5k ($9.6k - $31.3k),$51.6k
1298140,Fobia - St. Dinfna Hotel,Maximum Entertainment,Shooter,$648.3k ($364.6k - $932k),$32.3m
1035510,Ultimate Zombie Defense,Terror Dog Studio,Shooter,$437.5k ($223.5k - $651.4k),$749.6k
791200,Planet Cube: Edge,Firestoke,Shooter,$18.2k ($8.7k - $27.6k),$856.3k
531180,AIRHEART - Tales of broken Wings,Blindflug Studios AG,Shooter,$76.6k ($51.1k - $102k),$998.4k
603960,Star of Providence,Team D-13,Shooter,$844.8k ($537.2k - $1.1m),$844.2k
2362420,Mass Effect 2 (2010) Edition,Electronic Arts,Shooter,$202.9k ($128.1k - $277.6k),$4.5b
17570,"Pirates, Vikings, and Knights II",Octoshark Studios,Shooter,0,$0 
368860,Garbage Day,Svajūnas Žemaitis,Shooter,$380k ($76k - $684k),$380k
39670,Chaser,THQ Nordic,Shooter,$155k ($113.4k - $196.6k),$387.4m
1010750,Blood Fresh Supply,Atari,Shooter,$1.6m ($1.1m - $2.2m),$37.7m
3444480,Nebulock,LostVolBytes,Shooter,$51.4k ($34.4k - $68.3k),$122.4k
884660,CRSED: F.O.A.D.,Gaijin Network Ltd,Shooter,$231.7k ($140k - $323.4k),$516.7m
518030,Aim Hero,ProGames Studio,Shooter,$1.1m ($561.7k - $1.7m),$1.1m
2539520,Z.O.N.A: Origin,AGaming+,Shooter,$119k ($74.5k - $163.4k),$190k
324810,TOXIKK,Schwiezer System GmbH,Shooter,$2.5k ($1.6k - $3.5k),$2.5k
452860,Mad Bullets,isTom Games Kft.,Shooter,$30.8k ($18.7k - $43k),$226.2k
1324780,Easy Red 2,Corvostudio di Amadei Marco,Shooter,$3.5m ($1.9m - $5.2m),$3.7m
768520,Red Solstice 2: Survivors,505 Games,Shooter,$2.9m ($1.9m - $3.8m),$293.6m
1196090,Scars Above,Prime Matter,Shooter,$998.9k ($661.1k - $1.3m),$76.6m
235780,MINERVA,,Shooter,0,ERROR
2057550,我在地球修仙有系统,风暴之刃工作室,Shooter,$284.1k ($189.6k - $378.5k),$284.1k
3245330,The Final Exam,Change The Ref,Shooter,0,$0 
1996010,Crow Country,SFB Games,Shooter,$1.9m ($1.3m - $2.4m),$3.1m
688540,ZOMBIE RAID: No One Survives,Red Dot Studio,Shooter,$31.8k ($20.3k - $43.4k),$31.8k
1219240,BioGun,Dapper Dog Digital,Shooter,$138.7k ($84.8k - $192.5k),$140.9k
311210,Call of Duty: Black Ops III,Activision,Shooter,$210.4m ($148.5m - $272.3m),$1.5b
2707940,FPV Kamikaze Drone,HFM Games,Shooter,$845.3k ($636.7k - $1m),$3.2m
1144400,Senren＊Banka,HIKARI FIELD,Shooter,$18.3m ($11.8m - $24.9m),$46.9m
242860,Verdun,BlackMill Games,Shooter,$15.3m ($10.9m - $19.6m),$21.7m
353380,Steam Link,,Shooter,0,ERROR
1621560,Black One Blood Brothers,Helios Studio,Shooter,$393.1k ($233k - $553.2k),$392.9k
22380,Fallout: New Vegas,Bethesda Softworks,Shooter,$43m ($30.8m - $55.2m),$2.1b
842100,Daymare: 1998,Destructive Creations,Shooter,$945.4k ($585.2k - $1.3m),$11.9m
427240,Cosmic Trip,Funktronic Labs,Shooter,$333.9k ($172.5k - $495.3k),$1.4m
1056960,Wolfenstein: Youngblood,Bethesda Softworks,Shooter,$9.2m ($5.6m - $12.8m),$2.1b
22610,Alien Breed: Impact,Team17 Digital Ltd,Shooter,$138.9k ($83.4k - $194.3k),$25.9m
321360,Primal Carnage: Extinction,Circle Five Publishing,Shooter,$3.7m ($2.6m - $4.7m),$3.7m
569720,TUNNEL DIVERS,Spasman Games,Shooter,0,$1.6k
1425730,Gal*Gun Returns,PQube,Shooter,$556.6k ($254.6k - $858.7k),$20.1m
1640300,Project Warlock II,Retrovibe,Shooter,$298.2k ($176.7k - $419.8k),$1.3m
652410,Brigand: Oaxaca,Brian J. Lancaster,Shooter,$54.8k ($10.9k - $98.6k),$56.5k
2025520,Jump The Gun,Cameron Chin,Shooter,0,$0 
268130,Heat Signature,Suspicious Developments,Shooter,$3.3m ($2.4m - $4.2m),$12.4m
1649240,Returnal,PlayStation Publishing LLC,Shooter,$15.1m ($10.4m - $19.8m),$1.3b
1384320,Grapple Tournament,Tomorrow Games,Shooter,0,$0 
1238810,Battlefield V,Electronic Arts,Shooter,$112.8m ($76.4m - $149.3m),$4.5b
224060,Deadpool,,Shooter,0,ERROR
3020,Call of Juarez,Techland Publishing,Shooter,$1.3m ($797.5k - $1.8m),$12.7m
1269020,No Plan B,GFX47,Shooter,$468.6k ($295.1k - $642.1k),$756.9k
1556200,Predator: Hunting Grounds,IllFonic Publishing,Shooter,$3.5m ($2.2m - $4.8m),$6.5m
2263160,传说之始,水月suigetsu,Shooter,$5.2k ($2.1k - $8.2k),$6.6k
