appid,name,publisher_main,Selected_Genre,game_revenue,publisher_revenue,peak_players
332200,Axiom Verge,Thomas Happ Games LLC,Shooter,$3.2m ($2.5m - $4m),$3.6m,786.0
1482380,Maniac,Skystone Games,Shooter,$346.1k ($227.5k - $464.7k),$10m,668.0
811320,Jupiter Hell,Hyperstrange,Shooter,$1.2m ($720.8k - $1.8m),$8.5m,655.0
1292630,3on3 FreeStyle: Rebound,Joycity,Shooter,$7.1m ($4.2m - $9.9m),$7.1m,641.0
401680,POSTAL Redux,Running With Scissors,Shooter,$431.6k ($289.6k - $573.6k),$19.5m,628.0
2419090,STAR WARS: Bounty Hunter,Aspyr,Shooter,$1.1m ($744.1k - $1.5m),$18m,595.0
1250650,AI＊Shoujo/AI＊少女,ILLUSION,Shooter,$4.3m ($2.5m - $6.2m),$63.7m,588.0
2400160,Glyphica: Typing Survival,aliasBLACK,Shooter,$602.8k ($399.6k - $806.1k),$602k,497.0
1129220,"BEARS, VODKA, BALALAIKA! ",Rabotiagi games,Shooter,$71.9k ($36.5k - $107.4k),$174k,469.0
99300,Renegade Ops,SEGA,Shooter,$1.2m ($628.6k - $1.8m),$1.6b,483.0
8000,Tomb Raider: Anniversary,Crystal Dynamics,Shooter,$1.9m ($1.2m - $2.6m),$244.2m,461.0
1159560,Ziggurat 2,Milkstone Studios,Shooter,$666.6k ($464.5k - $868.6k),$22.7m,415.0
253430,CastleMiner Z,DigitalDNA Games,Shooter,$1.9m ($1.3m - $2.5m),$1.9m,452.0
1163870,Mecha Knights: Nightmare,Damian Kubiak,Shooter,$513.4k ($290.2k - $736.7k),$513.7k,410.0
638490,Soldat,Transhuman Design,Shooter,0,$83.1k,409.0
356310,METAL SLUG DEFENSE,SNK CORPORATION,Shooter,$27k ($18.9k - $35.1k),$35.7m,389.0
663690,Rival Rampage,Oddscure,Shooter,0,$113.8k,379.0
893680,Project Warlock,Retrovibe,Shooter,$788.3k ($448.5k - $1.1m),$1.3m,378.0
405820,Turok,Nightdive Studios,Shooter,$1.1m ($740.2k - $1.4m),$20.5m,357.0
1811260,EA SPORTS FIFA 23,Electronic Arts,Simulation,$102.3m ($63.1m - $141.4m),$4.5b,110757.0
1506830,FIFA 22,Electronic Arts,Simulation,$1.9m ($1.1m - $2.8m),$4.5b,108168.0
107410,Arma 3,Bohemia Interactive,Simulation,$223.6m ($161.6m - $285.6m),$619.3m,56185.0
838350,The Scroll Of Taiwu,ConchShip Games,Simulation,$25.3m ($15.1m - $35.5m),$25.3m,72196.0
2709570,Supermarket Together,DeadDevsTellNoLies,Simulation,$2.4m ($1.3m - $3.5m),$2.4m,47731.0
1665460,eFootball,KONAMI,Simulation,$60.1m ($35.5m - $84.7m),$639.8m,27475.0
219640,Chivalry: Medieval Warfare,Torn Banner Studios,Simulation,$44.8m ($28.9m - $60.7m),$54.9m,25145.0
3059520,F1 25,Electronic Arts,Simulation,$34.4m ($23.7m - $45.1m),$4.5b,22492.0
33930,Arma 2: Operation Arrowhead,Bohemia Interactive,Simulation,$20m ($9.9m - $30m),$619.3m,18996.0
246620,Plague Inc: Evolved,Ndemic Creations,Simulation,$38.2m ($23.9m - $52.4m),$44.2m,17889.0
1113120,IXION,Kasedo Games,Simulation,$11m ($7.6m - $14.4m),$25.8m,17143.0
1189630,Path Of Wuxia,香港商河洛互動娛樂股份有限公司,Simulation,$4.6m ($2.7m - $6.5m),$8.8m,16041.0
433340,Slime Rancher,Monomi Park,Simulation,$46.2m ($34.1m - $58.4m),$79.3m,16943.0
1290000,PowerWash Simulator,Square Enix,Simulation,$43.1m ($27.5m - $58.8m),$1b,14178.0
279720,The I of the Dragon,TopWare Interactive,Simulation,$161.1k ($65.2k - $256.9k),$1.9m,11552.0
262280,Dungeons 2,Kalypso Media Digital,Simulation,$7.7m ($3.9m - $11.5m),$47.6m,11691.0
1465360,SnowRunner,Focus Entertainment,Simulation,$42.2m ($27.5m - $56.9m),$728.4m,11142.0
616560,Ultimate Epic Battle Simulator,Brilliant Game Studios,Simulation,$4.8m ($2.7m - $6.8m),$12m,10217.0
1331550,Big Ambitions,Hovgaard Games,Simulation,$12.1m ($8.1m - $16m),$15.6m,10873.0
503560,911 Operator,Games Operators,Simulation,$3.3m ($2m - $4.6m),$28.2m,9931.0
2140020,Stronghold: Definitive Edition,Firefly Studios,Simulation,$5.8m ($3.7m - $8m),$45.4m,9555.0
1735700,Back to the Dawn,Spiral Up Games,Simulation,$5m ($3.3m - $6.8m),$32.8m,9624.0
1258080,Shop Titans,"Kabam Games, Inc.",Simulation,$30m ($16.3m - $43.7m),$30.4m,7981.0
2161440,Sailing Era,bilibili,Simulation,$2.4m ($1.7m - $3.1m),$133.8m,8311.0
1334000,Wordle,Gigantum Games,Simulation,$26.6k ($14.2k - $39k),$144.6k,7995.0
753640,Outer Wilds,Annapurna Interactive,Simulation,$42.3m ($31.2m - $53.3m),$188.4m,7936.0
403190,Planetbase,Madruga Works,Simulation,$6.4m ($4.6m - $8.2m),$20.7m,6667.0
415200,Motorsport Manager,Miniclip,Simulation,$11m ($7.6m - $14.4m),$11m,6196.0
606150,Moonlighter,11 bit studios,Simulation,$5.4m ($3.4m - $7.4m),$176.2m,6158.0
1227890,Summer Memories,Kagura Games,Simulation,$14.1m ($8.4m - $19.7m),$63.4m,5051.0
1948280,Stacklands,Sokpop Collective,Simulation,$9.4m ($5.7m - $13.1m),$11.5m,5135.0
562430,Alien Hostage,Conglomerate 5,Simulation,$11.2k ($5.1k - $17.4k),$2.5m,3966.0
1949190,Necrosmith,Alawar,Simulation,$661.3k ($427.6k - $895k),$13.3m,4475.0
449300,Planar Conquest,Conglomerate 5,Simulation,$355.4k ($180.5k - $530.3k),$2.5m,4717.0
334310,Plebby Quest: The Crusades,NEOWIZ,Simulation,$1.2m ($865.9k - $1.5m),$124.1m,3526.0
997010,Police Simulator: Patrol Officers,astragon Entertainment,Simulation,$21m ($15.2m - $26.8m),$103.7m,3330.0
1369670,Motor Town: Behind The Wheel,P3 Games,Simulation,$4.7m ($2.9m - $6.5m),$4.7m,3619.0
1677110,Lightyear Frontier,FRAME BREAK,Simulation,$4.4m ($2.9m - $5.9m),$4.4m,3221.0
1243830,Overcooked! All You Can Eat,Team17 Digital,Simulation,$15.6m ($9.2m - $22.1m),$21.5m,3077.0
1040230,Curious Expedition 2,Maschinen-Mensch,Simulation,$2.1m ($1.3m - $2.9m),$5.1m,3043.0
603850,Age of History II,Łukasz Jakowski Games,Simulation,$3.7m ($2.3m - $5m),$6.9m,2889.0
552620,ATOM RPG: Post-apocalyptic indie game,AtomTeam,Simulation,$3.2m ($2.2m - $4.2m),$4.2m,2916.0
352720,The Universim,Crytivo,Simulation,$10.9m ($8.2m - $13.5m),$23.4m,2819.0
466170,Idling to Rule the Gods,Shugasu GmbH,Simulation,$4.1m ($2.4m - $5.8m),$4.1m,2771.0
629820,Maneater,Tripwire Interactive,Simulation,$14.3m ($10m - $18.6m),$237.9m,2811.0
1329880,Wild West Dynasty,Toplitz Productions,Simulation,$734.1k ($503.1k - $965.1k),$73.3m,2576.0
468920,Ultimate Fishing Simulator,Ultimate Games S.A.,Simulation,$1.1m ($692.8k - $1.6m),$9.6m,2476.0
765810,Mars Horizon,Auroch Digital,Simulation,$1.2m ($925.5k - $1.6m),$1.8m,2455.0
243970,"Invisible, Inc.",Klei Entertainment,Simulation,$3.9m ($2.6m - $5.1m),$371.3m,2401.0
1021100,Aircraft Carrier Survival,CreativeForge Games,Simulation,$316.7k ($204.5k - $428.8k),$1.3m,2342.0
1058770,我来自江湖 From Jianghu,INDIECN,Simulation,$594.1k ($334.5k - $853.7k),$7m,1881.0
608990,The Archotek Project,The Archotek Project Team,Simulation,$542.3k ($291.3k - $793.3k),$542.6k,2095.0
289950,Construction Simulator 2015,astragon Entertainment,Simulation,$6.8m ($3.9m - $9.6m),$103.7m,1798.0
246900,Viscera Cleanup Detail,RuneStorm,Simulation,$14m ($8.7m - $19.3m),$14.5m,1766.0
3021100,Five Hearts Under One Roof,Storytaco,Simulation,$3m ($2.1m - $4m),$3.5m,1720.0
1980530,Kiwi Clicker - Juiced Up,tobspr Games,Simulation,$241.1k ($128k - $354.3k),$16.2m,1636.0
2111170,STORY OF SEASONS: A Wonderful Life,Marvelous,Simulation,$1.4m ($979.4k - $1.8m),$20.9m,1528.0
64000,Men of War: Assault Squad,Fulqrum Publishing,Simulation,$1.3m ($822.9k - $1.8m),$51.6m,1427.0
965230,DORAEMON  STORY OF SEASONS,BANDAI NAMCO Entertainment,Simulation,$1.4m ($935.5k - $1.9m),$478.1m,1342.0
671440,Rise of Industry,Kasedo Games,Simulation,$2.6m ($1.5m - $3.6m),$25.8m,1353.0
1264250,Fishing: North Atlantic - Enhanced Edition,Misc Games,Simulation,$2.3m ($1.4m - $3.2m),$5.8m,1273.0
2499470,Pumping Simulator 2,Lance Games,Simulation,$1.1m ($793.5k - $1.5m),$1.5m,1247.0
2291760,Papa's Freezeria Deluxe,Flipline Studios,Simulation,$1.5m ($1m - $2m),$2.7m,1221.0
821250,Flotsam,Stray Fawn Publishing,Simulation,$1.8m ($1.2m - $2.5m),$20.1m,1114.0
984780,MotoGP19,Milestone S.r.l.,Simulation,$926k ($635.6k - $1.2m),$60.1m,946.0
2303350,Sticky Business,Assemble Entertainment,Simulation,$1.9m ($1.2m - $2.5m),$24.3m,1109.0
1812300,Aquatico,Overseer Games,Simulation,$884.3k ($589.9k - $1.1m),$4.5m,923.0
605740,"Flashing Lights - Police, Firefighting, Emergency Services (EMS) Simulator",Excalibur Games,Simulation,$7m ($4.9m - $9.1m),$35.7m,793.0
3359320,SchoolBoy Runaway,Linked Squad,Simulation,$480.6k ($297.2k - $663.9k),$525.2k,858.0
885570,Nova-Life: Amboise,TeamNova,Simulation,$226 ($45 - $407),$226 ,756.0
978460,Emily is Away <3,Kyle Seeley,Simulation,$843.7k ($550.3k - $1.1m),$1.6m,671.0
230290,Universe Sandbox,Giant Army,Simulation,$27.7m ($18m - $37.4m),$27.7m,741.0
2075070,KinitoPET,troy_en,Simulation,$1.4m ($1m - $1.9m),$1.4m,655.0
587450,Saurian,"Urvogel Games, LLC",Simulation,$842.6k ($523.2k - $1.1m),$842.1k,599.0
2401410,Cabernet,Akupara Games,Simulation,$602.4k ($400.4k - $804.5k),$33.7m,625.0
1170970,Marbles on Stream,Pixel by Pixel Studios Inc.,Simulation,$1.1m ($526.3k - $1.7m),$1.1m,584.0
1492730,DORAEMON STORY OF SEASONS: Friends of the Great Kingdom,Bandai Namco Entertainment,Simulation,$804.4k ($428.3k - $1.1m),$1.7b,572.0
2013730,Gourdlets,Future Friends Games,Simulation,$408.6k ($254.8k - $562.4k),$17.3m,567.0
886900,Chef: A Restaurant Tycoon Game,Digital Tribe,Simulation,$714.5k ($404.5k - $1m),$3.3m,564.0
301320,NoLimits 2 Roller Coaster Simulation,O.L. Software,Simulation,$1.9m ($1.2m - $2.6m),$1.9m,563.0
2100160,MotoGP23,Milestone S.r.l.,Simulation,$1m ($685.6k - $1.4m),$60.1m,561.0
1895860,Monster Girls and the Mysterious Adventure 2,NEKOTOKAGE GAMES,Simulation,$214.8k ($158.6k - $271k),$295.4k,557.0
2241910,Sweets Pusher Friends,STP WORKS,Simulation,$24.2k ($14.8k - $33.6k),$377.2k,551.0
1124260,Snowtopia: Ski Resort Builder,Goblinz Publishing,Simulation,$702.9k ($337.3k - $1m),$29.1m,539.0
1335240,放置勇者：远征/Idle Heroes:Odyssey,OnigiriStudio,Simulation,$126.7k ($91.1k - $162.3k),$126.6k,531.0
1210030,노베나 디아볼로스,H5DEV Games,Simulation,$487.4k ($309.2k - $665.6k),$487.4k,528.0
397100,MachineCraft,G2CREW,Simulation,0,$0 ,497.0
3430470,PLATiNA :: LAB,HIGH-END Games,Simulation,$516.8k ($356.8k - $676.8k),$516.8k,479.0
485980,Syrian Warfare,Cats Who Play,Simulation,$913.2k ($607.9k - $1.2m),$995.7k,484.0
1314140,TramSim Vienna - The Tram Simulator,Aerosoft GmbH,Simulation,$2m ($1.4m - $2.6m),$56.5m,477.0
602320,Train Valley 2,Flazm,Simulation,$746.8k ($389.4k - $1.1m),$1.5m,468.0
599080,The Blackout Club,Question,Simulation,$3.4m ($2m - $4.9m),$4.2m,464.0
347620,Gaokao.Love.100Days,NVLMaker,Simulation,$1.9m ($1.2m - $2.6m),$6.2m,444.0
3239270,Night Shift Nurses,Shiravune,Simulation,$524.2k ($337.7k - $710.7k),$15.3m,439.0
686260,Forged Battalion,Petroglyph,Simulation,$669.1k ($262.5k - $1m),$4.3m,439.0
1029500,中华三国志 the Three Kingdoms of China,中三之家,Simulation,0,$0 ,420.0
214550,Eets Munchies,Klei Entertainment,Simulation,$150.6k ($30.1k - $271.1k),$371.3m,413.0
2891120,Mad Smartphone Tycoon,Miradil,Simulation,$147.1k ($94.2k - $199.9k),$146.5k,420.0
314520,Euro Fishing,Dovetail Games,Simulation,$679.8k ($474.6k - $885k),$37.4m,406.0
254320,Duskers,Misfits Attic,Simulation,$1.4m ($971.2k - $1.9m),$1.5m,400.0
359550,Tom Clancy's Rainbow Six Siege,Ubisoft,Sports,$556.5m ($304.2m - $808.7m),$2.4b,200476.0
677620,Splitgate: Arena Warfare,1047 Games,Sports,$902.5k ($666.6k - $1.1m),$2.8m,67724.0
2878980,NBA 2K25,2K,Sports,$49m ($32.1m - $65.9m),$1.7b,56395.0
1049590,Eternal Return,Nimble Neuron,Sports,$80.6m ($53.6m - $107.5m),$80.6m,52288.0
291550,Brawlhalla,Ubisoft,Sports,$108.7m ($75.3m - $142.1m),$2.4b,34169.0
518790,theHunter: Call of the Wild,Avalanche Studios,Sports,$73.8m ($49.3m - $98.4m),$115.2m,24953.0
1692250,F1 22,Electronic Arts,Sports,$5.2m ($3.2m - $7.2m),$4.5b,23763.0
431240,Golf With Your Friends,Team17,Sports,$34.9m ($21.4m - $48.4m),$491.6m,20592.0
207140,SpeedRunners,tinyBuild,Sports,$15.3m ($7.8m - $22.8m),$179.6m,17131.0
2488620,F1 24,Electronic Arts,Sports,$26.5m ($18m - $35m),$4.5b,13327.0
1846380,Need for Speed Unbound,Electronic Arts,Sports,$26.4m ($19.7m - $33m),$4.5b,14053.0
310950,Street Fighter V,"CAPCOM Co., Ltd.",Sports,$45.9m ($28.6m - $63.1m),$1.8b,13807.0
2315690,WWE 2K24,2K,Sports,$9.8m ($7.3m - $12.3m),$1.7b,8721.0
2591280,F1 Manager 2024,Frontier Developments,Sports,$7.1m ($4.8m - $9.4m),$430.9m,8092.0
498660,Mind Spheres,SA Industry,Sports,$37k ($21k - $53k),$4m,7862.0
1537830,Disney Speedstorm,Gameloft,Sports,$4.2m ($2.9m - $5.5m),$64.8m,7325.0
1114150,CarX Street,"CarX Technologies, LLC",Sports,$8.9m ($6.5m - $11.4m),$29.4m,7226.0
471710,Rec Room,Rec Room,Sports,$11.8m ($8.6m - $15.1m),$11.8m,7091.0
2157560,Granblue Fantasy Versus: Rising,"Cygames, Inc.",Sports,$9.3m ($6m - $12.5m),$209.9m,7029.0
2385530,PGA TOUR 2K25,2K,Sports,$9.9m ($6.7m - $13.2m),$1.7b,6619.0
2287220,F1 Manager 2023,Frontier Developments,Sports,$5.3m ($3.5m - $7.1m),$430.9m,6352.0
282440,Quake Live,Bethesda Softworks,Sports,$3.9m ($2.2m - $5.5m),$2.1b,6154.0
2582560,EA SPORTS Madden NFL 25,Electronic Arts,Sports,$8.7m ($5.8m - $11.6m),$4.5b,5905.0
212480,Sonic & All-Stars Racing Transformed Collection,SEGA,Sports,$11.7m ($6.5m - $16.8m),$1.6b,5849.0
1408610,Call of the Wild: The Angler,Avalanche Studios,Sports,$7.6m ($4.4m - $10.9m),$115.2m,5838.0
2878960,WWE 2K25,2K,Sports,$9m ($6.4m - $11.5m),$1.7b,5719.0
960170,DJMAX RESPECT V,NEOWIZ,Sports,$15.6m ($9.1m - $22m),$124.1m,5242.0
220160,Trials Evolution: Gold Edition,Ubisoft,Sports,$3.5m ($1.8m - $5.2m),$2.4b,4300.0
586140,BlazBlue Centralfiction,"H2 Interactive Co., Ltd.",Sports,$9.5m ($6.4m - $12.5m),$16.2m,4733.0
2698940,The Crew Motorfest,Ubisoft,Sports,$9.2m ($6.6m - $11.9m),$2.4b,3724.0
936140,Pro Cycling Manager 2019,Nacon,Sports,$485.5k ($234.1k - $736.8k),$157.6m,3433.0
1767560,Pro Cycling Manager 2022,Nacon,Sports,$1.1m ($550.2k - $1.7m),$157.6m,3229.0
1070330,Russian Life Simulator,Abama Entertainment,Sports,$256.6k ($147.6k - $365.6k),$256.5k,2887.0
1259980,RIDE 4,Milestone S.r.l.,Sports,$11.8m ($7.4m - $16.1m),$60.1m,2867.0
571740,Golf It!,Perfuse Entertainment,Sports,$18.5m ($11.9m - $25.1m),$18.5m,2826.0
3170540,Backyard Baseball '97,Playground Productions,Sports,$881.5k ($549.9k - $1.2m),$1.2m,2730.0
408760,Pro Cycling Manager 2016,Nacon,Sports,$836.3k ($514.6k - $1.1m),$157.6m,2315.0
1453850,Pro Cycling Manager 2021,Nacon,Sports,$886k ($177.8k - $1.5m),$157.6m,2288.0
1477590,EZ2ON REBOOT : R,"Neonovice Co., Ltd.",Sports,$3.8m ($2.1m - $5.5m),$3.8m,2243.0
376300,GUILTY GEAR Xrd -SIGN-,Arc System Works,Sports,$2.5m ($1.5m - $3.4m),$87.6m,1954.0
681280,Descenders,No More Robots,Sports,$8.4m ($5.9m - $10.9m),$24.5m,1942.0
2395210,Tony Hawk's Pro Skater 1 + 2,Activision,Sports,$4.5m ($3m - $6.1m),$1.5b,1791.0
365960,rFactor 2,Studio 397,Sports,$9.5m ($6m - $13.1m),$20.4m,1758.0
1566200,Tape to Tape,Excellent Rectangle,Sports,$2.3m ($1.5m - $3m),$2.3m,1651.0
1161490,MotoGP20,Milestone S.r.l.,Sports,$3m ($1.8m - $4.3m),$60.1m,1598.0
496240,Onward,Downpour Interactive,Sports,$7.9m ($5.8m - $10.1m),$7.9m,1576.0
360620,Spellsworn,Frogsong Studios,Sports,$599 ($331 - $868),$17.4k,1506.0
871540,BMX Streets,Mash Games,Sports,$2m ($1.2m - $2.7m),$3.8m,1486.0
1677350,EA SPORTS PGA TOUR,Electronic Arts,Sports,$2.9m ($1.9m - $3.9m),$4.5b,1363.0
1307090,Barro Racing,SC Jogos,Sports,$69.2k ($37.9k - $100.6k),$762.8k,1355.0
1953520,WRC Generations – The FIA WRC Official Game,Nacon,Sports,$2.2m ($1.6m - $2.9m),$157.6m,1236.0
1029550,Torque Drift,Grease Monkey Games,Sports,$132.5k ($80k - $184.9k),$306.4k,1202.0
1990740,Barro GT,SC Jogos,Sports,$151.6k ($30.3k - $272.8k),$762.8k,1147.0
759740,RIDE 3,Milestone S.r.l.,Sports,$5.2m ($3.5m - $6.9m),$60.1m,1030.0
1451810,LEGO 2K Drive,2K,Sports,$2.1m ($1.2m - $3m),$1.7b,1004.0
2581700,MotoGP24,Milestone S.r.l.,Sports,$1.6m ($1.1m - $2m),$60.1m,995.0
301120,Eastside Hockey Manager,SEGA,Sports,$736.2k ($363.5k - $1.1m),$1.6b,964.0
1136380,Ultimate Fishing Simulator 2,Ultimate Games S.A.,Sports,$684.1k ($371.6k - $996.6k),$9.6m,924.0
508530,HackyZack,Spaceboy Games,Sports,$96.9k ($19.3k - $174.4k),$96.9k,833.0
1650010,RIDE 5,Milestone S.r.l.,Sports,$4.5m ($3m - $6m),$60.1m,817.0
2360210,Rune Coliseum,Rafale Software,Sports,$508.7k ($325.8k - $691.7k),$508.8k,766.0
1462810,WRC 10 FIA World Rally Championship,Nacon,Sports,$3.4m ($1.9m - $5m),$157.6m,766.0
228760,TrackMania² Canyon,Ubisoft,Sports,$2.9m ($1.7m - $4.2m),$2.4b,730.0
988910,Super Mega Baseball 3,Electronic Arts,Sports,$1.6m ($1m - $2.1m),$4.5b,680.0
1166860,Rival Stars Horse Racing: Desktop Edition,PikPok,Sports,$6m ($3.9m - $8.1m),$12.1m,680.0
1151050,Golf Gang,Curve Games,Sports,$557.8k ($246.1k - $869.5k),$196.4m,664.0
1864950,Beastieball,Klei Publishing,Sports,$514.2k ($358k - $670.4k),$8.6m,564.0
477770,Ride 2,Milestone S.r.l.,Sports,$2.2m ($1.6m - $2.7m),$60.1m,626.0
1304340,Monster Energy Supercross - The Official Videogame 4,Milestone S.r.l.,Sports,$253k ($170.7k - $335.4k),$60.1m,561.0
1487210,Super Mega Baseball 4,Electronic Arts,Sports,$1.3m ($907k - $1.7m),$4.5b,509.0
1205970,MX vs ATV Legends,THQ Nordic,Sports,$4.2m ($2.5m - $5.8m),$387.4m,460.0
518030,Aim Hero,ProGames Studio,Sports,$1.1m ($561.7k - $1.7m),$1.1m,455.0
626610,TT Isle of Man: Ride on the Edge,Nacon,Sports,$1.3m ($894.6k - $1.7m),$157.6m,425.0
550320,art of rally,Funselektor Labs Inc.,Sports,$3.5m ($2.1m - $4.9m),$4.9m,421.0
429780,Bunny Hop League,PolyDigital,Sports,$122.6k ($71.6k - $173.6k),$122.6k,421.0
1262600,Need for Speed Rivals,Electronic Arts,Sports,$2.2m ($1.5m - $2.9m),$4.5b,415.0
399820,Kopanito All-Stars Soccer,Merixgames,Sports,$540.5k ($352.2k - $728.8k),$540.5k,413.0
815780,PIPE by BMX Streets,Mash Games,Sports,$1.1m ($721.7k - $1.5m),$3.8m,420.0
55140,MX vs. ATV Reflex,THQ Nordic,Sports,$1.1m ($752k - $1.5m),$387.4m,408.0
1182020,WGT Golf,"World Golf Tour, LLC",Sports,$3.2m ($1.7m - $4.8m),$3.2m,401.0
2494340,Tour de France 2024,Nacon,Sports,$319.7k ($199.1k - $440.3k),$157.6m,395.0
1089830,Monster Energy Supercross - The Official Videogame 3,Milestone S.r.l.,Sports,$809.8k ($504k - $1.1m),$60.1m,392.0
442500,Age of Gladiators,Creative Storm Entertainment,Sports,$257.5k ($166.1k - $349k),$705.4k,373.0
1511630,TrackDayR,MadCow S.r.l.,Sports,$1.4m ($1m - $1.7m),$1.4m,344.0
505740,Eximius: Seize the Frontline,Ammobox Studios,Sports,$735.9k ($424.9k - $1m),$736k,320.0
1682050,PropHunter,Alone Fox Games,Sports,$211.3k ($42.2k - $380.4k),$213.1k,318.0
661990,Arcana Heart 3 LOVEMAX SIXSTARS!!!!!! XTEND,Arc System Works,Sports,$398.7k ($200.8k - $596.5k),$87.6m,315.0
1058830,Spin Rhythm XD,Super Spin Digital,Sports,$1.7m ($1.2m - $2.3m),$1.7m,309.0
526980,Handball 17,Nacon,Sports,$42k ($8.4k - $75.6k),$157.6m,306.0
692030,Tennis World Tour,Nacon,Sports,$782.6k ($322k - $1.2m),$157.6m,289.0
2052040,Golden Lap,Funselektor Labs Inc.,Sports,$371.6k ($249.5k - $493.8k),$4.9m,286.0
2545360,Lonely Mountains: Snow Riders,Megagon Industries,Sports,$444k ($311.3k - $576.6k),$1.5m,265.0
1213750,Fight Crab,PLAYISM,Sports,$639.5k ($406k - $872.9k),$86.3m,257.0
240600,MotoGP13,Plug In Digital,Sports,$297.9k ($209k - $386.9k),$7.2m,255.0
2337630,AFL 23,Nacon,Sports,$567.2k ($392.5k - $742k),$157.6m,254.0
522230,The Fishing Club 3D: Co-op Sport Angling,Robot Riot UG (haftungsbeschränkt),Sports,$502.9k ($310.3k - $695.5k),$503.1k,254.0
3468640,AFL 26,Nacon,Sports,$254.8k ($170.9k - $338.7k),$157.6m,250.0
1345870,Franchise Hockey Manager 7,Out of the Park Developments,Sports,$324.8k ($191.9k - $457.7k),$3.5m,246.0
464850,Don Bradman Cricket 17,Big Ant Studios,Sports,$303.3k ($177.7k - $428.9k),$5.1m,232.0
2084720,Home Run High,"Kairosoft Co., Ltd",Sports,$86.5k ($45.4k - $127.6k),$5.6m,229.0
1044720,Farthest Frontier,Crate Entertainment,Strategy,$27.4m ($18.3m - $36.5m),$68m,24874.0
1874880,Arma Reforger,Bohemia Interactive,Strategy,$47.6m ($34.9m - $60.2m),$619.3m,22789.0
313160,Farming Simulator 15,Giants Software,Strategy,$13m ($9.1m - $16.9m),$179.6m,18658.0
244160,Homeworld Remastered Collection,Gearbox Publishing,Strategy,$18.4m ($12.9m - $24m),$259.9m,17778.0
728880,Overcooked! 2,Team17,Strategy,$101.2m ($58.7m - $143.7m),$491.6m,15004.0
718850,Age of Wonders: Planetfall,Paradox Interactive,Strategy,$17.5m ($10.6m - $24.3m),$1.1b,10346.0
400750,Call to Arms - Gates of Hell: Ostfront,Digitalmindsoft,Strategy,$14.7m ($9.9m - $19.5m),$24.2m,8889.0
604540,Empire of Sin,Paradox Interactive,Strategy,$6.1m ($4.2m - $8m),$1.1b,7728.0
2067920,Rogue: Genesia,Ouadi Huard,Strategy,$3.5m ($2.3m - $4.6m),$3.5m,8490.0
1473350,(the) Gnorp Apologue,(Myco),Strategy,$2.7m ($1.8m - $3.5m),$2.7m,5395.0
40400,AI War: Fleet Command,Arcen Games,Strategy,$364.8k ($164.9k - $564.8k),$2.2m,5028.0
551170,Onmyoji,NetEase Games,Strategy,$6.7m ($3.8m - $9.5m),$310.1m,4965.0
1222690,Dragon Age Inquisition,Electronic Arts,Strategy,$11.6m ($7.6m - $15.7m),$4.5b,4937.0
2503770,House of Legacy,Thermite Games,Strategy,$1.6m ($1.1m - $2.1m),$5.1m,4934.0
102600,Orcs Must Die!,Robot Entertainment,Strategy,$1.7m ($1m - $2.4m),$25.8m,4548.0
2421410,Cyber Manhunt 2: New World - The Hacking Simulator,Spiral Up Games,Strategy,$1.1m ($856.5k - $1.4m),$32.8m,3561.0
688470,Han Xiongnu Wars,Shangshi Studio,Strategy,$653.8k ($299.8k - $1m),$653.6k,3469.0
1656780,Hero's Hour,Goblinz Publishing,Strategy,$5m ($3.1m - $6.9m),$29.1m,4170.0
300550,Shadowrun: Dragonfall - Director's Cut,Paradox Interactive,Strategy,$2.8m ($1.6m - $4m),$1.1b,2665.0
983380,Car Manufacture,PlayWay S.A.,Strategy,$1.2m ($935.8k - $1.6m),$275.8m,2536.0
1879330,WARRIORS OROCHI 3 Ultimate Definitive Edition,"KOEI TECMO GAMES CO., LTD.",Strategy,$4.6m ($2.4m - $6.7m),$424.5m,2969.0
1404850,Luck be a Landlord,TrampolineTales,Strategy,$4.6m ($2.9m - $6.3m),$4.7m,2447.0
666150,Prehistoric Kingdom,Crytivo,Strategy,$2.9m ($1.8m - $4m),$23.4m,2520.0
523150,Mahjong World Contest (麻将),8Floor,Strategy,$8k ($4.3k - $11.7k),$3.8m,2231.0
950740,China: Mao's legacy,Nostalgames,Strategy,$182.1k ($107.3k - $256.9k),$662.3k,2222.0
581980,Candy Machine,Colossal Wreck,Strategy,$7.7k ($3.1k - $12.2k),$7.7k,2176.0
919370,Overdungeon,Pocketpair,Strategy,$1.1m ($814.6k - $1.5m),$438m,2205.0
287980,Mini Metro,Dinosaur Polo Club,Strategy,$7.8m ($5.2m - $10.4m),$18.4m,2101.0
1191840,Legend Creatures(传奇生物),HideChara,Strategy,$766.8k ($505.2k - $1m),$767.2k,2079.0
22000,World of Goo,2D BOY,Strategy,$1.1m ($705.3k - $1.5m),$1.8m,2045.0
1726130,Pathless Woods,AniYa Games Studio,Strategy,$572.6k ($438.5k - $706.7k),$572.2k,1857.0
2078230,"Badlands Crew - Drive, Command, Conquer",Curve Games,Strategy,$746.3k ($542.1k - $950.5k),$196.4m,1959.0
2334220,Home Sweet Home : Online,Shift Now,Strategy,$953.6k ($482.6k - $1.4m),$953.6k,1926.0
1434950,HighFleet,MicroProse Software,Strategy,$4.9m ($3.4m - $6.4m),$43.7m,1683.0
