appid,name,publisher_main,Selected_Genre,game_revenue,publisher_revenue
1946140,Jigsaw Puzzles Infinite,Bartek Karczmarczyk,Indie,$8.3k ($4.5k - $12.1k),$8.3k
1497440,COCOON,Annapurna Interactive,Indie,$3m ($2.2m - $3.8m),$188.4m
1038740,Fluffy Store,SakuraGame,Indie,$64.7k ($38.8k - $90.6k),$3.9m
1198850,How to Build a Magnificent Kingdom,Kagura Games,Indie,$193.1k ($127.6k - $258.7k),$63.4m
704920,Magic Rampage,Asantee Games,Indie,$473 ($233 - $715),$474 
1011590,Night is Coming,101XP,Indie,$202.3k ($141k - $263.6k),$3.9m
3098070,Cinema Simulator 2025,HOGO Games,Indie,$276.4k ($195.4k - $357.3k),$463.6k
360870,Ultimate Tic-Tac-Toe,Tigerish Games,Indie,0,$398 
765410,Bean Battles,Gupa Games,Indie,$209.9k ($128k - $291.9k),$209.9k
496620,Monster Slayers,Digerati,Indie,$164.9k ($100k - $229.9k),$1.7m
582010,Monster Hunter: World,"CAPCOM Co., Ltd.",JRPG,$427.1m ($281.3m - $572.9m),$1.8b
2679460,Metaphor: ReFantazio,SEGA,JRPG,$52.6m ($34.5m - $70.8m),$1.6b
1056640,Phantasy Star Online 2,SEGA,JRPG,$61.4m ($40.9m - $82m),$1.6b
2701660,DRAGON QUEST III HD-2D Remake,Square Enix,JRPG,$12.4m ($7.5m - $17.3m),$1b
1325200,Nioh 2 – The Complete Edition,"KOEI TECMO GAMES CO., LTD.",JRPG,$49.1m ($34.1m - $64.1m),$424.5m
2909400,FINAL FANTASY VII REBIRTH,Square Enix,JRPG,$27.5m ($18.3m - $36.7m),$1b
1687950,Persona 5 Royal,SEGA,JRPG,$101.5m ($64.5m - $138.6m),$1.6b
1113000,Persona 4 Golden,SEGA,JRPG,$29.8m ($21.7m - $37.8m),$1.6b
637650,FINAL FANTASY XV WINDOWS EDITION,Square Enix,JRPG,$56m ($40.4m - $71.5m),$1b
453480,Shadowverse CCG,"Cygames, Inc.",JRPG,$52.5m ($29.9m - $75m),$209.9m
1971650,OCTOPATH TRAVELER II,Square Enix,JRPG,$21.1m ($14.7m - $27.4m),$1b
524220,NieR:Automata,Square Enix,JRPG,$121.7m ($87.8m - $155.5m),$1b
898750,Super Robot Wars 30,Bandai Namco Entertainment,JRPG,$5.1m ($2.9m - $7.3m),$1.7b
3123410,Atelier Yumia: The Alchemist of Memories & the Envisioned Land,"KOEI TECMO GAMES CO., LTD.",JRPG,$4.4m ($3m - $5.7m),$424.5m
2495450,Winter Memories,Kagura Games,JRPG,$9.6m ($5.9m - $13.3m),$63.4m
977880,Eastward,Chucklefish,JRPG,$7m ($4.5m - $9.6m),$84m
485510,Nioh: Complete Edition,"KOEI TECMO GAMES CO., LTD.",JRPG,$35m ($23.4m - $46.7m),$424.5m
1451090,Tactics Ogre: Reborn,Square Enix,JRPG,$8.4m ($5.4m - $11.5m),$1b
1235140,Yakuza: Like a Dragon,SEGA,JRPG,$32.2m ($22m - $42.3m),$1.6b
899440,GOD EATER 3,BANDAI NAMCO Entertainment,JRPG,$16.4m ($9.8m - $23.1m),$478.1m
638970,Yakuza 0,SEGA,JRPG,$26.5m ($18.4m - $34.7m),$1.6b
2238900,STAR OCEAN THE SECOND STORY R,Square Enix,JRPG,$4.8m ($3.3m - $6.4m),$1b
429660,Tales of Berseria,BANDAI NAMCO Entertainment,JRPG,$15.2m ($9.8m - $20.7m),$478.1m
1999770,Atelier Ryza 3: Alchemist of the End & the Secret Key,"KOEI TECMO GAMES CO., LTD.",JRPG,$3.9m ($2.4m - $5.4m),$424.5m
1718570,ASTLIBRA Revision,WhisperGames,JRPG,$12.5m ($8.4m - $16.5m),$76m
2490990,Visions of Mana,Square Enix,JRPG,$3.4m ($2.2m - $4.6m),$1b
924980,Trials of Mana,Square Enix,JRPG,$7m ($4.5m - $9.6m),$1b
39140,FINAL FANTASY VII,Square Enix,JRPG,$9.9m ($7m - $12.7m),$1b
2429860,Living With Sister: Monochrome Fantasy,Kagura Games,JRPG,$4.2m ($2.8m - $5.6m),$63.4m
871980,Digimon Survive,Bandai Namco Entertainment Inc.,JRPG,$2.7m ($1.7m - $3.8m),$237.6m
307070,Memories of a Vagabond,SA Industry,JRPG,$148.1k ($29.6k - $266.7k),$4m
1295510,DRAGON QUEST XI S: Echoes of an Elusive Age - Definitive Edition,Square Enix,JRPG,$15.4m ($9.7m - $21.2m),$1b
1776380,STAR OCEAN THE DIVINE FORCE,Square Enix,JRPG,$2.1m ($1.4m - $2.8m),$1b
237890,Agarest: Generations of War,Ghostlight LTD,JRPG,$1.4m ($995.4k - $1.9m),$3.5m
2530980,Tales of Graces f Remastered,Bandai Namco Entertainment,JRPG,$1.5m ($981.1k - $2.1m),$1.7b
738540,Tales of Vesperia: Definitive Edition,BANDAI NAMCO Entertainment,JRPG,$5.5m ($3.4m - $7.6m),$478.1m
1042550,Digimon Story Cyber Sleuth: Complete Edition,BANDAI NAMCO Entertainment Inc.,JRPG,$12.1m ($8.1m - $16.1m),$12.4m
834530,Yakuza Kiwami,SEGA,JRPG,$7.5m ($4.9m - $10.1m),$1.6b
368340,CrossCode,Deck13,JRPG,$6.5m ($4.6m - $8.4m),$19.7m
622220,Fate/EXTELLA LINK,XSEED Games,JRPG,$3.5m ($2.1m - $4.8m),$125.7m
511680,Fate/EXTELLA,XSEED Games,JRPG,$5.3m ($3.6m - $7.1m),$125.7m
1150690,OMORI,"OMOCAT, LLC",JRPG,$19.6m ($13.3m - $25.9m),$19.6m
1702330,Rune Factory 5,XSEED Games,JRPG,$4.5m ($2.5m - $6.6m),$125.7m
405900,Disgaea PC,"NIS America, Inc.",JRPG,$4m ($2.7m - $5.4m),$48m
1798020,Mega Man Battle Network Legacy Collection Vol. 2,"CAPCOM Co., Ltd.",JRPG,$720.8k ($427.6k - $1m),$1.8b
2175540,DRAGON QUEST MONSTERS: The Dark Prince,Square Enix,JRPG,$1.5m ($992.4k - $2m),$1b
345350,LIGHTNING RETURNS: FINAL FANTASY XIII,Square Enix,JRPG,$4.2m ($2.9m - $5.6m),$1b
1358700,STRANGER OF PARADISE FINAL FANTASY ORIGIN,Square Enix,JRPG,$4.8m ($3.3m - $6.4m),$1b
446640,Space Pilgrim Episode IV: Sol,GrabTheGames,JRPG,$11.6k ($6.2k - $16.9k),$13.7m
2696050,Yarimono,072 Project,JRPG,$4.1m ($2.7m - $5.6m),$8.5m
2356560,Monster Hunter Stories,"CAPCOM Co., Ltd.",JRPG,$2.2m ($1.3m - $3.1m),$1.8b
551730,Toukiden 2,"KOEI TECMO GAMES CO., LTD.",JRPG,$3.1m ($2.2m - $4m),$424.5m
991270,The Legend of Heroes: Trails of Cold Steel III,"NIS America, Inc.",JRPG,$2.6m ($1.6m - $3.6m),$48m
70400,Recettear: An Item Shop's Tale,Carpe Fulgur LLC,JRPG,$4m ($2.8m - $5.3m),$4.9m
1566880,SWORD ART ONLINE Last Recollection,Bandai Namco Entertainment,JRPG,$1.2m ($779.5k - $1.6m),$1.7b
1388590,Yakuza 6: The Song of Life,SEGA,JRPG,$3.3m ($2.1m - $4.5m),$1.6b
1786790,Magical Girl Celesphonia,Kagura Games,JRPG,$1.8m ($1m - $2.7m),$63.4m
2582650,Enishia and the Binding Brand,Kagura Games,JRPG,$545.6k ($350.9k - $740.3k),$63.4m
1810820,Etrian Odyssey III HD,SEGA,JRPG,$1.3m ($785.1k - $1.8m),$1.6b
438490,GOD EATER 2 Rage Burst,BANDAI NAMCO Entertainment,JRPG,$6.1m ($4m - $8.1m),$478.1m
574690,Triangle,Red Triangle Games,JRPG,$629 ($315 - $944),$4.8k
2310700,Shadow Corridor 2 雨ノ四葩,Space Onigiri Game LLC,JRPG,$359.6k ($236.5k - $482.7k),$679.3k
2348120,Kagura Survivors: Endless Night,Kagura Games,JRPG,0,$63.4m
601050,Attack on Titan 2 - A.O.T.2,"KOEI TECMO GAMES CO., LTD.",JRPG,$10.8m ($8m - $13.6m),$424.5m
351710,Hyperdimension Neptunia Re;Birth2: Sisters Generation,Idea Factory,JRPG,$1.2m ($815.3k - $1.6m),$2.7m
1196630,Nexomon: Extinction,PQube,JRPG,$1.4m ($724.1k - $2m),$20.1m
1399080,The DioField Chronicle,Square Enix,JRPG,$738.4k ($458.4k - $1m),$1b
1402110,Eternights,Studio Sai,JRPG,$1.1m ($814.3k - $1.5m),$1.1m
387340,Hyperdimension Neptunia U: Action Unleashed,Idea Factory International,JRPG,$1.6m ($1m - $2.3m),$37.9m
931500,Touhou Genso Wanderer -Reloaded-,AQUASTYLE,JRPG,$1.6m ($1m - $2.2m),$1.9m
2731870,Ys X: Nordics,"NIS America, Inc.",JRPG,$1.2m ($806.1k - $1.6m),$48m
460120,Megadimension Neptunia VII,Idea Factory International,JRPG,$2.3m ($1.5m - $3.1m),$37.9m
265610,Epic Battle Fantasy 4,Matt Roszak,JRPG,$778k ($562.6k - $993.3k),$2.6m
402940,Dungeons of Betrayal,SA Industry,JRPG,$3.5k ($701 - $6.3k),$4m
1105500,Yakuza 4 Remastered,SEGA,JRPG,$2.3m ($1.5m - $3.1m),$1.6b
470310,TROUBLESHOOTER: Abandoned Children,Dandylion,JRPG,$2.5m ($1.5m - $3.6m),$2.5m
495280,Disgaea 2 PC,"NIS America, Inc.",JRPG,$827.6k ($543.4k - $1.1m),$48m
1668520,The Legend of Heroes: Trails to Azure,"NIS America, Inc.",JRPG,$956.6k ($722.5k - $1.1m),$48m
1998340,Labyrinth of Galleria: The Moon Society,"NIS America, Inc.",JRPG,$845k ($551.2k - $1.1m),$48m
1252600,ANOTHER EDEN,"WFS, Inc.",JRPG,$2.4m ($1.1m - $3.6m),$45m
2997980,Natsu no Sagashimono ~What We Found That Summer~,Kagura Games,JRPG,$533.4k ($351.9k - $715k),$63.4m
1125480,School Years,电钮组,JRPG,$25.1k ($9.9k - $40.4k),$67.3k
1668510,The Legend of Heroes: Trails from Zero,"NIS America, Inc.",JRPG,$2m ($1.1m - $2.8m),$48m
983970,Haven,The Game Bakers,JRPG,$2.9m ($1.8m - $3.9m),$9.2m
1962430,Monochrome Mobius: Rights and Wrongs Forgotten,DMM GAMES,JRPG,$974.1k ($605.5k - $1.3m),$5.3m
312750,Final Fantasy IV (3D Remake),Square Enix,JRPG,$2.1m ($1.4m - $2.8m),$1b
1012030,Detective Girl of the Steam City,Kagura Games,JRPG,$756.6k ($492k - $1m),$63.4m
1284820,Desktop Kanojo,Neko Game,JRPG,$159.7k ($90.5k - $228.9k),$187.5k
3281300,DUNGEON RAZE,KOTARO YOSHIDA,JRPG,$42.7k ($25.9k - $59.5k),$42.4k
407330,Sakura Dungeon,Winged Cloud,JRPG,$834.5k ($515.3k - $1.1m),$6.3m
2903950,Master Detective Archives: RAIN CODE Plus,"Spike Chunsoft Co., Ltd.",JRPG,$1.9m ($1.3m - $2.4m),$94.5m
990050,Death end re;Quest,Idea Factory International,JRPG,$1.5m ($1m - $2m),$37.9m
333980,AKIBA'S TRIP: Undead ＆ Undressed,XSEED Games,JRPG,$2.6m ($1.9m - $3.4m),$125.7m
1405470,Scars of Summer,Kagura Games,JRPG,$768.7k ($534.1k - $1m),$63.4m
566540,Labyrinth of Refrain: Coven of Dusk,"NIS America, Inc.",JRPG,$1.9m ($1.3m - $2.5m),$48m
1441840,FALL IN LABYRINTH,OTAKU Plan,JRPG,$268.6k ($165k - $372.2k),$8.4m
207320,Ys: The Oath in Felghana,XSEED Games,JRPG,$972.9k ($661.6k - $1.2m),$125.7m
1184890,Fleeting Iris,Kagura Games,JRPG,$252.4k ($159.3k - $345.5k),$63.4m
249550,NEStalgia,Silk Games,JRPG,$236.4k ($135.5k - $337.3k),$236.4k
1731200,TRATRITLE,OTAKU Plan,JRPG,$386.4k ($231.8k - $541k),$8.4m
1599340,Lost Ark,Amazon Games,Massively Multiplayer,$441.1m ($230.5m - $651.6m),$795.5m
552990,World of Warships,Wargaming Group Limited,Massively Multiplayer,$175.2m ($130.3m - $220m),$410.2m
230410,Warframe,Digital Extremes,Massively Multiplayer,$905.8m ($589m - $1.2b),$906.3m
433850,Z1 Battle Royale,Daybreak Game Company,Massively Multiplayer,$649.2k ($471.7k - $826.7k),$42.3m
236390,War Thunder,Gaijin Network Ltd,Massively Multiplayer,$468.1m ($288.8m - $647.3m),$516.7m
365590,Tom Clancy’s The Division,Ubisoft,Massively Multiplayer,$100.4m ($65.3m - $135.5m),$2.4b
39210,FINAL FANTASY XIV Online,Square Enix,Massively Multiplayer,$96.4m ($47.7m - $145.1m),$1b
221100,DayZ,Bohemia Interactive,Massively Multiplayer,$320.5m ($200.6m - $440.4m),$619.3m
1151340,Fallout 76,Bethesda Softworks,Massively Multiplayer,$101.3m ($61.6m - $141m),$2.1b
304050,Trove,gamigo US Inc.,Massively Multiplayer,$53.2m ($37.1m - $69.4m),$53.8m
440900,Conan Exiles,Funcom,Massively Multiplayer,$87.2m ($56.7m - $117.6m),$198.2m
444200,World of Tanks Blitz,Wargaming Group Limited,Massively Multiplayer,$175.3m ($106.3m - $244.4m),$410.2m
306130,The Elder Scrolls Online,Bethesda Softworks,Massively Multiplayer,$97.5m ($58.7m - $136.4m),$2.1b
1677740,Stumble Guys,Scopely,Massively Multiplayer,$17.6m ($9.7m - $25.5m),$17.6m
745920,Temtem,Humble Games,Massively Multiplayer,$41.5m ($26.8m - $56.3m),$202.5m
903950,Last Oasis,Donkey Crew,Massively Multiplayer,$10.5m ($6.8m - $14.3m),$25.5m
218230,PlanetSide 2,Daybreak Game Company,Massively Multiplayer,0,$42.3m
466660,Stash,Frogdice,Massively Multiplayer,0,$550.1k
1286830,STAR WARS: The Old Republic,Electronic Arts,Massively Multiplayer,$119.6m ($76.7m - $162.4m),$4.5b
761890,Albion Online,Sandbox Interactive GmbH,Massively Multiplayer,$55.1m ($36.4m - $73.7m),$55m
2437170,SMITE 2,Hi-Rez Studios,Massively Multiplayer,$17.2m ($12.7m - $21.7m),$199.7m
766570,Russian Fishing 4,FishSoft LLC,Massively Multiplayer,$38.3m ($25.3m - $51.4m),$38.3m
1476970,Legends of IdleOn - Idle MMO,Lavaflame2,Massively Multiplayer,$34.8m ($21.5m - $48.1m),$36m
486310,Meadow - A Shelter Game,Might and Delight,Massively Multiplayer,$865.1k ($593.4k - $1.1m),$5.7m
489940,BATTALION 1944,BULKHEAD,Massively Multiplayer,$8.8k ($5.2k - $12.5k),$1.6m
1343400,RuneScape ,Jagex Ltd,Massively Multiplayer,$52.5m ($30.9m - $74.1m),$104.9m
2084940,Mysterious School,DuoDuoDog,Massively Multiplayer,$61.7k ($29.2k - $94.1k),$63.1k
1238860,Battlefield 4,Electronic Arts,Massively Multiplayer,$22.4m ($15.3m - $29.4m),$4.5b
1473480,A.V.A,Valiant,Massively Multiplayer,$10.6m ($7.3m - $13.9m),$10.9m
1128810,RISK: Global Domination,SMG Studio,Massively Multiplayer,$7.2m ($3.8m - $10.6m),$7.8m
39120,RIFT,gamigo US Inc.,Massively Multiplayer,0,$53.8m
1995520,Pax Dei,Mainframe Industries,Massively Multiplayer,$4.7m ($3.1m - $6.3m),$4.7m
259080,Just Cause 2: Multiplayer Mod,Square Enix,Massively Multiplayer,0,$1b
8500,EVE Online,CCP,Massively Multiplayer,$38.9m ($24.1m - $53.8m),$38.9m
380600,Fishing Planet,Fishing Planet LLC,Massively Multiplayer,$50.2m ($34.1m - $66.4m),$50.9m
438040,Shakes and Fidget,Playa Games GmbH,Massively Multiplayer,$20.5m ($13.1m - $27.8m),$20.6m
1881700,Undawn,Level Infinite,Massively Multiplayer,$10.8m ($7.1m - $14.6m),$11.8m
1009290,SWORD ART ONLINE Alicization Lycoris,BANDAI NAMCO Entertainment,Massively Multiplayer,$5.9m ($3.5m - $8.3m),$478.1m
290080,Life is Feudal: Your Own,Bitbox Ltd.,Massively Multiplayer,$15.7m ($10.8m - $20.6m),$21.3m
843380,Super Animal Royale,Pixile,Massively Multiplayer,$5.4m ($3.4m - $7.4m),$5.4m
9900,Star Trek Online,Arc Games,Massively Multiplayer,$84.5m ($49.3m - $119.6m),$330.6m
3107230,Pantheon: Rise of the Fallen,Visionary Realms,Massively Multiplayer,$3.9m ($2.3m - $5.5m),$3.9m
633230,NARUTO TO BORUTO: SHINOBI STRIKER,Bandai Namco Entertainment,Massively Multiplayer,$24.1m ($15.8m - $32.4m),$1.7b
1343370,Old School RuneScape,Jagex Ltd,Massively Multiplayer,$13.5m ($8.9m - $18m),$104.9m
113400,APB Reloaded,Little Orbit,Massively Multiplayer,0,$23.1k
47410,Stronghold Kingdoms,Firefly Studios,Massively Multiplayer,0,$45.4m
1556790,Isonzo,BlackMill Games,Massively Multiplayer,$6.4m ($3.9m - $9m),$21.7m
700030,Life is Feudal: MMO,LTG,Massively Multiplayer,0,$7.6k
635260,CarX Drift Racing Online,"CarX Technologies, LLC",Massively Multiplayer,$20.4m ($14.6m - $26.3m),$29.4m
1520470,封灵档案,（Hong Kong）GKD,Massively Multiplayer,$13.1m ($8.9m - $17.2m),$13.1m
242860,Verdun,BlackMill Games,Massively Multiplayer,$15.3m ($10.9m - $19.6m),$21.7m
269950,X-Plane 11,Laminar Research,Massively Multiplayer,$19.2m ($13.5m - $24.9m),$25.4m
1611600,WARNO,Eugen Systems,Massively Multiplayer,$14.5m ($8.9m - $20.2m),$60.1m
1249970,Test Drive Unlimited Solar Crown,Nacon,Massively Multiplayer,$5.2m ($3.3m - $7.1m),$157.6m
537180,Digimon Masters Online,MOVE ON USA CO.,Massively Multiplayer,$19.5m ($11.6m - $27.4m),$19.5m
215280,Secret World Legends,Funcom,Massively Multiplayer,0,$198.2m
223750,DCS World Steam Edition,Eagle Dynamics SA,Massively Multiplayer,$70m ($50.8m - $89.2m),$70m
607890,Sword Art Online: Hollow Realization Deluxe Edition,BANDAI NAMCO Entertainment,Massively Multiplayer,$12m ($7.7m - $16.4m),$478.1m
2591210,ASTRAL TALE-星界神話,"X-Legend Entertainment Co., Ltd.",Massively Multiplayer,$148.9k ($78.2k - $219.6k),$832.7k
531640,Eternal Card Game,Dire Wolf,Massively Multiplayer,$2m ($1.3m - $2.7m),$14.6m
1180380,Stay Out,MOBITECH LLC,Massively Multiplayer,$6.8m ($3.9m - $9.7m),$6.8m
240320,Panzar,OVALIS INVESTMENTS LIMITED,Massively Multiplayer,0,$811 
253710,theHunter Classic,Expansive Worlds,Massively Multiplayer,$10.1m ($7.7m - $12.4m),$10.1m
211500,RaceRoom Racing Experience,KW Studios,Massively Multiplayer,$13.3m ($8.3m - $18.3m),$13.3m
237310,Elsword,KOG Games,Massively Multiplayer,$13.5m ($8.5m - $18.5m),$13.5m
2962300,Royal Quest Online,East Games,Massively Multiplayer,$1.7m ($1m - $2.5m),$1.7m
1422130,SimRail - The Railway Simulator,PlayWay S.A.,Massively Multiplayer,$3.4m ($2.3m - $4.6m),$275.8m
424030,War of Rights,Campfire Games,Massively Multiplayer,$7.8m ($5.4m - $10.1m),$7.8m
394690,Tower Unite,PixelTail Games,Massively Multiplayer,$9.8m ($6.3m - $13.3m),$9.8m
11020,TrackMania Nations Forever,Ubisoft,Massively Multiplayer,0,$2.4b
212200,Mabinogi,Nexon America Inc.,Massively Multiplayer,$14.3m ($7.1m - $21.4m),$110.9m
217750,Age of Conan: Unchained,Funcom,Massively Multiplayer,$296.4k ($217.4k - $375.3k),$198.2m
1333350,Angel Legion,Shanghai SilverMoon Network Technology Co.Ltd,Massively Multiplayer,$9.6m ($2.9m - $16.3m),$9.6m
1179680,Wurm Online,Code Club AB,Massively Multiplayer,$1.7m ($936.9k - $2.4m),$1.7m
1241100,POLYGON: Multiplayer Shooter,Redaster Studio,Massively Multiplayer,$460.3k ($326.3k - $594.4k),$726.8k
6370,Bloodline Champions,Stunlock Studios,Massively Multiplayer,$2.3k ($1.2k - $3.4k),$106.5m
891040,Pool 2D - Poolians,Poolians.com,Massively Multiplayer,0,$106.9k
9880,Champions Online,Arc Games,Massively Multiplayer,$3.5m ($2.3m - $4.8m),$330.6m
215100,Ragnarok Online,Gravity Interactive,Massively Multiplayer,$4.8m ($2.9m - $6.6m),$6.8m
2996570,Figure Adventure,Figure Fantasy,Massively Multiplayer,$313.4k ($161.6k - $465.2k),$313.4k
672680,Call of War: World War 2,Bytro Labs GmbH,Massively Multiplayer,$1.6m ($1m - $2.2m),$2.9m
781030,DK Online,Masangsoft,Massively Multiplayer,$800.2k ($544k - $1m),$2.2m
17570,"Pirates, Vikings, and Knights II",Octoshark Studios,Massively Multiplayer,0,$0 
994910,Poker Master,NGIN LIMITED,Massively Multiplayer,$825.1k ($263.2k - $1.3m),$824.7k
798420,Professional Fishing,Ultimate Games S.A.,Massively Multiplayer,$39.2k ($23.8k - $54.7k),$9.6m
372800,RPG MO,Marxnet,Massively Multiplayer,$517k ($391k - $643k),$517.2k
755800,Hades' Star,Parallel Space Inc,Massively Multiplayer,$542.3k ($271.6k - $812.9k),$542.5k
609940,KROSMAGA,Ankama Games,Massively Multiplayer,$15.7k ($10.5k - $21k),$2.4m
439370,Midair,Archetype Studios,Massively Multiplayer,0,$0 
2515210,SKIBIDI BACKROOMS,Advanced Games B,Massively Multiplayer,$85.5k ($50.3k - $120.8k),$85.6k
326360,Warspear Online,Titulum Enterprises Limited,Massively Multiplayer,$10.1m ($6.9m - $13.3m),$10.1m
719640,War Planet Online: Global Conquest,Gameloft,Massively Multiplayer,$7.2m ($4.1m - $10.3m),$64.8m
201230,EverQuest II,Daybreak Game Company,Massively Multiplayer,$6.7m ($3.8m - $9.5m),$42.3m
2073470,Kanjozoku Game レーサー Online Street Racing & Drift,Midnight Games,Massively Multiplayer,$448.8k ($273.5k - $624.1k),$1.5m
619910,Just Cause 3: Multiplayer Mod,nanos GbR,Massively Multiplayer,0,$0 
595690,One Hour One Life,Jason Rohrer,Massively Multiplayer,$2.2m ($1.4m - $3.1m),$2.6m
575720,Mighty Party,By Aliens L.L.C-FZ,Massively Multiplayer,$2.3m ($1.4m - $3.2m),$2.3m
905640,Combat Arms: Reloaded,VALOFE,Massively Multiplayer,$580.2k ($335.2k - $825.2k),$27.3m
378360,Ymir,Thibaud Michaud,Massively Multiplayer,$594.1k ($334.1k - $854.1k),$593.5k
378760,Pixel Starships,SavySoda,Massively Multiplayer,$2.9m ($1.7m - $4.1m),$2.9m
1172380,STAR WARS Jedi: Fallen Order,Electronic Arts,Metroidvania,$137.9m ($100.3m - $175.4m),$4.5b
1057090,Ori and the Will of the Wisps,Xbox Game Studios,Metroidvania,$77.1m ($53.9m - $100.3m),$1.8b
692850,Bloodstained: Ritual of the Night,505 Games,Metroidvania,$29.8m ($20m - $39.7m),$293.6m
251410,Dark Matter,Iceberg Interactive,Metroidvania,$56.7k ($35.8k - $77.7k),$34.2m
588650,Dead Cells,Motion Twin,Metroidvania,$84.3m ($60.8m - $107.7m),$93.9m
2725260,ENDER MAGNOLIA: Bloom in the Mist,Binary Haze Interactive,Metroidvania,$4.7m ($3.3m - $6.2m),$18.2m
261570,Ori and the Blind Forest,Xbox Game Studios,Metroidvania,$22.5m ($15.1m - $29.8m),$1.8b
870780,Control Ultimate Edition,Remedy Entertainment,Metroidvania,$36.3m ($25.4m - $47.3m),$66m
312520,Rain World,Akupara Games,Metroidvania,$16.8m ($12.2m - $21.4m),$33.7m
387290,Ori and the Blind Forest: Definitive Edition,Xbox Game Studios,Metroidvania,$25.2m ($15.1m - $35.2m),$1.8b
2114740,Blasphemous 2,Team17,Metroidvania,$8.7m ($6.5m - $11m),$491.6m
1649240,Returnal,PlayStation Publishing LLC,Metroidvania,$15.1m ($10.4m - $19.7m),$1.3b
2230650,TEVI,CreSpirit,Metroidvania,$2.3m ($1.5m - $3.1m),$6.5m
1330470,F.I.S.T.: Forged In Shadow Torch,Astrolabe Games,Metroidvania,$1.8m ($1.2m - $2.5m),$4.2m
257850,Hyper Light Drifter,Heart Machine,Metroidvania,$10.3m ($7.6m - $12.9m),$10.3m
1721060,Mandragora: Whispers of the Witch Tree,Knights Peak,Metroidvania,$1.6m ($1m - $2.2m),$37.1m
894020,Death's Door,Devolver Digital,Metroidvania,$6.3m ($4.5m - $8.2m),$501.4m
571310,SteamWorld Dig 2,Image & Form Games,Metroidvania,$1.3m ($813.7k - $1.8m),$3.8m
753420,Dungreed,TEAM HORAY,Metroidvania,$3.9m ($2.8m - $5.1m),$6.3m
383270,Hue,Curve Games,Metroidvania,$487.9k ($265.6k - $710.1k),$196.4m
329380,Stealth Inc 2: A Game of Clones,Curve Games,Metroidvania,$247.3k ($109.1k - $385.4k),$196.4m
388410,Darksiders II Deathinitive Edition,THQ Nordic,Metroidvania,$9.8m ($6.6m - $13m),$387.4m
252410,SteamWorld Dig,Image & Form Games,Metroidvania,$1.7m ($876.8k - $2.5m),$3.8m
275390,Guacamelee! Super Turbo Championship Edition,Drinkbox Studios,Metroidvania,$1.1m ($599.3k - $1.7m),$12.7m
236090,Dust: An Elysian Tail,Xbox Game Studios,Metroidvania,$6.5m ($4.6m - $8.4m),$1.8b
356650,Death's Gambit: Afterlife,Serenity Forge,Metroidvania,$3.5m ($2.3m - $4.6m),$41.5m
553420,TUNIC,Finji,Metroidvania,$12m ($9.2m - $14.8m),$24.5m
283640,Salt and Sanctuary,Ska Studios,Metroidvania,$8.3m ($5.9m - $10.7m),$9.5m
219890,Antichamber,Demruth,Metroidvania,$8m ($4.1m - $12m),$8m
400630,Wuppo: Definitive Edition,snekflat,Metroidvania,$874.8k ($589.2k - $1.1m),$874.7k
70300,VVVVVV,Terry Cavanagh,Metroidvania,$716.3k ($375.2k - $1m),$9.1m
1274600,The Last Faith,Playstack,Metroidvania,$1.9m ($1.3m - $2.6m),$116.9m
973810,Journey To The Savage Planet,505 Games,Metroidvania,$4.6m ($2.9m - $6.3m),$293.6m
1123050,GRIME,Akupara Games,Metroidvania,$2.4m ($1.7m - $3.1m),$33.7m
234080,Castlevania: Lords of Shadow – Ultimate Edition,KONAMI,Metroidvania,$9.3m ($7.1m - $11.5m),$639.8m
1731070,Asterigos: Curse of the Stars,tinyBuild,Metroidvania,$2.7m ($1.8m - $3.6m),$179.6m
418670,Pankapu,Dear Villagers,Metroidvania,$28.1k ($8k - $48.3k),$33.7m
2751000,Prince of Persia The Lost Crown,Ubisoft,Metroidvania,$3.5m ($2.6m - $4.4m),$2.4b
1419160,Souldiers,Dear Villagers,Metroidvania,$657k ($415.8k - $898.3k),$33.7m
900270,Reventure,Pixelatto,Metroidvania,$1.2m ($690.1k - $1.7m),$1.3m
851100,Touhou Luna Nights,WSS playground,Metroidvania,$4.4m ($3.1m - $5.7m),$24.7m
813630,Supraland,Supra Games,Metroidvania,$3.7m ($2.5m - $5m),$5.6m
439930,Control Craft 2,Conglomerate 5,Metroidvania,$4.4k ($1.7k - $7.1k),$2.5m
835430,La-Mulana 2,PLAYISM,Metroidvania,$615.9k ($369.9k - $862k),$86.3m
927250,Bladed fury,NEXT Studios,Metroidvania,$447.6k ($252.4k - $642.9k),$18.9m
1574240,Dread Delusion,DreadXP,Metroidvania,$1.6m ($1m - $2.3m),$18.5m
1883260,Little Noah: Scion of Paradise,"Cygames, Inc.",Metroidvania,$979.1k ($551.6k - $1.4m),$209.9m
312200,Chasm,"Bit Kid, Inc.",Metroidvania,$717.9k ($396.5k - $1m),$717.7k
838310,Bloodstained: Curse of the Moon,"INTI CREATES CO., LTD.",Metroidvania,$1.1m ($826.4k - $1.4m),$8.5m
200900,Cave Story+,"Nicalis, Inc.",Metroidvania,$6.5m ($4m - $8.9m),$84.8m
916730,Gato Roboto,Devolver Digital,Metroidvania,$613.4k ($424.3k - $802.4k),$501.4m
