appid,name,publisher_main,Selected_Genre,game_revenue,publisher_revenue,peak_players,adjusted_rating,owners_midpoint,total_score
524220,NieR:Automata,Square Enix,JRPG,$121.7m ($87.8m - $155.5m),$1b,23813.0,88.23,3500000.0,0.7403907095810744
1056640,Phantasy Star Online 2,SEGA,JRPG,$61.4m ($40.9m - $82m),$1.6b,59197.0,64.287,3500000.0,0.7366726466045871
637650,FINAL FANTASY XV WINDOWS EDITION,Square Enix,JRPG,$56m ($40.4m - $71.5m),$1b,29279.0,83.4,3500000.0,0.7306652006965777
1325200,Nioh 2 – The Complete Edition,"KOEI TECMO GAMES CO., LTD.",JRPG,$49.1m ($34.1m - $64.1m),$424.5m,41273.0,87.95,1500000.0,0.7212881261120279
1113000,Persona 4 Golden,SEGA,JRPG,$29.8m ($21.7m - $37.8m),$1.6b,29984.0,97.09,1500000.0,0.7189702978313252
453480,Shadowverse CCG,"Cygames, Inc.",JRPG,$52.5m ($29.9m - $75m),$209.9m,23929.0,72.693,3500000.0,0.7060584662286848
2909400,FINAL FANTASY VII REBIRTH,Square Enix,JRPG,$27.5m ($18.3m - $36.7m),$1b,36077.0,77.71,750000.0,0.6865608939187218
485510,Nioh: Complete Edition,"KOEI TECMO GAMES CO., LTD.",JRPG,$35m ($23.4m - $46.7m),$424.5m,10588.0,78.62,3500000.0,0.6838588577002578
638970,Yakuza 0,SEGA,JRPG,$26.5m ($18.4m - $34.7m),$1.6b,8907.0,95.63,1500000.0,0.6781959487676703
1235140,Yakuza: Like a Dragon,SEGA,JRPG,$32.2m ($22m - $42.3m),$1.6b,9508.0,94.22,750000.0,0.6661015701633004
2701660,DRAGON QUEST III HD-2D Remake,Square Enix,JRPG,$12.4m ($7.5m - $17.3m),$1b,45357.0,73.84,350000.0,0.6611092159454974
1971650,OCTOPATH TRAVELER II,Square Enix,JRPG,$21.1m ($14.7m - $27.4m),$1b,16994.0,94.11,350000.0,0.6587392948844131
429660,Tales of Berseria,BANDAI NAMCO Entertainment,JRPG,$15.2m ($9.8m - $20.7m),$478.1m,8018.0,91.73,1500000.0,0.6577738202257616
899440,GOD EATER 3,BANDAI NAMCO Entertainment,JRPG,$16.4m ($9.8m - $23.1m),$478.1m,9455.0,80.17,1500000.0,0.6524002069227182
1718570,ASTLIBRA Revision,WhisperGames,JRPG,$12.5m ($8.4m - $16.5m),$76m,7787.0,95.45,1500000.0,0.6498758392937782
898750,Super Robot Wars 30,Bandai Namco Entertainment,JRPG,$5.1m ($2.9m - $7.3m),$1.7b,16817.0,86.07,750000.0,0.6490647795099698
39140,FINAL FANTASY VII,Square Enix,JRPG,$9.9m ($7m - $12.7m),$1b,6424.0,92.66,1500000.0,0.6487657299583882
1599340,Lost Ark,Amazon Games,Massively Multiplayer,$441.1m ($230.5m - $651.6m),$795.5m,1324761.0,69.0,75000000.0,0.9320675864277408
230410,Warframe,Digital Extremes,Massively Multiplayer,$905.8m ($589m - $1.2b),$906.3m,181509.0,87.77,35000000.0,0.8832342837884367
552990,World of Warships,Wargaming Group Limited,Massively Multiplayer,$175.2m ($130.3m - $220m),$410.2m,400538.0,73.88,35000000.0,0.8665517230443366
236390,War Thunder,Gaijin Network Ltd,Massively Multiplayer,$468.1m ($288.8m - $647.3m),$516.7m,121180.0,71.44,35000000.0,0.8423450424273484
221100,DayZ,Bohemia Interactive,Massively Multiplayer,$320.5m ($200.6m - $440.4m),$619.3m,78739.0,77.87,15000000.0,0.8117071727157622
365590,Tom Clancy’s The Division,Ubisoft,Massively Multiplayer,$100.4m ($65.3m - $135.5m),$2.4b,113877.0,71.9,7500000.0,0.7905427947998972
444200,World of Tanks Blitz,Wargaming Group Limited,Massively Multiplayer,$175.3m ($106.3m - $244.4m),$410.2m,56489.0,74.73,15000000.0,0.7877333409737622
39210,FINAL FANTASY XIV Online,Square Enix,Massively Multiplayer,$96.4m ($47.7m - $145.1m),$1b,95102.0,86.37,3500000.0,0.778038448914101
306130,The Elder Scrolls Online,Bethesda Softworks,Massively Multiplayer,$97.5m ($58.7m - $136.4m),$2.1b,49061.0,82.49,7500000.0,0.7740696990510931
304050,Trove,gamigo US Inc.,Massively Multiplayer,$53.2m ($37.1m - $69.4m),$53.8m,58709.0,76.68,15000000.0,0.7648423205196699
1151340,Fallout 76,Bethesda Softworks,Massively Multiplayer,$101.3m ($61.6m - $141m),$2.1b,72930.0,75.66,3500000.0,0.7629793966716265
440900,Conan Exiles,Funcom,Massively Multiplayer,$87.2m ($56.7m - $117.6m),$198.2m,53402.0,78.7,7500000.0,0.7611648747516919
1286830,STAR WARS: The Old Republic,Electronic Arts,Massively Multiplayer,$119.6m ($76.7m - $162.4m),$4.5b,27416.0,79.569,7500000.0,0.7593480352657589
1677740,Stumble Guys,Scopely,Massively Multiplayer,$17.6m ($9.7m - $25.5m),$17.6m,43705.0,93.16,7500000.0,0.7358077957228425
433850,Z1 Battle Royale,Daybreak Game Company,Massively Multiplayer,$649.2k ($471.7k - $826.7k),$42.3m,150179.0,57.0,15000000.0,0.709119968934904
761890,Albion Online,Sandbox Interactive GmbH,Massively Multiplayer,$55.1m ($36.4m - $73.7m),$55m,27208.0,72.99,3500000.0,0.7053012931923223
745920,Temtem,Humble Games,Massively Multiplayer,$41.5m ($26.8m - $56.3m),$202.5m,39501.0,82.29,750000.0,0.6931036979492461
1343400,RuneScape ,Jagex Ltd,Massively Multiplayer,$52.5m ($30.9m - $74.1m),$104.9m,12508.0,78.21000000000001,3500000.0,0.6885191480994967
380600,Fishing Planet,Fishing Planet LLC,Massively Multiplayer,$50.2m ($34.1m - $66.4m),$50.9m,9926.0,69.72,7500000.0,0.6861824351282713
9900,Star Trek Online,Arc Games,Massively Multiplayer,$84.5m ($49.3m - $119.6m),$330.6m,7402.0,76.38,3500000.0,0.682270067314322
1172380,STAR WARS Jedi: Fallen Order,Electronic Arts,Metroidvania,$137.9m ($100.3m - $175.4m),$4.5b,46513.0,88.37,3500000.0,0.7695321531475809
1057090,Ori and the Will of the Wisps,Xbox Game Studios,Metroidvania,$77.1m ($53.9m - $100.3m),$1.8b,31224.0,96.56,3500000.0,0.7530137984348488
588650,Dead Cells,Motion Twin,Metroidvania,$84.3m ($60.8m - $107.7m),$93.9m,14880.0,97.06,7500000.0,0.7362854448660668
261570,Ori and the Blind Forest,Xbox Game Studios,Metroidvania,$22.5m ($15.1m - $29.8m),$1.8b,13048.0,94.18,3500000.0,0.7056879738983288
692850,Bloodstained: Ritual of the Night,505 Games,Metroidvania,$29.8m ($20m - $39.7m),$293.6m,26811.0,93.86,1500000.0,0.7050058306950469
387290,Ori and the Blind Forest: Definitive Edition,Xbox Game Studios,Metroidvania,$25.2m ($15.1m - $35.2m),$1.8b,9020.0,95.04,3500000.0,0.696760497855557
870780,Control Ultimate Edition,Remedy Entertainment,Metroidvania,$36.3m ($25.4m - $47.3m),$66m,9078.0,87.29,1500000.0,0.6613475306102519
312520,Rain World,Akupara Games,Metroidvania,$16.8m ($12.2m - $21.4m),$33.7m,10875.0,94.63,1500000.0,0.6602171924966935
2114740,Blasphemous 2,Team17,Metroidvania,$8.7m ($6.5m - $11m),$491.6m,9011.0,91.3,750000.0,0.6374287402610517
1649240,Returnal,PlayStation Publishing LLC,Metroidvania,$15.1m ($10.4m - $19.7m),$1.3b,6643.0,80.83,750000.0,0.6296734435580853
388410,Darksiders II Deathinitive Edition,THQ Nordic,Metroidvania,$9.8m ($6.6m - $13m),$387.4m,2903.0,78.77,3500000.0,0.625024951540423
257850,Hyper Light Drifter,Heart Machine,Metroidvania,$10.3m ($7.6m - $12.9m),$10.3m,4929.0,93.46,1500000.0,0.6223400761004294
236090,Dust: An Elysian Tail,Xbox Game Studios,Metroidvania,$6.5m ($4.6m - $8.4m),$1.8b,2651.0,95.21,1500000.0,0.6203054373861832
2725260,ENDER MAGNOLIA: Bloom in the Mist,Binary Haze Interactive,Metroidvania,$4.7m ($3.3m - $6.2m),$18.2m,14134.0,95.6,350000.0,0.6155281769420194
275390,Guacamelee! Super Turbo Championship Edition,Drinkbox Studios,Metroidvania,$1.1m ($599.3k - $1.7m),$12.7m,2687.0,93.44,7500000.0,0.6079753206974365
894020,Death's Door,Devolver Digital,Metroidvania,$6.3m ($4.5m - $8.2m),$501.4m,3740.0,93.27,750000.0,0.6075545459241352
553420,TUNIC,Finji,Metroidvania,$12m ($9.2m - $14.8m),$24.5m,2501.0,91.39,1500000.0,0.605184564074042
219890,Antichamber,Demruth,Metroidvania,$8m ($4.1m - $12m),$8m,2352.0,95.3,1500000.0,0.5965113718937702
283640,Salt and Sanctuary,Ska Studios,Metroidvania,$8.3m ($5.9m - $10.7m),$9.5m,2422.0,89.22,1500000.0,0.5925975678192025
234080,Castlevania: Lords of Shadow – Ultimate Edition,KONAMI,Metroidvania,$9.3m ($7.1m - $11.5m),$639.8m,1585.0,80.5,750000.0,0.5748765568017083
367520,Hollow Knight,Team Cherry,Platformer,$98.6m ($68.7m - $128.4m),$176.7m,95428.0,97.0,7500000.0,0.7987856712681224
203160,Tomb Raider,Crystal Dynamics,Platformer,$76.5m ($52.3m - $100.7m),$244.2m,89494.0,95.99,7500000.0,0.7934799093893191
424840,Little Nightmares,BANDAI NAMCO Entertainment,Platformer,$22.6m ($13.7m - $31.5m),$478.1m,77529.0,94.8,7500000.0,0.7729879743055692
278360,A Story About My Uncle,Coffee Stain Publishing,Platformer,$2.2m ($1.2m - $3.1m),$592.7m,189049.0,92.72,7500000.0,0.7655666671761057
1167630,Teardown,Tuxedo Labs,Platformer,$52.5m ($36.7m - $68.2m),$52.4m,8221.0,95.79,3500000.0,0.6901638425022447
1147560,Skul: The Hero Slayer,NEOWIZ,Platformer,$24.2m ($17m - $31.5m),$124.1m,18876.0,93.39,1500000.0,0.6869479581435928
1253920,Rogue Legacy 2,Cellar Door Games,Platformer,$16.3m ($10.7m - $21.9m),$26.4m,22811.0,91.0,1500000.0,0.67804360325136
860510,Little Nightmares II,BANDAI NAMCO Entertainment,Platformer,$26.6m ($17.9m - $35.4m),$478.1m,10484.0,93.02,1500000.0,0.675511288921546
788100,Neon Abyss,Team17,Platformer,$27.4m ($16.9m - $37.9m),$491.6m,6259.0,86.33,3500000.0,0.6723693832100013
1382330,Persona 5 Strikers,SEGA,Platformer,$22.5m ($15m - $29.9m),$1.6b,8654.0,89.41,1500000.0,0.6686902415304921
1509960,PICO PARK,TECOPARK,Platformer,$13.5m ($7.7m - $19.3m),$17.3m,16394.0,91.5,1500000.0,0.6637601124494485
2273430,BlazBlue Entropy Effect,91Act,Platformer,$17.4m ($11.6m - $23.2m),$17.4m,11842.0,94.84,750000.0,0.6452087801094196
969990,SpongeBob SquarePants: Battle for Bikini Bottom - Rehydrated,THQ Nordic,Platformer,$15.2m ($9.6m - $20.7m),$387.4m,5058.0,94.25,1500000.0,0.6451265996516692
953490,CARRION,Devolver Digital,Platformer,$11.1m ($8.2m - $14m),$501.4m,3730.0,94.65,1500000.0,0.6326274966341976
260230,Valiant Hearts: The Great War / Soldats Inconnus : Mémoires de la Grande Guerre,Ubisoft,Platformer,$6m ($3.8m - $8.2m),$2.4b,5683.0,95.45,750000.0,0.6286962809434309
1533390,Gorilla Tag,Another Axiom Inc.,Platformer,$26.7m ($16.8m - $36.6m),$26.7m,2491.0,93.36,1500000.0,0.6190323036467197
327030,Worms W.M.D,Team17,Platformer,$5.9m ($3.4m - $8.4m),$491.6m,4613.0,86.28,750000.0,0.6060090228089268
241600,Rogue Legacy,Cellar Door Games,Platformer,$8.9m ($5.8m - $11.9m),$26.4m,8049.0,92.41,350000.0,0.6057659633337573
225080,Brothers - A Tale of Two Sons,505 Games,Platformer,$5.5m ($3.4m - $7.6m),$293.6m,2019.0,94.48,1500000.0,0.6009443209475411
339610,Freestyle 2: Street Basketball,JOYCITY,Platformer,$27.5m ($18.7m - $36.4m),$27.7m,10305.0,59.787000000000006,350000.0,0.5973352703618352
641990,The Escapists 2,Team17,Puzzle,$12.7m ($7.3m - $18m),$491.6m,11156.0,90.97,3500000.0,0.6837427337665725
304430,INSIDE,Playdead,Puzzle,$14.9m ($10.6m - $19.2m),$21.1m,3840.0,97.08,3500000.0,0.6456671985057767
257510,The Talos Principle,Devolver Digital,Puzzle,$14.9m ($11m - $18.8m),$501.4m,3977.0,95.24,1500000.0,0.6394859162420119
882790,Fate Seeker,JSL Entertainment,Puzzle,$8.5m ($5.2m - $11.7m),$13m,16334.0,90.56,750000.0,0.6392166393148427
1127500,Mini Motorways,Dinosaur Polo Club,Puzzle,$10.6m ($6.8m - $14.3m),$18.4m,9914.0,96.24,750000.0,0.6341393360034934
1592190,BONELAB,Stress Level Zero,Puzzle,$15m ($9.8m - $20.2m),$49.4m,5616.0,80.38,750000.0,0.6099171674011783
835960,The Talos Principle 2,Devolver Digital,Puzzle,$4.9m ($3.5m - $6.3m),$501.4m,7258.0,95.26,350000.0,0.6093489496228222
320300,Car Mechanic Simulator 2015,PlayWay S.A.,Puzzle,$6.6m ($4.1m - $9m),$275.8m,4326.0,92.31,750000.0,0.609217356311096
736260,Baba Is You,Hempuli Oy,Puzzle,$13.5m ($8.9m - $18.2m),$14m,1493.0,97.94,1500000.0,0.5950893713537444
413420,Danganronpa 2: Goodbye Despair,"Spike Chunsoft Co., Ltd.",Puzzle,$10.4m ($7.5m - $13.3m),$94.5m,1848.0,96.23,750000.0,0.5888288358180584
653530,Return of the Obra Dinn,3909,Puzzle,$13.1m ($10m - $16.2m),$37.6m,1766.0,96.75,750000.0,0.5873534791985139
1097200,Twelve Minutes,Annapurna Interactive,Puzzle,$4m ($2.9m - $5m),$188.4m,4996.0,72.77,750000.0,0.5851805549274653
1262350,SIGNALIS,Humble Games,Puzzle,$9.1m ($6m - $12.2m),$202.5m,862.0,96.66,1500000.0,0.5825113543115841
236450,PAC-MAN Championship Edition DX+,BANDAI NAMCO Entertainment,Puzzle,$2m ($1.1m - $3m),$478.1m,3692.0,96.38,350000.0,0.5762998475291864
1931770,Chants of Sennaar,Focus Entertainment,Puzzle,$6.8m ($4.8m - $8.8m),$728.4m,1570.0,98.34,350000.0,0.5713809220602251
490220,Prismata,Lunarch Studios,Puzzle,$4.1k ($2.2k - $5.9k),$30.4k,121154.0,81.53999999999999,1500000.0,0.5708041941592655
221260,Little Inferno,Tomorrow Corporation,Puzzle,$4.6m ($2.7m - $6.5m),$9.5m,2060.0,96.22,750000.0,0.5704806501683347
546050,Puyo PuyoTetris,SEGA,Puzzle,$3.5m ($2.4m - $4.5m),$1.6b,1355.0,84.17,750000.0,0.5634162283485967
232790,Broken Age,Double Fine Productions,Puzzle,$4.8m ($3.3m - $6.4m),$21.4m,3134.0,83.24,350000.0,0.5574808301514684
1062160,Poly Bridge 2,Dry Cactus,Puzzle,$7.5m ($4.4m - $10.5m),$12.7m,1852.0,95.23,350000.0,0.5574606794531624
812140,Assassin's Creed Odyssey,Ubisoft,RPG,$134.8m ($100.9m - $168.7m),$2.4b,61984.0,89.14,7500000.0,0.7932605253869203
386360,SMITE,Hi-Rez Studios,RPG,$131.6m ($90.1m - $173.2m),$199.7m,31169.0,79.63,15000000.0,0.7669695152136173
234140,Mad Max,Warner Bros. Games,RPG,$52.7m ($37.6m - $67.8m),$882.3m,33356.0,91.76,3500000.0,0.7416630697120767
2322010,God of War Ragnarök,PlayStation Publishing LLC,RPG,$46.3m ($31.5m - $61.2m),$1.3b,35565.0,88.32,1500000.0,0.7209872765481873
424370,Wolcen: Lords of Mayhem,WOLCEN Studio,RPG,$29m ($19.6m - $38.3m),$29m,127542.0,55.85,1500000.0,0.704921388843502
285800,Braveland,Tortuga Team,RPG,$339.5k ($154.7k - $524.3k),$1m,216331.0,80.69,7500000.0,0.7031677121967161
2680010,The First Berserker: Khazan,NEXON,RPG,$28.3m ($18.9m - $37.8m),$184.6m,32871.0,84.33,1500000.0,0.6990296813705201
42910,Magicka,Paradox Interactive,RPG,$16.5m ($8.5m - $24.4m),$1.1b,11717.0,85.39,3500000.0,0.6869261413596921
1307550,Craftopia,Pocketpair,RPG,$22.9m ($15.9m - $30m),$438m,26449.0,77.64,1500000.0,0.6862124765840607
239160,Thief,Eidos Interactive Corp.,RPG,$19.4m ($12.1m - $26.7m),$111.3m,18247.0,75.41,1500000.0,0.6641974295906424
882100,XCOM: Chimera Squad,2K,RPG,$6.5m ($4.2m - $8.8m),$1.7b,20701.0,71.64,1500000.0,0.6601044672835872
979690,The Ascent,Curve Games,RPG,$13.4m ($9m - $17.8m),$196.4m,13930.0,75.1,1500000.0,0.6525754906994354
763890,Wildermyth,Worldwalker Games LLC,RPG,$15.4m ($9.8m - $20.9m),$15.4m,8091.0,95.0,1500000.0,0.646807716712819
601840,Griftlands,Klei Entertainment,RPG,$9.4m ($6.1m - $12.6m),$371.3m,7545.0,93.86,750000.0,0.6344170404110501
12200,Bully: Scholarship Edition,Rockstar Games,RPG,$16.4m ($11.9m - $21m),$770.8m,1978.0,84.27,3500000.0,0.6290891777989391
2634950,Tokyo Xtreme Racer,"Genki Co., Ltd.",RPG,$9.5m ($6.6m - $12.3m),$9.5m,15655.0,94.12,350000.0,0.6246596194450839
272510,NARUTO SHIPPUDEN: Ultimate Ninja STORM Revolution,BANDAI NAMCO Entertainment,RPG,$9.1m ($6.8m - $11.4m),$478.1m,6782.0,84.45,750000.0,0.6222948030689575
1244090,Sea of Stars,Sabotage Studio,RPG,$10.7m ($8.2m - $13.3m),$10.7m,8597.0,88.19,750000.0,0.6194707043167889
1898300,ASKA,Thunderful Publishing,RPG,$8.5m ($6.2m - $10.9m),$28.3m,10637.0,79.64,750000.0,0.618316821143113
22300,Fallout 3,Bethesda Softworks,RPG,$6.6m ($5m - $8.1m),$2.1b,2653.0,80.62,1500000.0,0.6065888601284989
271590,Grand Theft Auto V Legacy,Rockstar Games,Racing,$542.4m ($308.2m - $776.5m),$770.8m,360761.0,87.78,75000000.0,0.9134592720915812
1551360,Forza Horizon 5,Xbox Game Studios,Racing,$238.5m ($176.5m - $300.5m),$1.8b,80745.0,89.18,7500000.0,0.8085573458480793
646910,The Crew 2,Ubisoft,Racing,$29.5m ($19.2m - $39.8m),$2.4b,55125.0,78.77,3500000.0,0.740057460566271
1030840,Mafia: Definitive Edition,2K,Racing,$40.3m ($28.8m - $51.9m),$1.7b,36631.0,86.42,1500000.0,0.7191289020466547
1190000,Car Mechanic Simulator 2021,PlayWay S.A.,Racing,$29.4m ($17.4m - $41.4m),$275.8m,22530.0,95.96,1500000.0,0.7012565066134607
645630,Car Mechanic Simulator 2018,PlayWay S.A.,Racing,$21.2m ($14.6m - $27.9m),$275.8m,8382.0,91.38,3500000.0,0.6802722189437281
1262580,Need for Speed Payback,Electronic Arts,Racing,$9m ($6.2m - $11.8m),$4.5b,12152.0,85.77,1500000.0,0.6666640706716335
675010,MudRunner,Focus Entertainment,Racing,$22.1m ($14.8m - $29.4m),$728.4m,8509.0,91.21,1500000.0,0.6663395722294081
40990,Mafia,2K,Racing,$3.4m ($1.5m - $5.2m),$1.7b,9066.0,90.15,1500000.0,0.6436538449984373
228380,Wreckfest,THQ Nordic,Racing,$37.5m ($25.8m - $49.1m),$387.4m,3827.0,87.67,1500000.0,0.6430245214302969
690790,DiRT Rally 2.0,Codemasters,Racing,$30.4m ($19.3m - $41.5m),$43.3m,5074.0,89.26,1500000.0,0.6409169690541225
918570,Century: Age of Ashes,Playwing LTD,Racing,$4.2m ($3m - $5.5m),$4.3m,12222.0,79.51,3500000.0,0.6386974070853428
548570,RAGE 2,Bethesda Softworks,Racing,$15.5m ($11m - $19.9m),$2.1b,13591.0,63.93,750000.0,0.637346421606744
655500,MX Bikes,PiBoSo,Racing,$16.5m ($10.8m - $22.1m),$17.7m,5120.0,94.49,1500000.0,0.633720831517095
1017180,The Long Drive,Genesz,Racing,$18.5m ($12.9m - $24.2m),$18.5m,4335.0,89.98,1500000.0,0.6258984933412116
585420,Trailmakers,Flashbulb,Racing,$12.7m ($8.8m - $16.5m),$14.6m,4849.0,92.42,1500000.0,0.6253308664678918
2290180,Riders Republic,Ubisoft Entertainment,Racing,$14.7m ($9.8m - $19.6m),$55.9m,8043.0,82.3,750000.0,0.623203674408811
552100,Brick Rigs,Fluppisoft GmbH,Racing,$11.3m ($7.3m - $15.3m),$11.3m,2707.0,94.8,1500000.0,0.60686491452898
621830,WRC 7 FIA World Rally Championship,Nacon,Racing,$1.8m ($1m - $2.6m),$157.6m,11192.0,80.85,750000.0,0.605888427596913
213610,Sonic Adventure 2,SEGA,Racing,$6.8m ($4.9m - $8.7m),$1.6b,1819.0,90.02,1500000.0,0.6035915160594224
3241660,R.E.P.O.,semiwork,Roguelike,$140.6m ($88.9m - $192.3m),$142m,266908.0,96.36,15000000.0,0.8497706026733719
1145360,Hades,Supergiant Games,Roguelike,$153.1m ($110.9m - $195.4m),$259.2m,54015.0,98.14,7500000.0,0.7903354619201572
1794680,Vampire Survivors,poncle,Roguelike,$36.8m ($22.9m - $50.7m),$36.8m,77061.0,98.45,7500000.0,0.7725647353344548
646570,Slay the Spire,Mega Crit,Roguelike,$90.1m ($65.1m - $115.2m),$90.1m,32937.0,97.77,7500000.0,0.762404248944013
1313140,Cult of the Lamb,Devolver Digital,Roguelike,$64.7m ($46m - $83.4m),$501.4m,56262.0,95.61,3500000.0,0.7622806414835315
311690,Enter the Gungeon,Devolver Digital,Roguelike,$29.4m ($19.9m - $39m),$501.4m,15767.0,95.43,3500000.0,0.7112198418149396
881100,Noita,Nolla Games,Roguelike,$46.7m ($31.3m - $62.2m),$46.7m,9144.0,95.23,3500000.0,0.6907033890584269
1599600,PlateUp!,Yogscast Games,Roguelike,$25.8m ($15.1m - $36.4m),$37.9m,12406.0,94.89,1500000.0,0.671299224252871
1102190,Monster Train,Good Shepherd Entertainment,Roguelike,$20.1m ($12.2m - $27.9m),$91m,14037.0,95.99,750000.0,0.660812570334021
619820,Heroes of Hammerwatch II,Team17,Roguelike,$6.3m ($4.1m - $8.5m),$491.6m,15540.0,83.84,1500000.0,0.657678787812007
2103140,Magicraft,bilibili,Roguelike,$7.5m ($4.9m - $10m),$133.8m,18834.0,92.27,750000.0,0.6535079532176138
113200,The Binding of Isaac,Edmund McMillen,Roguelike,$8.6m ($4.8m - $12.3m),$13.1m,12295.0,94.68,1500000.0,0.6502855008555012
2218750,Halls of Torment,Chasing Carrots,Roguelike,$5.4m ($3.8m - $7m),$8.1m,26005.0,95.72,750000.0,0.6501723069730571
2066020,Soulstone Survivors,Game Smithing Limited,Roguelike,$9.8m ($6.9m - $12.7m),$9.8m,18822.0,91.29,750000.0,0.6451997380777389
2135150,Elin,Lafrontier,Roguelike,$6.7m ($4.3m - $9.1m),$6.7m,18203.0,93.4,750000.0,0.6391201394529394
2784470,9 Kings,Hooded Horse,Roguelike,$8.1m ($5.5m - $10.8m),$205m,13850.0,93.48,350000.0,0.6310610420369743
512900,Streets of Rogue,tinyBuild,Roguelike,$4.4m ($2.6m - $6.2m),$179.6m,4265.0,96.29,1500000.0,0.6205701949625844
692890,Roboquest,RyseUp Studios,Roguelike,$15.4m ($10.4m - $20.4m),$15.4m,5616.0,95.22,750000.0,0.6201803331393977
330020,Children of Morta,11 bit studios,Roguelike,$6m ($3.2m - $8.8m),$176.2m,4313.0,89.01,1500000.0,0.6180488686360045
200210,Realm of the Mad God Exalt,Deca Live Operations GmbH,Roguelike,$39.1m ($26.5m - $51.6m),$39.1m,6072.0,71.91000000000001,750000.0,0.6167765337611401
632360,Risk of Rain 2,Gearbox Publishing,Shooter,$153.9m ($102.7m - $205.1m),$259.9m,74945.0,93.65,7500000.0,0.7960691790120222
397540,Borderlands 3,2K,Shooter,$143.6m ($90.4m - $196.7m),$1.7b,93597.0,81.18,3500000.0,0.7804104055804009
1144200,Ready or Not,VOID Interactive,Shooter,$266.2m ($170.1m - $362.4m),$265.9m,55174.0,76.93,7500000.0,0.7778891300101827
444090,Paladins,Hi-Rez Studios,Shooter,$45.8m ($29.4m - $62.1m),$199.7m,60566.0,83.2,15000000.0,0.7757810166104507
1237970,Titanfall 2,Electronic Arts,Shooter,$61.6m ($40.5m - $82.7m),$4.5b,27547.0,95.52,7500000.0,0.7658341402351806
393380,Squad,Offworld,Shooter,$185.5m ($122.7m - $248.4m),$227.9m,38573.0,82.64,3500000.0,0.7495262111950453
1229490,ULTRAKILL,New Blood Interactive,Shooter,$44.9m ($27.4m - $62.5m),$67m,27835.0,97.7,7500000.0,0.745723665414974
1259420,Days Gone,PlayStation Publishing LLC,Shooter,$70.9m ($47m - $94.8m),$1.3b,27380.0,92.71,3500000.0,0.7424723889157564
1217060,Gunfire Reborn,Duoyi Games,Shooter,$54.1m ($33.4m - $74.7m),$54.5m,35002.0,93.33,3500000.0,0.7331846806113231
202970,Call of Duty: Black Ops II,Activision,Shooter,$83.4m ($44.2m - $122.6m),$1.5b,18202.0,86.23,3500000.0,0.7263032451039972
312660,Sniper Elite 4,Rebellion,Shooter,$87.9m ($58.1m - $117.7m),$225m,17294.0,91.38,3500000.0,0.7225179888194544
243470,Watch_Dogs,Ubisoft,Shooter,$39m ($23.1m - $54.8m),$2.4b,47820.0,78.71,1500000.0,0.7206601502084964
209000,Batman: Arkham Origins,Warner Bros. Interactive Entertainment,Shooter,$25.2m ($15.8m - $34.6m),$446.3m,24938.0,89.77,3500000.0,0.7170110692745129
581320,Insurgency: Sandstorm,Focus Entertainment,Shooter,$68m ($47.3m - $88.7m),$728.4m,14474.0,85.82,3500000.0,0.7127300360490039
35450,Red Orchestra 2: Heroes of Stalingrad with Rising Storm,Tripwire Interactive,Shooter,$30.9m ($17.2m - $44.6m),$237.9m,16311.0,93.56,3500000.0,0.7079269313030647
1337520,Risk of Rain Returns,Gearbox Publishing,Shooter,$13.3m ($8.7m - $18m),$259.9m,41838.0,89.75,1500000.0,0.7024202342443117
55150,"Warhammer 40,000: Space Marine - Anniversary Edition",Relic Entertainment,Shooter,$17.4m ($11.3m - $23.6m),$145.1m,12060.0,92.47,3500000.0,0.6870119872961425
550650,Black Squad,VALOFE,Shooter,$14.9m ($11.4m - $18.5m),$27.3m,15766.0,58.698,15000000.0,0.6846769681317115
1139900,Ghostrunner,505 Games,Shooter,$50.7m ($32.2m - $69.1m),$293.6m,5033.0,91.82,3500000.0,0.6778589805707587
504370,Battlerite,Stunlock Studios,Shooter,$648.5k ($471.5k - $825.4k),$106.5m,44850.0,88.01,3500000.0,0.6740754009381089
107410,Arma 3,Bohemia Interactive,Simulation,$223.6m ($161.6m - $285.6m),$619.3m,56185.0,90.63,15000000.0,0.8088042614047888
1811260,EA SPORTS FIFA 23,Electronic Arts,Simulation,$102.3m ($63.1m - $141.4m),$4.5b,110757.0,56.98,7500000.0,0.7776941684183919
219640,Chivalry: Medieval Warfare,Torn Banner Studios,Simulation,$44.8m ($28.9m - $60.7m),$54.9m,25145.0,83.25,7500000.0,0.7272075318288291
1506830,FIFA 22,Electronic Arts,Simulation,$1.9m ($1.1m - $2.8m),$4.5b,108168.0,80.94,3500000.0,0.7259299643583059
838350,The Scroll Of Taiwu,ConchShip Games,Simulation,$25.3m ($15.1m - $35.5m),$25.3m,72196.0,70.33,3500000.0,0.7182256920438833
433340,Slime Rancher,Monomi Park,Simulation,$46.2m ($34.1m - $58.4m),$79.3m,16943.0,97.99,3500000.0,0.7146877111431343
33930,Arma 2: Operation Arrowhead,Bohemia Interactive,Simulation,$20m ($9.9m - $30m),$619.3m,18996.0,92.41,3500000.0,0.709267577771289
1665460,eFootball,KONAMI,Simulation,$60.1m ($35.5m - $84.7m),$639.8m,27475.0,30.42,15000000.0,0.7073332030663788
1290000,PowerWash Simulator,Square Enix,Simulation,$43.1m ($27.5m - $58.8m),$1b,14178.0,96.93,1500000.0,0.6989590467118099
