appid,name,genres,release_date,is_free,price,developers,publishers,concurrent_players,source,peak_players,is_non_game
797800,Additional Mikasa Costume: Festival Outfit,Action,,,,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",0.0,steamspy,,True
798030,Additional Sasha Costume: Sports Outfit,Action,,,,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",0.0,steamspy,,True
960890,Adolescent Santa Claus OST And ART,"Adventure, Casual, Indie",,,,"TALESSHOP Co., Ltd.",,0.0,steamspy,,True
878260,Adva-lines Demo,"Casual, Indie, Strategy",,,,Mindfog games,Mindfog games,0.0,steamspy,,True
825220,Advent Rising - Soundtrack,Action,,,,GlyphX Games,Majesco Entertainment,0.0,steamspy,,True
880240,Adventure of a Lifetime - Original Sound Track,"Adventure, Casual, Simulation",,,,MoeNovel,MoeNovel,0.0,steamspy,,True
295560,Adventurer Manager - Original Soundtrack,"Casual, Indie, RPG, Simulation",,,,Vigilant Addiction Studios,"BBEW BBEW, LLC",0.0,steamspy,,True
214810,Adventures of Shuggy Demo,"Action, Indie, Platformer, Puzzle",,,,Smudged Cat Games Ltd,,0.0,steamspy,34.0,True
81669,Adventures of Shuggy Trailer,"Indie, Platformer, Puzzle",,,,Smudged Cat Games Ltd,,0.0,steamspy,,True
800810,Aegis Defenders Original Soundtrack,"Action, Adventure, Indie, RPG, Strategy",,,,"Riley Koenig, Power Up Audio, GUTS Department",Humble Games,0.0,steamspy,,True
2407720,Aenas-猫与海：序章(Aenas-Cat and The Sea-Prologue),"Action, Indie, RPG",,,,WinterSweet Cat Studio,WinterSweet Cat Studio,0.0,steamspy,,True
1025280,Aeon of Sands - Soundtrack,"Indie, RPG",,,,Two Bits Kid,,0.0,steamspy,,True
486110,Aerofly FS 2 - High Resolution Texture Pack for Southwestern USA (Free DLC),"Indie, Simulation",,,,IPACS,,0.0,steamspy,,True
660930,Aetherspace - Expansion Pack,"Indie, Strategy",,,,Munchkin's Lair,Munchkin's Lair,0.0,steamspy,,True
492380,Affairs of the Court: Choice of Romance Demo,"Adventure, Indie, RPG",,,,Choice of Games,Choice of Games,0.0,steamspy,7.0,True
1201220,Afterbern Democralypse,Action,"24 Dec, 2019",True,,Left Turn Workshop LLC,Left Turn Workshop LLC,0.0,appdetails,,True
716170,Aftercharge ( old alpha ),Action,,,,Chainsawesome Games,Chainsawesome Games,0.0,steamspy,,True
395070,Afterlife Empire Demo,"Indie, Simulation",,,,Autobotika,The Fine Young Capitalists,0.0,steamspy,,True
281602,Agarest Zero - DLC Bundle #3,"Adventure, RPG, Strategy",,,,Idea Factory,Ghostlight LTD,0.0,steamspy,,True
281603,Agarest Zero - DLC Bundle #4,"Adventure, RPG, Strategy",,,,Idea Factory,Ghostlight LTD,0.0,steamspy,,True
307824,Agarest: Generations of War DLC Bundle 5,"Adventure, RPG, Strategy",,,,Idea Factory,Ghostlight LTD,0.0,steamspy,,True
423670,Agatha Christie: The ABC Murders Demo,Adventure,,,,Artefacts Studio,Microids,0.0,steamspy,8.0,True
5105,Age of Booty Trailer,"Casual, Strategy",,,,Certain Affinity™,Capcom,0.0,steamspy,,True
81346,Age of Empires III: Complete Trailer,"Action, Adventure, City Builder, Simulation, Strategy",,,,,,0.0,steamspy,,True
341340,Age of Fear 2 Demo,"Adventure, Indie, RPG, Strategy",,,,Leszek Sliwko,KISS Ltd,0.0,steamspy,,True
791580,Age of Fear 3: The Blood and Moon Expansion,"Indie, RPG, Strategy",,,,Leslaw Sliwko,Age of Fear,0.0,steamspy,,True
688460,Age of Fear 3: The Elementalist Expansion,"Indie, RPG, Strategy",,,,Leslaw Sliwko,Age of Fear,0.0,steamspy,,True
972300,Age of Fear: The Quest for Immortality Expansion,"Indie, RPG, Strategy",,,,Leslaw Sliwko,Age of Fear,0.0,steamspy,,True
447250,Age of Steel OST,"Action, Casual, Indie, Strategy",,,,Quaint Emerald,,0.0,steamspy,,True
275560,Age of Wonders III - Deluxe Edition DLC,"RPG, Strategy",,,,Triumph Studios,Paradox Interactive,0.0,steamspy,,True
329530,Age of Wonders III - Eternal Lords Expansion,"4X, RPG, Strategy",,,,Triumph Studios,Triumph Studios,0.0,steamspy,,True
1078840,Age of Wonders: Planetfall Deluxe Edition Content Pack,Strategy,,,,Triumph Studios,Paradox Interactive,0.0,steamspy,,True
1124910,Age of Wonders: Planetfall Season Pass,Strategy,,,,Triumph Studios,Paradox Interactive,0.0,steamspy,,True
619584,Agents of Mayhem - Bombshells Skins Pack,Action,,,,Deep Silver Volition,Deep Silver,0.0,steamspy,,True
619585,Agents of Mayhem - Carnage a Trois Skins Pack,Action,,,,Deep Silver Volition,Deep Silver,0.0,steamspy,,True
619583,Agents of Mayhem - Firing Squad Skins Pack,Action,,,,Deep Silver Volition,Deep Silver,0.0,steamspy,,True
619582,Agents of Mayhem - Franchise Force Skins Pack,Action,,,,Deep Silver Volition,Deep Silver,0.0,steamspy,,True
1028120,Agony Soundtrack,"Action, Adventure, Indie",,,,Madmind Studio,Madmind Studio,0.0,steamspy,,True
80636,Agricultural Simulator 2011 Trailer,Simulation,,,,"UIG, Actalogic",Layernet,0.0,steamspy,,True
876660,Aground Demo,"Adventure, Casual, Indie, RPG, Strategy, Survival",,,,Fancy Fish Games,Fancy Fish Games,0.0,steamspy,,True
80933,Air Conflicts - Secret Wars Trailer,"Action, Simulation",,,,,,0.0,steamspy,,True
81983,Air Conflicts Pacific Carriers Trailer,"Action, Simulation",,,,Games Farm s.r.o.,,0.0,steamspy,,True
55030,Air Forte Demo,"Adventure, Casual, Indie",,,,Blendo Games,Blendo Games,0.0,steamspy,2.0,True
216173,AirMech Soundtrack,"Action, Indie, Strategy",,,,Carbon Games,Carbon Games,0.0,steamspy,,True
888240,AirMech Soundtrack 2: WarMech by Frontline Assembly,"Action, Indie, Strategy",,,,Carbon Games,Carbon Games,0.0,steamspy,,True
81864,AirMech Trailer,"Action, Adventure, Indie, Massively Multiplayer, RPG, Shooter, Strategy",,,,,,0.0,steamspy,,True
1493800,Aircraft Carrier Survival: Prologue,"Action, Card & Board, Simulation, Strategy, Survival",,,,CreativeForge Games,CreativeForge Games,0.0,steamspy,,True
914060,Aircraft Evolution - Skins for aircrafts,"Action, Casual, Indie, Shooter, Simulation",,,,Satur Entertainment,Satur Entertainment,0.0,steamspy,,True
205370,Airline Tycoon 2 Demo,"Simulation, Strategy",,,,b-Alive,Kalypso Media Digital,0.0,steamspy,,True
81229,Airline Tycoon 2 Trailer ESRB,"Simulation, Strategy",,,,b-Alive,,0.0,steamspy,,True
81230,Airline Tycoon 2 Trailer PEGI,"Simulation, Strategy",,,,,,0.0,steamspy,,True
691290,Airmen Demo,"Action, Adventure, Indie, Shooter, Strategy",,,,Airborne Games,Airborne Games,0.0,steamspy,,True
319620,Airship Dragoon Demo,"Indie, Strategy",,,,YorkshireRifles,YorkshireRifles,0.0,steamspy,,True
923580,Airships: Conquer the Skies - Soundtrack,"Action, Indie, Strategy",,,,David Stark,David Stark,0.0,steamspy,,True
989170,Akane: Soundtrack,"Action, Casual, Indie",,,,Ludic Studios,,0.0,steamspy,,True
2355750,Aker Fern: Rdzeń Szatrisa/ The Shatris Core Demo,"Adventure, Indie, RPG, Visual Novel",,,,Chaos Group Games,Chaos Group Games,0.0,steamspy,,True
571580,Akihabara - Feel the Rhythm - Soundtrack,Indie,,,,JMJ Interactive,JMJ Interactive,0.0,steamspy,,True
435090,Akuatica Demo,"Action, Adventure, Casual, Indie, Puzzle",,,,Tianyu Studio,Tianyu Studio,0.0,steamspy,,True
81422,Alan Wake Trailer,"Action, Adventure, Horror, Shooter, Survival",,,,Remedy Entertainment,Remedy Entertainment,0.0,steamspy,,True
81639,Alan Wake's American Nightmare Trailer,"Action, Adventure, Horror, Shooter, Survival",,,,Remedy Entertainment Ltd.,Remedy Entertainment Ltd.,0.0,steamspy,,True
364170,Albedo: Original Soundtrack,"Action, Adventure, Indie",,,,Z4G0 and Ivan Venturi Productions,,0.0,steamspy,,True
418580,Albert and Otto - Original Soundtrack,"Action, Adventure, Indie, Platformer",,,,Nikola Kostic,Kbros Entertainment,0.0,steamspy,,True
367320,Albino Lullaby Demo,"Action, Adventure, Indie",,,,Ape Law,Ape Law,0.0,steamspy,,True
597880,Alchemic Jousts Demo,"Action, Casual, Indie, Strategy",,,,Lunatic Pixels,Lunatic Pixels,0.0,steamspy,,True
1227260,Alder's Blood: Prologue,"Adventure, Indie, RPG, Strategy",,,,Shockwork Games,No Gravity Games,0.0,steamspy,17.0,True
582140,Alien Attack in Space Demo,"Action, Adventure, Casual, Indie, Simulation",,,,Deadly Silence Games,Deadly Silence Games,0.0,steamspy,,True
907800,Alien Attack: Pocket Edition Demo,"Action, Casual, Indie, Simulation",,,,Alien Jellyfish,Alien Jellyfish,0.0,steamspy,,True
22660,Alien Breed 2: Assault Demo,"Action, Horror, Shooter",,,,Team17 Digital Ltd,Team17 Digital Ltd,0.0,steamspy,,True
5932,Alien Breed 2: Assault Trailer,"Action, Horror, Shooter",,,,Team17 Software Ltd.,Team17 Software Ltd.,0.0,steamspy,,True
22680,Alien Breed 3: Descent Demo,"Action, Shooter",,,,Team17 Digital Ltd,Team17 Digital Ltd,0.0,steamspy,,True
80444,Alien Breed 3: Descent Trailer,"Action, Shooter",,,,,,0.0,steamspy,,True
5793,Alien Breed: Impact Co-op Trailer,"Action, Horror, Shooter",,,,Team17 Software Ltd.,Team17 Software Ltd.,0.0,steamspy,,True
22620,Alien Breed: Impact Demo,"Action, Horror, Shooter",,,,Team17 Software Ltd.,Team17 Software Ltd.,0.0,steamspy,,True
5735,Alien Breed: Impact Trailer,"Action, Horror, Shooter",,,,Team17 Software Ltd.,Team17 Software Ltd.,0.0,steamspy,,True
81041,Alien Hallway Trailer,"Action, Casual, Indie, Strategy",,,,,,0.0,steamspy,,True
257190,Alien Rage - Demo,"Action, Shooter",,,,CI Games,,0.0,steamspy,,True
81615,Alien Shooter 2 Conscription Trailer,"Action, Indie, RPG, Shooter",,,,,,0.0,steamspy,,True
33160,Alien Shooter 2: Reloaded Demo ,"Action, Indie, RPG, Shooter",,,,Sigma Team Inc.,Sigma Team Inc.,0.0,steamspy,,True
33140,Alien Shooter Demo ,"Action, Indie, RPG, Shooter",,,,Sigma Team Inc.,Sigma Team Inc.,0.0,steamspy,,True
607710,Alien Shooter TD Demo,"Action, Indie, Strategy, Tower Defense",,,,Sigma Team Inc.,Sigma Team Inc.,0.0,steamspy,,True
33150,Alien Shooter: Revisited Demo,"Action, Indie, RPG, Shooter",,,,Sigma Team Inc.,Sigma Team Inc.,0.0,steamspy,,True
81202,Alien Zombie Megadeath Trailer,"Action, Indie",,,,PomPom,Pom Pom Games,0.0,steamspy,,True
324030,Alien: Isolation - Deluxe Edition DLC,Action,,,,"Creative Assembly, Feral Interactive (Mac), Feral Interactive (Linux)","Feral Interactive (Mac), Feral Interactive (Linux)",0.0,steamspy,,True
219440,Aliens: Colonial Marines - Bug Hunt DLC,Action,,,,Gearbox Software,SEGA,0.0,steamspy,,True
219442,Aliens: Colonial Marines - Movie Map Pack,Action,,,,Gearbox Software,SEGA,0.0,steamspy,,True
36920,All Aspect Warfare Demo,"Action, Simulation",,,,3000AD,3000AD,0.0,steamspy,,True
1100080,All Evil Night 2 Demo,"Action, Adventure, Indie",,,,Mikhail Ramanouski,Mikhail Ramanouski,0.0,steamspy,,True
966030,All For One Demo,"Action, Adventure, Massively Multiplayer, RPG",,,,ALU Interactive inc.,ALU Interactive inc.,0.0,steamspy,,True
697170,All-Star Fruit Racing Demo,"Action, Casual, Indie, Racing, Sports",,,,3DClouds,PQube Limited,0.0,steamspy,,True
1395230,Almost My Floor: Prologue,"Adventure, Horror, Indie, Puzzle",,,,Potata Company,Potata Company,0.0,steamspy,,True
968320,Alpha & Beta,"Action, Casual, Platformer",,,,Alper Tüccar,Alper Tüccar,0.0,steamspy,,True
1051370,Alpha & Beta Demo,"Action, Adventure, Casual, Indie, Platformer, Puzzle",,,,Alper Tüccar,Alper Tüccar,0.0,steamspy,,True
1008430,Alpha Command,"Action, Casual, Indie",,,,VHornet Games,VHornet Games,0.0,steamspy,,True
1102700,Alpha Dog,"Action, Casual, Indie",,,,Nocturne Games,Nocturne Games,0.0,steamspy,,True
265870,Alpha Kimori 1,"Adventure, Casual, Indie, JRPG, RPG, Strategy",,,,Sherman3D,Sherman3D,0.0,steamspy,,True
1111090,Alpha Lyrae Discovery,"Adventure, Casual, City Builder, Indie, Platformer, RPG, Simulation, Strategy, Tower Defense",,,,xe2050,"WELOVEBOT CO., LTD.",0.0,steamspy,,True
689620,Alpha Mike Foxtrot VR - AMF VR,"Action, Indie, Simulation",,,,SUBLEVEL ONE STUDIOS,SUBLEVEL ONE STUDIOS,0.0,steamspy,,True
1258960,Alpha Particle,"Action, Indie, Metroidvania, Puzzle",,,,Function Unknown,Function Unknown,0.0,steamspy,,True
405780,Alpha Polaris : A Horror Adventure Game,"Adventure, Horror, Indie",,,,Turmoil Games,Turmoil Games,0.0,steamspy,61.0,True
2590,Alpha Prime,"Action, Shooter",,,,Black Element,Bohemia Interactive,0.0,steamspy,,True
5008,Alpha Prime Trailer,"Action, Shooter",,,,,,0.0,steamspy,,True
34019,Alpha Protocol,"Action, Adventure, RPG, Shooter",,,,Obsidian Entertainment,SEGA,0.0,steamspy,,True
3014230,Alpha Rooms,"Adventure, Casual, Horror, Indie",,,,Alpha Foundation,Alpha Foundation,0.0,steamspy,,True
387840,Alpha Runner,"Adventure, Casual, Indie, Platformer",,,,LightsoutGames,Lightsoutgames,0.0,steamspy,,True
3217590,Alpha Runner 2,"Casual, Platformer, Puzzle, Shooter, Simulation",,,,Lightsoutgames,Lightsoutgames,0.0,steamspy,,True
1806400,Alpha Shark,"Action, Adventure, Casual, Indie, Simulation, Strategy","10 Dec, 2021",False,"₩ 6,700",Revmatek,Revmatek,0.0,appdetails,,True
2371560,Alpha Sorcerer,"Action, Adventure, Metroidvania, Platformer, RPG",,,,Corey Hardman,Corey Hardman,0.0,steamspy,,True
359970,Alpha Version.0,"Action, Adventure, Indie, Platformer",,,,Team Scynix,Team Scynix,0.0,steamspy,,True
359980,Alpha Version.0 Demo,"Action, Indie",,,,Team Scynix,Team Scynix,0.0,steamspy,,True
1807640,Alpha Zoo,"Adventure, Casual, Indie",,,,Alpha Zoo LLC,Alpha Zoo LLC,0.0,steamspy,,True
313210,Alpha Zylon,"Action, Horror",,,,Team 6 Studios,Strategy First,0.0,steamspy,,True
3010840,Alpha and Iota,"Adventure, Indie, Platformer, Puzzle",,,,Alpha and Iota Games,Alpha and Iota Games,0.0,steamspy,,True
849750,Alpha/Omega: The Christian RPG Demo,RPG,,,,BUD Games,BUD Games,0.0,steamspy,,True
664800,Alter Ego Demo,"Adventure, Casual, Indie, RPG, Simulation",,,,Choose Multiple LLC,Choose Multiple LLC,0.0,steamspy,,True
5852,Alter Ego Trailer,Adventure,,,,bitComposer Games,Viva Media,0.0,steamspy,,True
362630,Alter World Demo,Indie,,,,Giorgi Abelashvili,Giorgi Abelashvili,0.0,steamspy,,True
500160,Alteric - Original Soundtrack,"Adventure, Indie",,,,Audio Insurgency,goonswarm,0.0,steamspy,,True
80432,Alternativa Trailer,Adventure,,,,,,0.0,steamspy,,True
5687,Altitude Gameplay Trailer,"Action, Casual, Indie, Shooter, Simulation",,,,Nimbly Games,Nimbly Games,0.0,steamspy,,True
5495,Altitude Trailer,"Action, Casual, Indie, Shooter, Simulation",,,,Nimbly Games,Nimbly Games,0.0,steamspy,,True
372100,Alum - Soundtrack,"Adventure, Indie, RPG",,,,Crashable Studios,Crashable Studios,0.0,steamspy,,True
493360,Alveari Demo,"Action, Adventure, Casual, Indie, RPG",,,,BeehiveBob,BeehiveBob,0.0,steamspy,5.0,True
505720,Always Higher Demo,"Action, Adventure, Indie",,,,AntiAnti,AntiAnti,0.0,steamspy,,True
294340,Always Remember Me - Deluxe DLC,"Casual, Indie, Simulation",,,,Winter Wolves,Winter Wolves,0.0,steamspy,,True
303780,Always Sometimes Monsters (Soundtrack),"Indie, RPG",,,,LASER DESTROYER TEAM,Vagabond Dog,0.0,steamspy,,True
382170,Always The Same Blue Sky... Original Soundtrack,"Adventure, Casual, Indie, Visual Novel",,,,Crimson Night,Flying Interactive,0.0,steamspy,,True
465530,Amaranthine - Original Soundtrack,"Action, Indie",,,,EvansBlack,EvansBlack,0.0,steamspy,,True
1413540,Amarok Dreams Demo,"Adventure, Horror, Indie, Strategy, Survival",,,,Kirley Games,Kirley Games,0.0,steamspy,,True
3512,Amazing Adventures The Lost Tomb Demo,"Casual, Puzzle",,,,SpinTop Games,"PopCap Games, Inc.",0.0,steamspy,,True
817050,Amberskull Demo,"Action, Horror, Indie",,,,Charlie Behan,Charlie Behan,0.0,steamspy,,True
654340,Ambre - Original Soundtrack,"Casual, Indie",,,,Träumendes Mädchen,Träumendes Mädchen,0.0,steamspy,1.0,True
386760,Ame no Marginal -Rain Marginal- - Original Soundtrack,Indie,,,,stage-nana,Sekai Project,0.0,steamspy,,True
946930,Ameagari no Hanaby - OST,"Action, Casual, Indie",,,,Enigmatic Network,Enigmatic Network,0.0,steamspy,,True
5531,America's Army 3 Authenticity Trailer,"Action, Adventure, Shooter, Simulation, Strategy",,,,,,0.0,steamspy,,True
5532,America's Army 3 Basic Combat Training Trailer,"Action, Adventure, Shooter, Simulation, Strategy",,,,,,0.0,steamspy,,True
5530,America's Army 3 Full Trailer,"Action, Adventure, Shooter, Simulation, Strategy",,,,U.S. Army,U.S. Army,0.0,steamspy,,True
5533,America's Army 3 New Features Trailer,"Action, Adventure, Shooter, Simulation, Strategy",,,,,,0.0,steamspy,,True
5534,America's Army 3 Technology Trailer,"Action, Adventure, Shooter, Simulation, Strategy",,,,U.S. Army,U.S. Army,0.0,steamspy,,True
5275,America's Army 3: Teaser Trailer,"Action, Adventure, Shooter, Simulation, Strategy",,,,U.S. Army,U.S. Army,0.0,steamspy,,True
5290,America's Army 3: Trailer,"Action, Adventure, Shooter, Simulation, Strategy",,,,U.S. Army,U.S. Army,0.0,steamspy,,True
1350630,American Isekai Prologue,RPG,"14 Jul, 2020",True,,Merle Tester,GMV Studios,0.0,appdetails,,True
415430,An Octave Higher - Basic Soundtrack,"Adventure, Indie",,,,Kidalang,PLAYISM,0.0,steamspy,,True
415431,An Octave Higher - Extended Soundtrack,"Adventure, Indie",,,,Kidalang,PLAYISM,0.0,steamspy,,True
82064,Analogue A Hate Story KR Trailer,"Adventure, Indie, Visual Novel",,,,Christine Love,,0.0,steamspy,,True
210740,Analogue: A Hate Story Demo,"Adventure, Indie, Visual Novel",,,,,,0.0,steamspy,,True
81949,Analogue: A Hate Story Trailer,"Adventure, Indie, Visual Novel",,,,,,0.0,steamspy,,True
490310,Anarcute - Official Soundtrack,"Action, Indie",,,,Anarteam,Plug In Digital,0.0,steamspy,,True
799330,Ancestors Legacy - Digital Artbook,Strategy,,,,Destructive Creations,Destructive Creations,0.0,steamspy,,True
799331,Ancestors Legacy - Digital Soundtrack,Strategy,,,,Destructive Creations,Destructive Creations,0.0,steamspy,,True
1100220,Ancestors Legacy - Saladin's Conquest Digital Soundtrack,Strategy,,,,Destructive Creations,1C Entertainment,0.0,steamspy,,True
878530,Ancestors Legacy Demo,"Action, Strategy",,,,Destructive Creations,1C Entertainment,0.0,steamspy,,True
720380,Ancestors Legacy Multiplayer Open Beta,Strategy,,,,Destructive Creations,1C Company,0.0,steamspy,1184.0,True
3033180,Ancient Demon Shadow,"Action, Indie, RPG, Racing, Roguelike, Strategy",,,,WJLE,WJLE,0.0,steamspy,,True
979990,Ancient Frontier: Steel Shadows BETA,Strategy,,,,"Fair Weather Studios, LLC","Fair Weather Studios, LLC",0.0,steamspy,,True
91830,Ancients of Ooga Demo,"Casual, Indie, Platformer, Puzzle",,,,Bacon Wrapped Games,NinjaBee.com,0.0,steamspy,,True
80872,Ancients of Ooga Trailer,"Casual, Indie, Platformer, Puzzle",,,,Bacon Wrapped Games,NinjaBee.com,0.0,steamspy,,True
18710,And Yet It Moves Demo,"Action, Casual, Indie, Platformer, Puzzle",,,,Broken Rules,Broken Rules,0.0,steamspy,,True
863220,Anderson (Alpha),"Adventure, Casual, Indie",,,,AJRPG,AJRPG,0.0,steamspy,,True
560780,Andoran Skye XD Demo,"Action, Adventure, RPG, Strategy",,,,Chadrick Evans,OMAG,0.0,steamspy,,True
781390,Android John 2.1 Demo,"Casual, Indie, Simulation",,,,Recreat4,Virtuactions,0.0,steamspy,,True
571440,Angel Express (Tokkyu Tenshi) - OST,Indie,,,,Easy Game Station,"Rockin' Android, Inc.",0.0,steamspy,,True
500490,Angel Express [Tokkyu Tenshi] Demo,"Action, Adventure, Indie, Racing",,,,"Easy Game Station, Starloop Studios S.L.",Rockin' Android,0.0,steamspy,,True
947320,"Angel and Devil,ninja,sushi,tempura,panda and the statue of liverty Demo","Action, Indie",,,,HUNTERS,HUNTERS,0.0,steamspy,,True
786890,Angels Fall First - Soundtrack,"Action, Simulation",,,,Strangely Interactive Ltd,Strangely Interactive Ltd,0.0,steamspy,,True
410680,Angels That Kill Demo,"Adventure, Casual, Indie",,,,Rising Sun Interactive,Rising Sun Interactive,0.0,steamspy,,True
1756490,Angels vs Demons,"Casual, Indie, Puzzle, RPG, Strategy, Tower Defense",,,,wow wow Games,wow wow Games,0.0,steamspy,,True
36930,Angle of Attack Demo,"Action, Simulation",,,,3000AD,3000AD,0.0,steamspy,,True
799580,Angles Demo,"Adventure, Casual, Indie, RPG",,,,Shogunate Games,Shogunate Games,0.0,steamspy,,True
966620,Angry Ball VR Demo,"Action, Casual, Sports, Strategy",,,,"MWN TECH., LTD","MWN TECH., LTD",0.0,steamspy,,True
409750,Angry Video Game Nerd Adventures Original Soundtrack,"Action, Adventure, Indie",,,,FreakZone Games,Retroware,0.0,steamspy,,True
538930,Anima Gate of Memories - Soundtrack,"Action, Adventure, RPG",,,,Anima Project,Anima Publishing,0.0,steamspy,,True
1696890,Anima Toon :3D Voxel Character Animation,Action,,,,Appy Monkeys Software Pvt. Ltd.,Appy Monkeys Software Pvt. Ltd.,0.0,steamspy,,True
403540,Animal Gods: Original Soundtrack,"Action, Adventure, Indie",,,,Still Games,,0.0,steamspy,,True
577200,Animal Lover Demo,"Casual, Indie, Simulation, Visual Novel",,,,Trainwreck Studios,Trainwreck Studios,0.0,steamspy,,True
2202220,Animal Trainer Simulator: Prologue,"Adventure, Casual, Simulation",,,,Games Incubator,"Games Incubator, PlayWay S.A.",0.0,steamspy,,True
519050,Animated Puzzles Demo,"Casual, Indie, Puzzle",,,,Mexond,Mexond,0.0,steamspy,,True
1720240,Animation Studio Manager,"Casual, Indie, RPG, Strategy",,,,David Estes Creations,David Estes Creations,0.0,steamspy,,True
648400,Animation Throwdown - Incredible Bundle,"Adventure, RPG, Strategy",,,,"Synapse Games, Chinzilla",Kongregate,0.0,steamspy,,True
454490,Anna's Quest Demo,"Adventure, Horror, Indie, Puzzle",,,,Daedalic Entertainment,Daedalic Entertainment,0.0,steamspy,,True
80800,Anno 2070 Trailer,"4X, City Builder, Simulation, Strategy",,,,,,0.0,steamspy,4.0,True
416480,Anno 2205 - Season Pass,"Simulation, Strategy",,,,Blue Byte,,0.0,steamspy,,True
331620,Anodyne OST,"Action, Adventure, Indie",,,,Sean Han Tani,,0.0,steamspy,,True
793580,Anomalies Demo,"Casual, Indie, Simulation",,,,Schmidt Workshops,Schmidt Workshops,0.0,steamspy,,True
1077740,Anomaly Hunter - Prologue,"Adventure, Casual, Indie, Puzzle",,,,Hook Games,Hook Games,0.0,steamspy,,True
80756,Anomaly: Warzone Earth Trailer,"Action, Indie, Strategy, Tower Defense",,,,,,0.0,steamspy,,True
717630,Another Lost Phone - Official Soundtrack,"Casual, Indie",,,,Accidental Queens,PID Games,0.0,steamspy,,True
951610,Another Sight - Hodge Skins,"Adventure, Casual, Indie",,,,Lunar Great Wall Studios,Fish Eagle,0.0,steamspy,,True
404670,Anoxemia - Soundtrack,"Adventure, Indie",,,,BSK Games,,0.0,steamspy,,True
866120,AntVentor ArtBook + Soundtrack,"Adventure, Casual, Indie",,,,LoopyMood,LoopyMood,0.0,steamspy,,True
332130,Antisquad - Skirmishes DLC,"Action, Adventure, Strategy",,,,InsGames,INSGAMES LIMITED,0.0,steamspy,,True
335982,Antisquad: Tasks in Mexico - Final. Tactics DLC,"Action, Adventure, Strategy",,,,InsGames,INSGAMES LIMITED,0.0,steamspy,,True
335981,Antisquad: Tasks in Mexico - The Beginning. Tactics FREE DLC,"Action, Adventure, Strategy",,,,InsGames,INSGAMES LIMITED,0.0,steamspy,,True
335990,Antisquad: Tasks in North Korea. Tactics DLC,"Action, Adventure, Strategy",,,,InsGames,INSGAMES LIMITED,0.0,steamspy,,True
335991,Antisquad: Tasks near the coast of Somalia. Tactics DLC,"Action, Adventure, Strategy",,,,InsGames,INSGAMES LIMITED,0.0,steamspy,,True
867990,AnyWay! - Scary blue moon rays DLC.,Indie,,,,SGS,SGS,0.0,steamspy,,True
891035,AnyWay! - Soundtrack!,Indie,,,,EYEFRONT,EYEFRONT,0.0,steamspy,,True
970270,Apartment 327 Demo,"Action, Adventure, Horror, Indie",,,,BinaryBox Studios,BinaryBox Studios,0.0,steamspy,,True
606390,Ape Out Demo,"Action, Indie",,,,Gabe Cuzzillo,Devolver Digital,0.0,steamspy,,True
1018100,Apex Construct Demo,"Action, Adventure",,,,Fast Travel Games,Fast Travel Games,0.0,steamspy,,True
825570,Apocalypse Flipper DLC,"Casual, Indie, Simulation",,,,Empyrean,"PlayWay S.A., Frozen District",0.0,steamspy,,True
900260,Apocalypse: The Game Demo,"Action, Indie, Survival",,,,Harley Game Studios,Harley GW Dolton,0.0,steamspy,,True
669590,Aporia: Beyond The Valley - Soundtrack,"Adventure, Indie",,,,Invisible Walls,,0.0,steamspy,,True
646880,Aporia: Beyond The Valley Demo,"Adventure, Horror, Indie, Puzzle",,,,Investigate North,Green Man Gaming Publishing,0.0,steamspy,,True
344730,Apotheon: Original Soundtrack,"Action, Adventure, Indie, RPG",,,,Alientrap,Alientrap,0.0,steamspy,,True
538450,AquaNimble Demo,"Action, Indie, Shooter",,,,"DrinkingNails, LLC","DrinkingNails, LLC",0.0,steamspy,,True
5675,AquaNox 2 Trailer,"Action, Simulation",,,,Nordic Games,Nordic Games,0.0,steamspy,,True
5674,AquaNox Trailer,"Action, Shooter, Simulation",,,,,,0.0,steamspy,,True
5166,Aquaria Trailer,"Action, Adventure, Indie, Metroidvania, Platformer, Puzzle",,,,"Bit Blot, LLC","Bit Blot, LLC",0.0,steamspy,,True
693900,Aquila Bird Flight Simulator Demo,"Casual, Simulation",,,,Graeme Scott,Graeme Scott,0.0,steamspy,,True
462390,Aragami - Digital Artbook,"Action, Adventure, Indie",,,,Lince Works,Lince Works,0.0,steamspy,,True
462391,Aragami - Soundtrack,"Action, Adventure, Indie",,,,Lince Works,Lince Works,0.0,steamspy,,True
5995,Arcadia Trailer,"Casual, Indie",,,,Joshyy,,0.0,steamspy,,True
620440,Arcane Maelstrom Demo,"Action, Adventure, Indie, RPG",,,,"Carlos Vilas Arias, Adrián Molina Borrego",Vilar Ingeniería de Software S.L.,0.0,steamspy,,True
279120,Arcane Worlds Demo,"Action, Adventure, Indie, Strategy",,,,Ranmantaru Games,Ranmantaru Games,0.0,steamspy,,True
65520,ArcaniA Demo,"Action, Adventure, Casual, RPG",,,,Spellbound Studios,THQ Nordic,0.0,steamspy,,True
5814,ArcaniA Trailer,"Action, Adventure, Casual, RPG",,,,Spellbound Studios,Nordic Games,0.0,steamspy,,True
