appid,name,genres,release_date,is_free,price,developers,publishers,concurrent_players,source,peak_players,is_non_game
969170,Project: Gorgon Demo,"Indie, Massively Multiplayer, RPG",,,,"Elder Game, LLC","Elder Game, LLC",1.0,steamspy,115.0,True
243340,Rayman Legends Demo,"Action, Adventure, Platformer",,,,,Ubisoft,1.0,steamspy,,True
229950,Resident Evil 6 Benchmark Tool,Shooter,,,,Capcom,Capcom,1.0,steamspy,,True
355660,Ride: Game Demo,"Racing, Simulation, Sports",,,,Milestone S.r.l.,Milestone S.r.l.,1.0,steamspy,,True
8690,STCC - The Game 1 - Expansion Pack for RACE 07,"Racing, Simulation",,,,SimBin,SimBin,1.0,steamspy,,True
2295920,Ship Graveyard Simulator 2: Prologue,"Action, Adventure, Casual, Indie, Simulation",,,,Games Incubator,"Games Incubator, PlayWay S.A.",1.0,steamspy,,True
340320,Sinless + OST,"Adventure, Indie, RPG, Visual Novel",,,,MGP Studios,Forever Entertainment S. A.,1.0,steamspy,,True
1842320,Slayer : the Demon Haunted World,"Action, Adventure, Indie, RPG, Roguelike, Strategy",,,,PLAY Mephistowaltz,PLAY Mephistowaltz,1.0,steamspy,,True
210470,Sniper Elite V2 Demo,"Action, Adventure, Shooter, Simulation, Strategy",,,,Rebellion,,1.0,steamspy,134.0,True
801210,Spellsword Cards: Demontide,"Adventure, Card & Board, Indie, RPG, Roguelike, Strategy",,,,One Up Plus Entertainment,One Up Plus Entertainment,1.0,steamspy,,True
398600,Stray Cat Crossing Demo,"Adventure, Indie",,,,"Jurlo, JetPackGone",Fridge,1.0,steamspy,,True
262810,Super Turbo Demon Busters!,"Casual, Indie, RPG, Shooter",,,,HeroLabs,HeroLabs,1.0,steamspy,,True
1000560,Supraland Demo,"Action, Adventure, Indie, Metroidvania, Platformer, Puzzle",,,,Supra Games,Supra Games,1.0,steamspy,,True
258200,Talisman: Prologue,"Card & Board, Indie, RPG, Strategy",,,,Nomad Games,Nomad Games,1.0,steamspy,,True
1903510,Technicity: Prologue,"Action, Adventure, City Builder, Simulation",,,,Osaris Games,RockGame S.A.,1.0,steamspy,63.0,True
2142400,The Riese Project - Prologue,"Action, Adventure, Puzzle, Visual Novel",,,,Real Invented Studio,Real Invented Studio,1.0,steamspy,,True
1293860,The Riftbreaker: Prologue,"Action, Adventure, Indie, RPG, Simulation, Strategy, Survival, Tower Defense",,,,EXOR Studios,"EXOR Studios, Surefire.Games",1.0,steamspy,1101.0,True
501130,Thea: The Awakening Demo,"4X, Card & Board, Indie, RPG, Strategy, Survival",,,,MuHa Games,MuHa Games,1.0,steamspy,,True
8030,Tomb Raider: Anniversary Demo,"Action, Adventure, Platformer, Puzzle, Shooter",,,,Crystal Dynamics,"SQUARE ENIX, Eidos Interactive",1.0,steamspy,28.0,True
1715460,Touhou Hero of Ice Fairy: Prologue,"Action, Adventure, JRPG, RPG, Shooter",,,,GAMEPULSE 游戏脉冲,GAMEPULSE 游戏脉冲,1.0,steamspy,,True
264850,TrackMania² Canyon Demo,"Action, Racing, Sports",,,,Nadeo,Ubisoft,1.0,steamspy,,True
233070,TrackMania² Stadium Demo,"Action, Racing, Simulation, Sports",,,,Nadeo,Ubisoft,1.0,steamspy,,True
1553230,Trailer Shop Simulator,"Action, Simulation, Survival",,,,GidAzGames,GidAzGames,1.0,steamspy,,True
33560,Tropico 3 Demo,"City Builder, Simulation, Strategy",,,,Haemimont Games,Kalypso Media Digital,1.0,steamspy,,True
57750,Tropico 4 Demo,"City Builder, Simulation, Strategy",,,,Haemimont Games,Kalypso Media Digital,1.0,steamspy,,True
302060,Trucks & Trailers,"Adventure, Indie, Simulation",,,,SCS Software,SCS Software,1.0,steamspy,,True
16140,Virtual Villagers: A New Home Demo,"Casual, Simulation",,,,Last Day of Work,Last Day of Work,1.0,steamspy,4.0,True
22690,Worms Reloaded Demo,"Action, Strategy",,,,Team17 Digital Ltd,Team17 Digital Ltd,1.0,steamspy,,True
1825930,孤岛海妖 The Sea-demon,"Adventure, Casual, Indie, Visual Novel",,,,章鱼罐头制作组,章鱼罐头制作组,1.0,steamspy,54.0,True
702800, - Tales of Hongyuan OST,"Indie, RPG",,,,弘原游戏,,0.0,steamspy,,True
685380, Demo,"Adventure, Indie, Puzzle, RPG, Visual Novel",,,,发胶事务所 Hairgel Agency,发胶事务所 Hairgel Agency,0.0,steamspy,,True
700500, Demo,"Casual, Indie, Strategy",,,,wei,wei,0.0,steamspy,,True
760260, Demo,Indie,,,,内购人生,内购人生,0.0,steamspy,,True
779630, Demo,"Adventure, Indie, RPG, Strategy",,,,lvkeai,lvkeai,0.0,steamspy,,True
221660, Edna & Harvey: Harvey's New Eyes Demo,"Adventure, Indie, Puzzle",,,,Daedalic Entertainment,Daedalic Entertainment,0.0,steamspy,,True
2243560,"""I Know This Place..?""  chapter I (prologue)","Adventure, Puzzle, Visual Novel",,,,"SameFrame, RBL LABS",RBL LABS,0.0,steamspy,2.0,True
942430,"""LoveChoice - Original Sound Track""","Indie, RPG",,,,Akaba Studio,Akaba Studio,0.0,steamspy,,True
940770,"""Reimu Hakurei"" Bikini Costume (Touhou Genso Wanderer -Reloaded-)","Adventure, Indie, RPG",,,,AQUASTYLE,AQUASTYLE,0.0,steamspy,,True
940771,"""Reimu Hakurei"" Santa Costume (Touhou Genso Wanderer -Reloaded-)","Adventure, Indie, RPG",,,,AQUASTYLE,AQUASTYLE,0.0,steamspy,,True
754550,"""The Guard Of Dungeon"" - wallpaper 1920x1080","Action, Indie, Shooter",,,,HeX,,0.0,steamspy,,True
635780,#monstercakes OST,"Casual, Indie",,,,Paleno Games,Paleno Games,0.0,steamspy,,True
573560,&lt;/reality&gt; Demo,"Adventure, Indie, Visual Novel",,,,Fancy Fish Games,Fancy Fish Games,0.0,steamspy,,True
795621,'Worlds Adrift - Pioneer Edition Upgrade DLC,"Action, Adventure, Massively Multiplayer",,,,Bossa Studios,Bossa Studios,0.0,steamspy,,True
2388360,"(val)iant: or, val's guide to having a broken vag","Casual, Puzzle, Visual Novel",,,,Cactus Studio,Cactus Studio,0.0,steamspy,,True
604080,-Arcane Raise- Demo,"Adventure, Casual, Indie, JRPG, RPG, Strategy",,,,Arcane Raise,ArcaneRaise,0.0,steamspy,2.0,True
746970,.hack//G.U. Last Recode Demo,"Action, Adventure, JRPG, RPG",,,,CyberConnect2,BANDAI NAMCO Entertainment,0.0,steamspy,,True
975450,03.04 Demo,"Action, Adventure, Horror, Indie, Survival",,,,JPEG OF PAIN GAMES,JPEG OF PAIN,0.0,steamspy,,True
1271540,1 Screen Platformer: Prologue,"Action, Adventure, Indie, Platformer",,,,"Return To Adventure Mountain, LLC","Return To Adventure Mountain, LLC",0.0,steamspy,,True
80751,1... 2... 3... KICK IT! Trailer,"Action, Indie",,,,"Dejobaan Games, LLC","Dejobaan Games, LLC",0.0,steamspy,,True
478200,10 Second Ninja X Demo,"Action, Indie, Platformer, Puzzle",,,,Four Circle Interactive,Curve Digital,0.0,steamspy,,True
304440,100% Orange Juice Demo,"Card & Board, Casual, Horror, Indie, Strategy, Survival",,,,Orange_Juice,Fruitbat Factory,0.0,steamspy,,True
81412,1000 Amps Trailer,"Adventure, Indie, Metroidvania, Platformer, Puzzle",,,,Brandon Brizzi,Brandon Brizzi,0.0,steamspy,,True
923380,11-11 Memories Retold War Child Charity DLC,"Adventure, Casual",,,,"Aardman Animations, Digixart",BANDAI NAMCO Entertainment Europe,0.0,steamspy,,True
662290,140 Soundtrack,"Action, Indie",,,,Carlsen Games,,0.0,steamspy,,True
899350,18+ Girls DLC,Casual,,,,KuKo,KuKo,0.0,steamspy,,True
1352230,1917 : The Prologue,"Adventure, Horror, Indie, Puzzle",,,,Payara Games,Payara Games,0.0,steamspy,,True
569880,1979 Revolution: Black Friday Demo,"Action, Adventure, Indie",,,,"iNK Stories, N-Fusion Interactive",iNK Stories,0.0,steamspy,,True
473590,1979 Revolution: Black Friday Original Soundtrack,"Adventure, Indie",,,,"iNK Stories, N-Fusion Interactive",,0.0,steamspy,,True
355290,199X (Original Soundtrack),"Adventure, Indie",,,,Evan Tognotti,,0.0,steamspy,,True
689920,1bitHeart Original Soundtrack,"Adventure, Casual, Indie",,,,△○□× (Miwashiba),PLAYISM,0.0,steamspy,,True
881990,1st Core Demo,"Action, Fighting, Horror, Indie, RPG, Shooter, Survival",,,,Jesper Skjærbæk,Jesper Skjærbæk,0.0,steamspy,1.0,True
622500,2 Ninjas 1 Cup - Soundtrack,"Action, Indie",,,,Vogelfänger,,0.0,steamspy,,True
278481,2014 Edition Add-on - Masters of the World DLC,Simulation,,,,Eversim,Eversim,0.0,steamspy,,True
582150,2017 Edition Add-on - Power & Revolution DLC,"Simulation, Strategy",,,,Eversim,,0.0,steamspy,,True
783910,2018 Edition Add-on - Power & Revolution DLC,"Simulation, Strategy",,,,Eversim,,0.0,steamspy,,True
2196390,2022生存指南 2022 SURVIVAL GUIDE,"Action, Adventure, Horror, Puzzle, RPG, Survival",,,,"塔克工作室, 毛玮欣MAO WEIXIN, DARK STUDIO","塔克工作室, 毛玮欣MAO WEIXIN, DARK STUDIO",0.0,steamspy,,True
407040,2064: Read Only Memories Demo,"Adventure, Indie",,,,"MidBoss, LLC.","MidBoss, LLC.",0.0,steamspy,,True
869830,20XX - Draco Character DLC,"Action, Indie",,,,"Batterystaple Games, Fire Hose Games",,0.0,steamspy,,True
783990,20XX - Hawk Character DLC,"Action, Indie",,,,"Batterystaple Games, Fire Hose Games",,0.0,steamspy,,True
692510,20XX Soundtrack,"Action, Indie",,,,"Batterystaple Games, Fire Hose Games",,0.0,steamspy,,True
862510,2236 A.D. Demo,"Casual, Indie, Visual Novel",,,,Chloro,Sekai Project,0.0,steamspy,,True
1376170,2945VR Demo,"Action, Casual, Indie, Shooter, Sports",,,,Pineapple,Pineapple,0.0,steamspy,,True
660190,2URVIVE Demo,"Action, Indie",,,,2BAD GAMES,2BAD GAMES,0.0,steamspy,,True
1006870,2nd Circle - Powerful Magic Demo,"Action, Adventure, Horror, Indie, RPG, Survival",,,,Jesper Skjærbæk,Jesper Skjærbæk,0.0,steamspy,,True
366730,3 Stars of Destiny - Official Guide,"Adventure, Indie, RPG",,,,Aldorlea Games,KOMODO,0.0,steamspy,,True
1597470,31st prototype,"Adventure, Casual, Platformer, Puzzle, Visual Novel",,,,HAIM,HAIM,0.0,steamspy,,True
486210,35MM - Soundtracks,Indie,,,,"Носков Сергей, Дмитрий Николаев",,0.0,steamspy,,True
599030,3D Chess Demo,"Card & Board, Casual, Simulation, Sports, Strategy",,,,bumblebee.,familyplay,0.0,steamspy,,True
954290,3DNesVR Demo,"Action, Adventure, Casual, Indie, Platformer, RPG, Racing, Simulation",,,,Geod Studio,Geod Studio,0.0,steamspy,,True
423370,3d Engineers Demo,Simulation,,,,Robert Dahlenburg,Dahlenburg,0.0,steamspy,,True
5804,4 Elements Movie,"Adventure, Casual, Puzzle",,,,Playrix Entertainment,Playrix Entertainment,0.0,steamspy,,True
772160,4 for the Money Demo,"Action, Indie",,,,Lost Marble,Lost Marble,0.0,steamspy,,True
1536830,41 Hours: Prologue,"Action, Adventure, RPG, Shooter",,,,Texelworks,ValkyrieInitiative,0.0,steamspy,,True
610100,64.0 Soundtrack,"Action, Indie",,,,rebel rabbit,"GrabTheGames, Indienova",0.0,steamspy,,True
15902,7 Wonders II Demo,"Casual, Puzzle",,,,MumboJumbo,MumboJumbo,0.0,steamspy,,True
16032,7 Wonders: Treasures of Seven Demo,"Casual, Puzzle",,,,MumboJumbo,MumboJumbo,0.0,steamspy,,True
996520,7th Sea: A Pirate's Pact Demo,"Adventure, Indie, RPG",,,,Choice of Games,Choice of Games,0.0,steamspy,1.0,True
387170,8-Bit Adventures - Soundtrack & Composer's Selection,"Adventure, Indie, JRPG, RPG",,,,Critical Games,Critical Games,0.0,steamspy,,True
370530,8-Bit Adventures: The Forgotten Journey Remastered Edition Demo,"Adventure, Indie, RPG",,,,Critical Games,Critical Games,0.0,steamspy,,True
462170,8-Bit Armies - Soundtrack,"Simulation, Strategy",,,,Petroglyph,Petroglyph,0.0,steamspy,,True
510530,8-Bit Hordes - Soundtrack,"Indie, Simulation, Strategy",,,,Petroglyph,Petroglyph,0.0,steamspy,,True
550710,8-Bit Invaders! - Soundtrack,"Indie, Simulation, Strategy",,,,Petroglyph,Petroglyph,0.0,steamspy,,True
1425880,9 Monkeys of Shaolin: Prologue,"Action, Adventure, Fighting",,,,Sobaka Studio,Buka Entertainment,0.0,steamspy,,True
275050,99 Levels to Hell Soundtrack,"Action, Indie",,,,"Zaxis Games, B-evil",,0.0,steamspy,,True
262230,99 Spirits - Weeping Demon's Bell,"Adventure, Indie",,,,TORaIKI,Fruitbat Factory,0.0,steamspy,1.0,True
707840,99Vidas Demo,"Action, Fighting, Indie",,,,QUByte Interactive,QUByte Interactive,0.0,steamspy,,True
3659180,?? Movie Theater,"Adventure, Casual, Horror, Platformer, Survival",,,,riinwin,riinwin,0.0,steamspy,,True
372730,A Bastard's Tale Demo,"Action, Adventure, Indie",,,,No Pest Productions,No Pest Productions,0.0,steamspy,,True
328230,A Bird Story - Original Soundtrack,"Adventure, Indie, RPG",,,,Freebird Games,,0.0,steamspy,,True
686460,A Bloody Night Demo,"Action, Indie",,,,Emanuele Leoncilli,Emanuele Leoncilli,0.0,steamspy,,True
797560,A Case of Distrust Demo,"Adventure, Indie",,,,The Wandering Ben,Serenity Forge,0.0,steamspy,,True
320440,A City Sleeps - Soundtrack,"Action, Indie",,,,"Harmonix Music Systems, Inc",,0.0,steamspy,,True
1027880,A Dance of Fire and Ice - Official Soundtrack,Indie,,,,7th Beat Games,indienova,0.0,steamspy,,True
569430,A Demon's Game - Episode 1,"Action, Adventure, Fighting, Horror, Indie, Puzzle, Survival",,,,RP Studios,Conglomerate 5,0.0,steamspy,,True
405260,A Fistful of Gun Soundtrack,"Action, Indie",,,,FarmerGnome,Devolver Digital,0.0,steamspy,,True
599920,A Foretold Affair Demo,"Casual, Indie, Visual Novel",,,,GB Patch Games,GB Patch Games,0.0,steamspy,2.0,True
82156,A Game of Dwarves Trailer,"Casual, City Builder, Simulation, Strategy",,,,Zeal Game Studio,,0.0,steamspy,,True
81155,A Game of Thrones-Genesis Official Trailer,Strategy,,,,Cyanide Studios,,0.0,steamspy,,True
324690,A Golden Wake Demo,"Adventure, Indie, RPG",,,,Grundislav Games,Wadjet Eye Games,0.0,steamspy,,True
693170,A Hat in Time - B-Side Soundtrack,"Adventure, Indie",,,,Gears for Breakfast,Gears for Breakfast,0.0,steamspy,,True
356831,A Hat in Time - Soundtrack,"Adventure, Indie",,,,Gears for Breakfast,Gears for Breakfast,0.0,steamspy,,True
882890,A Light in the Dark - Original Soundtrack,"Adventure, Casual, Indie",,,,"CreSpirit, Storia, Narrator",Sekai Project,0.0,steamspy,,True
889630,A Light in the Dark - Prologue Manga,"Adventure, Casual, Indie",,,,"CreSpirit, Storia, Narrator",Sekai Project,0.0,steamspy,,True
766880,A Light in the Dark Demo,"Casual, Indie, Visual Novel",,,,"CreSpirit, Storia, Narrator",Sekai Project,0.0,steamspy,,True
584610,A Long Road Home Demo,"Adventure, Casual, Indie, Puzzle",,,,One Bit Studio,One Bit Studio,0.0,steamspy,2.0,True
556660,A Magical High School Girl Demo,"Adventure, Casual, Indie, JRPG, RPG",,,,illuCalab,Sekai Project,0.0,steamspy,,True
520160,A Midsummer Night's Choice Demo,"Adventure, Indie, RPG",,,,Choice of Games,Choice of Games,0.0,steamspy,,True
736320,A Mortician's Tale Original Soundtrack,"Indie, Simulation",,,,Laundry Bear Games,,0.0,steamspy,,True
558220,A New Beginning - Final Cut Soundtrack,"Adventure, Indie",,,,Daedalic Entertainment,Daedalic Entertainment,0.0,steamspy,,True
580700,A Normal Lost Phone - Official Soundtrack,"Casual, Indie",,,,Accidental Queens,"PID Games, Dear Villagers",0.0,steamspy,,True
967380,A Plague Tale: Innocence - Coats of Arms DLC,Adventure,,,,Asobo Studio,Focus Entertainment,0.0,steamspy,,True
915050,A Rite from the Stars Demo,"Adventure, Indie",,,,Risin' Goat,Phoenix Online Publishing,0.0,steamspy,,True
690330,A Robot Named Fight Original Soundtrack,"Action, Indie",,,,Matt Bitner,,0.0,steamspy,,True
887070,A Roll-Back Story Demo,"Adventure, Indie, Metroidvania, Platformer",,,,iQuantile,iQuantile,0.0,steamspy,,True
454590,A Room Beyond Demo,"Adventure, Indie",,,,René Bühling,René Bühling,0.0,steamspy,,True
1074520,A Sceptic's Guide to Magic,"Adventure, Indie",,,,Pilgrim Adventures,GrabTheGames,0.0,steamspy,,True
1611760,A Sketchbook About Her Sun,"Adventure, Casual, Indie, Visual Novel",,,,Team SolEtude,Team SolEtude,0.0,steamspy,,True
880250,A Sky Full of Stars - Original Sound Track,"Adventure, Casual, Simulation",,,,MoeNovel,MoeNovel,0.0,steamspy,,True
1201280,A Space For The Unbound - Prologue,"Adventure, Indie","22 Jan, 2020",True,,Mojiken,"Toge Productions, Cube Game",0.0,appdetails,,True
81274,A Stroke of Fate: Operation Valkyrie Trailer,Adventure,,,,,,0.0,steamspy,,True
421640,A Study in Steampunk: Choice by Gaslight Demo,"Indie, RPG",,,,Hosted Games,Hosted Games,0.0,steamspy,,True
81764,A Valley Without Wind 1.1 Update Trailer,"Action, Adventure, Indie, Metroidvania, Platformer",,,,"Arcen Games, LLC",,0.0,steamspy,,True
211090,A Valley Without Wind Demo,"Action, Adventure, Indie, Metroidvania, Platformer",,,,"Arcen Games, LLC","Arcen Games, LLC",0.0,steamspy,,True
81590,A Valley Without Wind Trailer,"Action, Adventure, Indie, Metroidvania, Platformer",,,,"Arcen Games, LLC",,0.0,steamspy,,True
207655,A Virus Named TOM Soundtrack,"Casual, Indie",,,,Misfits Attic,Misfits Attic,0.0,steamspy,,True
81893,A Virus Named Tom Launch Trailer,"Action, Casual, Indie, Puzzle, Strategy",,,,Misfits Attic,Misfits Attic,0.0,steamspy,,True
503760,A Week of Circus Terror Demo,"Horror, Indie",,,,Richard Haraším,Richard Haraším,0.0,steamspy,,True
538340,A-Escape VR Demo,"Adventure, Indie",,,,"CTN Design, LLC",A-Escape,0.0,steamspy,,True
716820,A-Tech Cybernetic Demo,"Action, Horror, Indie, Shooter",,,,Xreal Games,Xreal Games,0.0,steamspy,,True
459380,A-Train 9 V4.0 : Japan Rail Simulator Demo,"City Builder, Simulation",,,,ARTDINK,Degica,0.0,steamspy,,True
909170,"A.D.M(Angels,Demons And Men)","Action, Adventure, Horror, Indie, RPG, Survival",,,,SmartOliveGames Ltd,HandMade Games,0.0,steamspy,,True
1107410,A.N.N.E Demo,"Action, Adventure, Indie, RPG",,,,Gamesbymo Inc.,Gamesbymo Inc.,0.0,steamspy,3.0,True
80516,A.R.E.S. Extinction Agenda Trailer,"Action, Indie, Metroidvania, Platformer, Shooter",,,,Extend Studio,ORiGO GAMES,0.0,steamspy,,True
92310,A.R.E.S.: Extinction Agenda Demo,"Action, Indie, Metroidvania, Platformer, Shooter",,,,Extend Studio,ORiGO GAMES,0.0,steamspy,,True
92303,A.R.E.S.: Original Soundtrack,"Action, Indie",,,,Extend Studio,ORiGO GAMES,0.0,steamspy,,True
350870,A.V. Demo,Adventure,,,,FirstForever Studios,MAGIC Spell Studios,0.0,steamspy,,True
577450,ABZU - Official Soundtrack,"Action, Adventure, Casual, Indie, Simulation",,,,Giant Squid,505 Games,0.0,steamspy,,True
929103,ACE COMBAT7: SKIES UNKNOWN - F-4E Phantom II + 3 Skins,"Action, Simulation",,,,BANDAI NAMCO Studios,BANDAI NAMCO Entertainment,0.0,steamspy,,True
929106,ACE COMBAT7: SKIES UNKNOWN - Season Pass,"Action, Simulation",,,,BANDAI NAMCO Studios,BANDAI NAMCO Entertainment,0.0,steamspy,,True
318271,ACE Founder Pack DLC,"Action, Indie, Sports, Strategy",,,,Spearhead Games,Spearhead Games,0.0,steamspy,,True
316131,ACE Pillar Pack DLC,"Action, Indie, Sports, Strategy",,,,Spearhead Games,Spearhead Games,0.0,steamspy,,True
81388,ACR Mediterranean Traveler Map Trailer,"Action, Adventure, RPG",,,,Ubisoft Montreal,,0.0,steamspy,,True
81387,ACR Mediterranean Traveler Map Trailer,"Action, Adventure, RPG",,,,,,0.0,steamspy,,True
699290,AER Memories of Old Soundtrack,"Adventure, Casual, Indie",,,,Forgotten Key,Daedalic Entertainment,0.0,steamspy,,True
80590,AI War Light of the Spire Trailer,"Indie, Strategy",,,,"Arcen Games, LLC","Arcen Games, LLC",0.0,steamspy,,True
5453,AI War Trailer,"4X, Indie, Simulation, Strategy, Tower Defense",,,,"Arcen Games, LLC","Arcen Games, LLC",0.0,steamspy,,True
80411,AI War: Children of Neinzul Trailer,"4X, Indie, Simulation, Strategy, Tower Defense",,,,,,0.0,steamspy,,True
40410,AI War: Fleet Command Demo,"4X, Indie, Simulation, Strategy, Tower Defense",,,,"Arcen Games, LLC","Arcen Games, LLC",0.0,steamspy,21.0,True
5505,AI War: Fleet Command Trailer,"4X, Indie, Simulation, Strategy, Tower Defense",,,,"Arcen Games, LLC","Arcen Games, LLC",0.0,steamspy,,True
5562,AI War: The Zenith Remnant Trailer,"Indie, Strategy",,,,"Arcen Games, LLC","Arcen Games, LLC",0.0,steamspy,,True
1082060,AIRA VR Demo,"Action, Indie, Shooter, Strategy, Survival, Tower Defense",,,,racoonbytes,racoonbytes,0.0,steamspy,,True
540220,AIRHEART - The Original Soundtrack,Indie,,,,Michel Barengo,Blindflug Studios AG,0.0,steamspy,,True
375980,AKIBA'S TRIP: Undead &amp; Undressed Demo,"Action, Adventure, Casual, RPG",,,,ACQUIRE Corp.,"XSEED Games, Marvelous USA, Inc.",0.0,steamspy,,True
880460,ALIENS INVADED OUR PLANET OST,"Action, Adventure, Casual, Indie",,,,Kerim Kumbasar,,0.0,steamspy,,True
336860,ALLTYNEX Second Original Soundtrack,"Action, Indie",,,,SITER SKAIN,Henteko Doujin,0.0,steamspy,,True
1171880,ALPHA,"Action, Adventure, Indie",,,,"KANAME.co, .ltd.","KANAME.co, .ltd.",0.0,steamspy,,True
2121350,ALPHA BOX,"Action, Casual, Racing",,,,new knight studio,new knight studio,0.0,steamspy,,True
1362270,ALPHA CENTAURI SPACE FORCE,"Action, Indie, Shooter",,,,ocasocreations,ocasocreations,0.0,steamspy,,True
2051100,ALPHA-NIGHTHAWK,"Adventure, Horror, Visual Novel",,,,Liar-soft,Shiravune,0.0,steamspy,,True
1108930,AMID EVIL - Official Soundtrack,"Action, Indie",,,,"Andrew Hulshult, Indefatigable",New Blood Interactive,0.0,steamspy,,True
903980,ANti: Virus Destroyer Demo,"Action, Indie",,,,"Nicholas Likiardopoulos, Daniel Likiardopoulos, Martin van Stipdonk",Borazon Games LLC,0.0,steamspy,,True
1089570,AO Tennis 2 Tools,Sports,,,,Big Ant Studios,Nacon,0.0,steamspy,,True
773350,AO Tennis Demo,"Simulation, Sports",,,,Big Ant Studios,Big Ant Studios,0.0,steamspy,,True
