Selected_Genre,appid,name,genres,release_date,is_free,price,developers,publishers,concurrent_players,source,peak_players,is_non_game
Action,911400,Assassin's Creed III Remastered,"Action, Adventure, RPG",,,,Ubisoft Entertainment,Ubisoft Entertainment,230.0,steamspy,3473.0,False
Action,1016950,Blood Bowl 3,"Action, Card & Board, RPG, Sports, Strategy",,,,Cyanide Studio,Nacon,184.0,steamspy,3076.0,False
Action,404410,Endless Sky,"Action, Adventure, Casual, Indie, RPG, Simulation, Strategy",,,,Michael Zahniser,Michael Zahniser,149.0,steamspy,2950.0,False
Action,312990,The Expendabros,"Action, Adventure, Indie, Platformer, Shooter",,,,Free Lives,Devolver Digital,6.0,steamspy,2927.0,False
Action,339340,Resident Evil 0,"Action, Adventure, Horror, Puzzle, Shooter, Survival",,,,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",156.0,steamspy,2924.0,False
Action,462780,Darksiders Warmastered Edition,"Action, Adventure, Metroidvania, Puzzle, RPG",,,,"KAIKO, Vigil Games",THQ Nordic,85.0,steamspy,2890.0,False
Action,3328720,Flash Doll,"Action, Casual, Indie, Roguelike, Strategy",,,,Game Star,Game Star,4.0,steamspy,2876.0,False
Action,513610,Madrobot X,"Action, Casual, Indie",,,,NetoX,Sometimes You,0.0,steamspy,2604.0,False
Action,420560,Firefighting Simulator - The Squad,"Action, Adventure, Casual, Simulation, Strategy",,,,Chronos Unterhaltungssoftware,astragon Entertainment,13.0,steamspy,2582.0,False
Action,1740720,Have a Nice Death,"Action, Indie, Metroidvania, Platformer, Roguelike",,,,Magic Design Studios,Arc Games,39.0,steamspy,2481.0,False
Action,1815570,Aces & Adventures,"Action, Adventure, Card & Board, RPG, Roguelike, Strategy",,,,Triple.B.Titles,Yogscast Games,14.0,steamspy,2431.0,False
Action,345180,Victor Vran ARPG,"Action, Adventure, Indie, RPG",,,,Haemimont Games,"Haemimont Games, EuroVideo Medien",9.0,steamspy,2410.0,False
Action,533780,Zombie Defense,"Action, Casual, Horror, Indie, Shooter, Strategy, Survival, Tower Defense",,,,Home Net Games,Home Net Games,10.0,steamspy,2356.0,False
Action,58610,Wargame: European Escalation,"Action, Indie, Simulation, Strategy",,,,Eugen Systems,Eugen Systems,9.0,steamspy,2197.0,False
Action,2695490,Age of Water,"Action, Adventure, Massively Multiplayer, Shooter",,,,Three Whales Studio,Gaijin Network Ltd,38.0,steamspy,2188.0,False
Action,1699480,KLETKA,"Action, Adventure, Horror, Roguelike",,,,"Callback, ln404","Callback, ln404",108.0,steamspy,1701.0,False
Action,272470,The Incredible Adventures of Van Helsing II,"Action, Adventure, Indie, RPG, Tower Defense",,,,NeocoreGames,NeocoreGames,3.0,steamspy,1688.0,False
Action,326120,Horizon Shift,"Action, Indie, Shooter",,,,Flump Studios,Funbox Media Ltd,0.0,steamspy,1577.0,False
Action,2510710,Kunitsu-Gami: Path of the Goddess,"Action, Strategy, Tower Defense",,,,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",8.0,steamspy,1567.0,False
Action,314710,Mighty No. 9,"Action, Casual, Indie, Platformer",,,,"Comcept, Inti Creates",Deep Silver,0.0,steamspy,1556.0,False
Action,312780,Way of the Samurai 4,"Action, Adventure, JRPG, RPG",,,,ACQUIRE Corp.,"Spike Chunsoft Co., Ltd.",13.0,steamspy,1534.0,False
Action,418030,Subsistence,"Action, Adventure, Indie, Shooter, Survival",,,,ColdGames,ColdGames,183.0,steamspy,1527.0,False
Action,366090,Colony Survival,"Action, Adventure, City Builder, Indie, Strategy, Survival",,,,Pipliz,Pipliz,105.0,steamspy,1488.0,False
Action,1934570,South of Midnight,"Action, Adventure, Horror, Platformer",,,,Compulsion Games,Xbox Game Studios,29.0,steamspy,1438.0,False
Action,375850,Island Defense,"Action, Casual, Indie, Strategy, Tower Defense",,,,Stereo7 Games,Stereo7 Games,0.0,steamspy,1373.0,False
Action,1634860,Minishoot' Adventures,"Action, Adventure, Casual, Metroidvania, RPG, Shooter",,,,SoulGame Studio,"SoulGame Studio, IndieArk",83.0,steamspy,1340.0,False
Action,485440,Call Of The Mighty Warriors,"Action, Adventure, Casual, Indie, Simulation, Strategy, Tower Defense",,,,"Jaison Robson Gusava, SC Jogos",SC Jogos,0.0,steamspy,1274.0,False
Action,598700,The Vagrant,"Action, Adventure, Indie, Metroidvania, Platformer, RPG",,,,O.T.K Games,SakuraGame,10.0,steamspy,1249.0,False
Action,1627570,The Plucky Squire,"Action, Adventure, Indie, Platformer, Puzzle",,,,All Possible Futures,Devolver Digital,24.0,steamspy,1231.0,False
Action,227180,Kingdom Wars,"Action, City Builder, Indie, Massively Multiplayer, RPG, Simulation, Strategy",,,,Reverie World Studios,Space Bullet Dynamics Corporation,4.0,steamspy,1217.0,False
Action,35700,Trine Enchanted Edition,"Action, Adventure, Casual, Indie, Platformer, Puzzle",,,,Frozenbyte,Frozenbyte,8.0,steamspy,1186.0,False
Action,367270,Angels Fall First,"Action, Indie, Shooter, Simulation",,,,Strangely Interactive Ltd,Strangely Interactive Ltd,2.0,steamspy,1100.0,False
Action,598330,SimAirport,"Action, Casual, City Builder, Indie, Simulation, Strategy",,,,LVGameDev LLC,LVGameDev LLC,31.0,steamspy,1062.0,False
Action,458710,Kingdom Rush Frontiers - Tower Defense,"Action, Adventure, Casual, Indie, Strategy, Tower Defense",,,,Ironhide Game Studio,Ironhide Game Studio,137.0,steamspy,1002.0,False
Action,965200,Walking Zombie 2,"Action, Adventure, RPG, Shooter, Survival",,,,Alda Games,Alda Games,36.0,steamspy,962.0,False
Action,1975580,Wild Woods,"Action, Casual, Roguelike",,,,Octofox Games,Daedalic Entertainment,14.0,steamspy,920.0,False
Action,384490,NECROPOLIS: BRUTAL EDITION,"Action, Adventure, Casual, Indie, RPG, Roguelike",,,,Harebrained Schemes,"Paradox Interactive, Bandai Namco",4.0,steamspy,872.0,False
Action,1375900,Swarm Grinder,"Action, Casual, RPG, Roguelike",,,,Last Bite Games,"Null State Protocol, Gamersky Games",2.0,steamspy,839.0,False
Action,1920480,River City Girls 2,"Action, Adventure, RPG",,,,WayForward,"WayForward, Arc System Works",28.0,steamspy,826.0,False
Action,2616140,Sunset Motel,"Action, Casual, Simulation",,,,Efkey Studios,RockGame S.A.,46.0,steamspy,801.0,False
Action,3084280,Threefold Recital,"Action, Adventure, Indie, Platformer, Puzzle, Visual Novel",,,,Everscape Games,indienova,26.0,steamspy,664.0,False
Action,1832220,Blind Fate: Edo no Yami — Dojo,"Action, Adventure, RPG, Simulation",,,,Troglobytes Games,101XP,0.0,steamspy,653.0,False
Action,1051310,Paper Dolls: Original / 纸人,"Action, Adventure, Horror, Indie, Puzzle, Survival",,,,"Beijing Litchi Culture Media Co., Ltd.","Beijing Litchi Culture Media Co., Ltd., Gamera Game",10.0,steamspy,635.0,False
Action,1227780,Taur,"Action, Indie, Shooter, Strategy, Tower Defense",,,,Echo Entertainment,Echo Entertainment,2.0,steamspy,629.0,False
Action,2658450,LOLLIPOP CHAINSAW RePOP,"Action, Adventure, Casual",,,,"DRAGAMI GAMES, LTD.","DRAGAMI GAMES, LTD.",21.0,steamspy,625.0,False
Action,1961600,Darfall,"Action, City Builder, RPG, Simulation, Strategy, Survival",,,,SquareNite,Paradox Arc,7.0,steamspy,611.0,False
Action,298030,Total Annihilation,"Action, Strategy",,,,Cavedog Entertainment,Wargaming.net,91.0,steamspy,608.0,False
Action,396480,Battlevoid: Harbinger,"Action, Indie, Simulation, Strategy, Survival",,,,Bugbyte Ltd.,Bugbyte Ltd.,1.0,steamspy,563.0,False
Action,2021210,DRAGON QUEST TREASURES,"Action, Casual, JRPG, RPG",,,,"Square Enix, TOSE CO., LTD.",Square Enix,2.0,steamspy,562.0,False
Action,246580,The Typing of The Dead: Overkill,"Action, Horror, Shooter",,,,Modern Dream,SEGA,7.0,steamspy,559.0,False
Action,410710,System Shock: Enhanced Edition,"Action, Adventure, Horror, Metroidvania, RPG, Shooter",,,,"Looking Glass Studios, Nightdive Studios",Nightdive Studios,3.0,steamspy,548.0,False
Action,2085370,Classified: France '44,"Action, RPG, Strategy",,,,Absolutely Games,Team17,19.0,steamspy,537.0,False
Action,1055430,Swords and Sandals Classic Collection,"Action, Adventure, Card & Board, Casual, RPG, Strategy",,,,Whiskeybarrel Studios,eGames.com,41.0,steamspy,536.0,False
Action,1952250,SAMURAI MAIDEN,"Action, Adventure, JRPG, Platformer, RPG, Visual Novel",,,,SHADE Inc.,D3PUBLISHER,5.0,steamspy,526.0,False
Action,2602030,Entropy Survivors,"Action, Casual, RPG, Roguelike, Shooter",,,,Moving Pieces Interactive,First Break Labs,9.0,steamspy,500.0,False
Action,1573100,Subterrain: Mines of Titan,"Action, Adventure, Indie, RPG, Survival",,,,Pixellore Inc,indie.io,2.0,steamspy,493.0,False
Action,2236070,Peaks of Yore,"Action, Adventure, Horror, Indie, Platformer",,,,Anders Grube Jensen,TraipseWare,74.0,steamspy,467.0,False
Action,581630,Sword With Sauce,"Action, Casual, Indie, Shooter, Strategy",,,,Diatomic Studios,Diatomic Studios,3.0,steamspy,454.0,False
Action,503620,Fictorum,"Action, Adventure, Indie, RPG, Roguelike, Shooter",,,,Scraping Bottom Games,Scraping Bottom Games,1.0,steamspy,452.0,False
Action,311770,LEGO Pirates of the Caribbean: The Video Game,"Action, Adventure, Horror",,,,Traveller's Tales,Disney,41.0,steamspy,450.0,False
Action,528550,Drunkn Bar Fight,"Action, Fighting, Indie",,,,The Munky,The Munky,0.0,steamspy,438.0,False
Action,640890,Will Glow the Wisp,"Action, Casual, Platformer",,,,PartTimeIndie,PartTimeIndie,183.0,steamspy,405.0,False
Action,2056220,Bloody Hell,"Action, Adventure, Indie, Metroidvania, Shooter",,,,Pun Intended,Pun Intended,8.0,steamspy,400.0,False
Action,1451480,The Greatest Penguin Heist of All Time,"Action, Adventure, Casual, Shooter",,,,"That Fish, That Other Fish","That Fish, That Other Fish",15.0,steamspy,391.0,False
Action,945710,DreadOut 2,"Action, Adventure, Horror, RPG, Survival",,,,Digital Happiness,Digital Happiness,2.0,steamspy,372.0,False
Action,2234150,BACKROOMS: APPREHENSION,"Action, Adventure, Horror, Shooter, Survival",,,,DMNT Interactive,DMNT Interactive,38.0,steamspy,357.0,False
Action,417890,Apotheon Arena,"Action, Indie",,,,Alientrap,Alientrap,0.0,steamspy,339.0,False
Action,578930,LOVE 2: kuso,"Action, Indie, Platformer",,,,Fred Wood,Fred Wood,0.0,steamspy,337.0,False
Action,1620540,Pixel Cup Soccer - Ultimate Edition,"Action, Simulation, Sports",,,,BATOVI Games,BATOVI Games,2.0,steamspy,330.0,False
Action,2354600,Renfield: Bring Your Own Blood,"Action, Casual, Indie, RPG, Roguelike, Shooter",,,,Mega Cat Studios,Skybound Games,4.0,steamspy,329.0,False
Action,248310,Freedom Planet,"Action, Adventure, Indie, Platformer",,,,GalaxyTrail,GalaxyTrail,2.0,steamspy,329.0,False
Action,598550,HUNTDOWN,"Action, Platformer, Shooter",,,,Easy Trigger Games,Coffee Stain Publishing,7.0,steamspy,319.0,False
Action,1590910,Forgive Me Father,"Action, Indie, Shooter",,,,Byte Barrel,Fulqrum Publishing,7.0,steamspy,319.0,False
Action,1477700,Project Wunderwaffe,"Action, Adventure, Simulation, Strategy, Survival",,,,Weasel Games,Weasel Games,2.0,steamspy,307.0,False
Action,1018800,DEEEER Simulator: Your Average Everyday Deer Game,"Action, Adventure, Casual, Indie, Simulation",,,,Gibier Games,PLAYISM,9.0,steamspy,304.0,False
Action,1157250,Anomaly Zone,"Action, Indie, Massively Multiplayer, RPG, Shooter, Survival",,,,NEW STORY GAMES,MALSER LLC,14.0,steamspy,293.0,False
Action,843390,Vertigo 2,"Action, Adventure, Indie, Shooter",,,,Zach Tsiakalis-Brown,Zulubo Productions,5.0,steamspy,264.0,False
Action,320590,Warside,"Action, Massively Multiplayer, Platformer, RPG, Shooter",,,,Kraken Games,Kraken Games,0.0,steamspy,258.0,False
Action,2014550,Voidwrought,"Action, Adventure, Horror, Metroidvania, Platformer",,,,Powersnake,Kwalee,3.0,steamspy,253.0,False
Action,2119590,Deducto 2,"Action, Casual, Simulation, Strategy, Survival",,,,Red Fox Studios,Red Fox Studios,0.0,steamspy,245.0,False
Action,1644490,Occult,"Action, Adventure, Horror, Indie, Massively Multiplayer, Puzzle, Survival",,,,Renderise,Renderise,1.0,steamspy,244.0,False
Action,743350,Slay.one,"Action, Shooter, Strategy",,,,"Beijing AMPBox Technology Co., Ltd., Slay.one",Slay.one,1.0,steamspy,236.0,False
Action,2969160,除邪(CHUXIE),"Action, Adventure, Horror, Platformer, Survival",,,,LCGaming,LCGaming,9.0,steamspy,226.0,False
Action,1079800,Pistol Whip,"Action, Shooter",,,,Cloudhead Games Ltd.,Cloudhead Games Ltd.,5.0,steamspy,194.0,False
Action,3075800,Subterranauts,"Action, Adventure, Horror",,,,Asa Longino,Asa Longino,6.0,steamspy,180.0,False
Action,263620,Mitsurugi Kamui Hikae,"Action, Fighting",,,,Zenith Blue,PLAYISM,1.0,steamspy,180.0,False
Action,1200230,Ludus,"Action, Adventure, Indie, RPG, Simulation, Strategy","20 Feb, 2020",False,"₩ 11,000",Cheesecake Dev,Cheesecake Dev,1.0,appdetails,177.0,False
Action,668210,Super Fancy Pants Adventure,"Action, Adventure, Casual, Indie, Platformer",,,,Borne Games,2 Left Thumbs,1.0,steamspy,168.0,False
Action,787850,Heroine Anthem Zero 2 : Scalescars Oath,"Action, Adventure, Indie, Metroidvania, Platformer, RPG",,,,WindThunder Studio,Skywalker HK,3.0,steamspy,167.0,False
Action,1944140,Lys and Ruka's Magical Bag,"Action, Indie, RPG, Roguelike",,,,desunoya,Sekai Project,0.0,steamspy,161.0,False
Action,488730,God's Trigger,"Action, Adventure, Fighting, Platformer, Roguelike, Shooter",,,,One More Level,Techland Publishing,0.0,steamspy,161.0,False
Action,1069530,Narita Boy,"Action, Adventure, Platformer",,,,Studio Koba,Team17,1.0,steamspy,159.0,False
Action,525620,Octogeddon,"Action, Casual, Indie, Roguelike, Strategy, Tower Defense",,,,All Yes Good,All Yes Good,8.0,steamspy,154.0,False
Action,1733250,Turbo Kid,"Action, Adventure, Metroidvania, Platformer",,,,Outerminds Inc.,Outerminds Inc.,6.0,steamspy,151.0,False
Action,1536080,Sword and Fairy 3 Ex,"Action, Adventure, Platformer, RPG",,,,SOFTSTAR TECHNOLOGY(SHANGHAI),SOFTSTAR ENTERTAINMENT,11.0,steamspy,149.0,False
Action,885150,Capcom Beat 'Em Up Bundle,Action,,,,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",5.0,steamspy,143.0,False
Action,2618840,末世少女 Zombie Girl,"Action, Adventure, Indie, RPG, Shooter",,,,Utopia Studio,Utopia Game,0.0,steamspy,137.0,False
Action,2565550,Beyond Hanwell,"Action, Adventure, Horror, Shooter, Survival",,,,Steel Arts Software Ltd,Steel Arts Software Ltd,2.0,steamspy,133.0,False
Action,455910,STAR WARS: Rogue Squadron 3D,"Action, Simulation",,,,"Factor 5, LucasArts","LucasArts, Lucasfilm, Disney",5.0,steamspy,129.0,False
Action,22120,Penumbra: Black Plague Gold Edition,"Action, Adventure, Horror, Indie, Puzzle, Survival",,,,Frictional Games,Frictional Games,4.0,steamspy,121.0,False
Action,303690,FATE: The Cursed King,"Action, Adventure, Casual, Horror, RPG, Strategy, Survival",,,,WildTangent,"WildTangent, gamigo group",12.0,steamspy,119.0,False
Action,3331320,Back in Service: a Metro Driver,"Action, Adventure, Casual, Simulation",,,,Dominik Vojta,Dominik Vojta,0.0,steamspy,118.0,False
Action,260790,1001 Spikes,"Action, Adventure, Indie, Platformer",,,,"Nicalis, Inc.","Nicalis, Inc.",0.0,steamspy,116.0,False
Action,2505570,Burger Shop 3,"Action, Casual, Simulation",,,,GoBit Games,GoBit Games,59.0,steamspy,116.0,False
Action,1175360,Doomsday Hunters,"Action, Indie, Roguelike, Shooter",,,,Moregames,Moregames,1.0,steamspy,111.0,False
Action,1271100,Deadly Premonition 2: A Blessing in Disguise,"Action, Adventure, Horror, Survival",,,,"Toy Box Inc., White Owls Inc.",Rising Star Games,3.0,steamspy,103.0,False
Action,1432320,Liftoff: Micro Drones,"Action, Racing, Simulation, Sports",,,,LuGus Studios,LuGus Studios,45.0,steamspy,102.0,False
Action,1368850,Cursed Treasure 2 Ultimate Edition - Tower Defense,"Action, Casual, Platformer, Strategy, Tower Defense",,,,IriySoft,Surefire.Games,8.0,steamspy,101.0,False
Adventure,1623730,Palworld,"Action, Adventure, RPG, Shooter, Survival",,,,Pocketpair,Pocketpair,26271.0,steamspy,2101535.0,False
Adventure,346110,ARK: Survival Evolved,"Action, Adventure, Indie, Massively Multiplayer, RPG, Survival",,,,"Studio Wildcard, Instinct Games, Efecto Studios, Virtual Basement LLC","Studio Wildcard, Snail Games USA",12360.0,steamspy,247292.0,False
Adventure,1468810,鬼谷八荒 Tale of Immortal,"Action, Adventure, RPG, Simulation, Strategy",,,,鬼谷工作室,"鬼谷工作室, Lightning Games",2262.0,steamspy,183985.0,False
Adventure,1222670,The Sims 4,"Adventure, Casual, Simulation",,,,Maxis,Electronic Arts,20194.0,steamspy,96185.0,False
Adventure,2215430,Ghost of Tsushima DIRECTOR'S CUT,"Action, Adventure, RPG",,,,"Sucker Punch Productions, Nixxes Software",PlayStation Publishing LLC,3553.0,steamspy,77154.0,False
Adventure,202990,Call of Duty: Black Ops II,"Action, Adventure, Horror, Massively Multiplayer, Shooter, Survival",,,,Treyarch,Activision,90.0,steamspy,70819.0,False
Adventure,1364780,Street Fighter 6,"Action, Adventure, Fighting, RPG, Sports",,,,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",11307.0,steamspy,70540.0,False
Adventure,834910,ATLAS,"Action, Adventure, Massively Multiplayer, RPG, Survival",,,,"Grapeshot Games, Instinct Games","Grapeshot Games, Snail Games USA",345.0,steamspy,58788.0,False
Adventure,2072450,Like a Dragon: Infinite Wealth,"Action, Adventure, JRPG, RPG",,,,Ryu Ga Gotoku Studio,SEGA,970.0,steamspy,46029.0,False
Adventure,1113560,NieR Replicant ver.1.22474487139...,"Action, Adventure, JRPG, RPG",,,,"Square Enix, Toylogic Inc.",Square Enix,155.0,steamspy,28509.0,False
Adventure,346900,AdVenture Capitalist,"Adventure, Casual, Simulation, Strategy",,,,Hyper Hippo Games,Hyper Hippo Games,1278.0,steamspy,22927.0,False
Adventure,1084600,My Time at Sandrock,"Adventure, Casual, Indie, RPG, Simulation",,,,Pathea Games,"Pathea Games, Focus Entertainment, PM Studios, Inc., DMM Games",1051.0,steamspy,21620.0,False
Adventure,383180,Dead Island: Riptide Definitive Edition,"Action, Adventure, Horror, RPG, Survival",,,,Techland,Deep Silver,59.0,steamspy,20450.0,False
Adventure,298110,Far Cry® 4,"Action, Adventure","17 Nov, 2014",False,"₩ 33,000","Ubisoft Montreal, Red Storm, Shanghai, Toronto, Kiev",Ubisoft,458.0,appdetails,16946.0,False
Adventure,2375550,Like a Dragon Gaiden: The Man Who Erased His Name,"Action, Adventure, JRPG, RPG",,,,Ryu Ga Gotoku Studio,SEGA,103.0,steamspy,13737.0,False
Adventure,700330,SCP: Secret Laboratory,"Action, Adventure, Horror, Indie, Shooter, Strategy, Survival",,,,Northwood Studios,Northwood Studios,1955.0,steamspy,13662.0,False
Adventure,751780,Forager,"Adventure, Casual, Indie, RPG, Simulation, Survival",,,,HopFrog,Humble Games,199.0,steamspy,13403.0,False
Adventure,324800,Shadow Warrior 2,"Action, Adventure, Shooter",,,,Flying Wild Hog,Devolver Digital,50.0,steamspy,12484.0,False
Adventure,527230,For The King,"Adventure, Card & Board, Indie, RPG, Strategy",,,,IronOak Games,Curve Games,891.0,steamspy,9840.0,False
Adventure,365360,Battle Brothers,"Action, Adventure, RPG, Simulation, Strategy",,,,Overhype Studios,Overhype Studios,1142.0,steamspy,8055.0,False
Adventure,1041720,Kingdoms of Amalur: Re-Reckoning,"Action, Adventure, Fighting, RPG",,,,"KAIKO, Big Huge Games, 38 Studios",THQ Nordic,119.0,steamspy,6219.0,False
Adventure,614570,Dishonored: Death of the Outsider,"Action, Adventure",,,,Arkane Studios,Bethesda Softworks,49.0,steamspy,6036.0,False
Adventure,414340,Hellblade: Senua's Sacrifice,"Action, Adventure, Horror, Indie",,,,Ninja Theory,Ninja Theory,35.0,steamspy,5619.0,False
Adventure,32370,STAR WARS Knights of the Old Republic,"Action, Adventure, RPG",,,,"BioWare, Aspyr (Mac)","LucasArts, Aspyr (Mac), Disney, Lucasfilm",255.0,steamspy,5593.0,False
Adventure,20500,Red Faction Guerrilla Steam Edition,"Action, Adventure, Shooter, Survival",,,,"Volition, Reactor Zero, THQ Nordic",Deep Silver,5.0,steamspy,5570.0,False
Adventure,822240,Animal Jam,"Adventure, Casual, Massively Multiplayer, Simulation",,,,"WildWorks, Inc.","WildWorks, Inc.",75.0,steamspy,5448.0,False
Adventure,1239020,TOGETHER BnB,"Adventure, Casual, Indie, RPG, Simulation, Visual Novel",,,,AURORA Games,AURORA Games,57.0,steamspy,4910.0,False
Adventure,2776450,Multiverse Loot Hunter,"Adventure, Casual, Indie, RPG, Simulation, Strategy",,,,游戏养家工作室,游戏养家工作室,833.0,steamspy,4139.0,False
Adventure,419270,Elite Dangerous: Horizons,"Action, Adventure, Massively Multiplayer, RPG, Simulation, Strategy",,,,Frontier Developments,Frontier Developments,0.0,steamspy,4088.0,False
Adventure,636480,Ravenfield,"Action, Adventure, Indie, Shooter, Simulation, Strategy",,,,SteelRaven7,SteelRaven7,553.0,steamspy,3927.0,False
Adventure,50620,Darksiders,"Action, Adventure, Metroidvania, Platformer, Puzzle, RPG",,,,Vigil Games,THQ Nordic,13.0,steamspy,3888.0,False
Adventure,1796470,Haste,"Action, Adventure, Casual, Platformer, Racing, Roguelike",,,,Landfall,Landfall,220.0,steamspy,3831.0,False
Adventure,365420,Apollo4x,"4X, Action, Adventure, Casual, Indie, RPG, Simulation, Strategy",,,,Digital Entertainment,Volens Nolens Games,0.0,steamspy,3766.0,False
