Selected_Genre,appid,name,genres,release_date,is_free,price,developers,publishers,concurrent_players,source,peak_players,is_non_game
Platformer,1924430,Cookie Cutter: Overkill Edition,"Action, Adventure, Indie, Metroidvania, Platformer, RPG",,,,Subcult Joint LTD,Subcult Joint LTD,7.0,steamspy,179.0,False
Platformer,1740300,Smushi Come Home,"Adventure, Casual, Indie, Platformer",,,,SomeHumbleOnion,Mooneye Studios,6.0,steamspy,178.0,False
Platformer,2073910,A Webbing Journey,"Adventure, Platformer, Puzzle, Simulation",,,,Fire Totem Games,"Future Friends Games, Fire Totem Games",24.0,steamspy,173.0,False
Platformer,2647820,Ad Fundum,"Adventure, Casual, Platformer, Puzzle, RPG, Simulation",,,,Oldbut Gold,Oldbut Gold,0.0,steamspy,169.0,False
Platformer,1040430,Adventure Climb VR,"Action, Adventure, Casual, Platformer, Puzzle, Simulation, Sports",,,,MXTreality,MXTreality,1.0,steamspy,164.0,False
Platformer,2231190,Magical Delicacy,"Adventure, Metroidvania, Platformer, RPG",,,,Skaule,Whitethorn Games,4.0,steamspy,158.0,False
Platformer,1626890,坏小孩,"Adventure, Indie, Platformer, Puzzle, Visual Novel",,,,WildMonkey,"WildMonkey, Gamirror Games",0.0,steamspy,155.0,False
Platformer,13500,Prince of Persia: Warrior Within,"Action, Adventure, Platformer, Puzzle",,,,Ubisoft,Ubisoft,21.0,steamspy,155.0,False
Platformer,845880,Touhou: Scarlet Curiosity,"Action, Adventure, Indie, JRPG, Platformer, RPG",,,,Ankake Spa,"XSEED Games, Marvelous USA, Inc.",2.0,steamspy,154.0,False
Platformer,1307690,The Darkest Tales,"Action, Adventure, Horror, Metroidvania, Platformer",,,,Trinity Team,101XP,1.0,steamspy,143.0,False
Platformer,2119680,Tropical Resort Story,"Casual, City Builder, Indie, Platformer, Simulation, Strategy",,,,"Kairosoft Co., Ltd","Kairosoft Co., Ltd",4.0,steamspy,142.0,False
Platformer,600130,Valfaris,"Action, Horror, Indie, Metroidvania, Platformer",,,,Steel Mantis,Silver Lining Interactive,4.0,steamspy,142.0,False
Platformer,267490,Batman: Arkham Origins Blackgate - Deluxe Edition,"Action, Adventure, Metroidvania, Platformer",,,,"Armature Studio, LLC",WB Games,2.0,steamspy,141.0,False
Platformer,1167680,Orbital Bullet – The 360° Rogue-lite,"Action, Indie, Platformer, Roguelike",,,,SmokeStab,"Assemble Entertainment, WhisperGames, Mayflower Entertainment",0.0,steamspy,123.0,False
Platformer,1800940,The Enjenir: The Engineering Physics Building Simulator,"Action, Indie, Platformer, Puzzle, Simulation",,,,PeatyTurf,PeatyTurf,4.0,steamspy,121.0,False
Platformer,3050220,THE KING OF FIGHTERS XIII GLOBAL MATCH,"Action, Platformer",,,,SAFARI GAMES,SNK CORPORATION,30.0,steamspy,119.0,False
Platformer,2347380,Witch's Garden,"Adventure, Casual, Platformer, Visual Novel",,,,Windmill Oasis,HIKARI FIELD,1.0,steamspy,116.0,False
Platformer,2263920,Multiplayer Platform Golf,"Casual, Indie, Platformer, Sports",,,,Robot Assembly,Robot Assembly,5.0,steamspy,113.0,False
Platformer,233510,Lunnye Devitsy,"Action, Adventure, Casual, Metroidvania, Platformer, Puzzle",,,,Boss Baddie,Boss Baddie,0.0,steamspy,111.0,False
Platformer,1883370,PEPPERED: an existential platformer,"Action, Adventure, Platformer, Puzzle",,,,Mostly Games,"Mostly Games, Black Soup",0.0,steamspy,108.0,False
Platformer,1898500,Worldless,"Action, Adventure, Metroidvania, Platformer, RPG, Strategy",,,,Noname Studios,Coatsink,10.0,steamspy,105.0,False
Platformer,13530,Prince of Persia: The Two Thrones,"Action, Adventure, Platformer",,,,Ubisoft Montreal,Ubisoft,10.0,steamspy,104.0,False
Platformer,1842690,Station Manager,"Casual, City Builder, Indie, Platformer, Simulation, Strategy",,,,"Kairosoft Co., Ltd","Kairosoft Co., Ltd",8.0,steamspy,103.0,False
Platformer,3334660,Winion Virus,"Horror, Indie, Platformer, Simulation, Visual Novel",,,,Dawntown Studio,Dawntown Studio,2.0,steamspy,100.0,False
Platformer,3223390,BLACKSHARD,"Adventure, Platformer",,,,"Redlock Studio, Enclave","Redlock Studio, Plug In Digital",1.0,steamspy,100.0,False
Platformer,216290,Gateways,"Indie, Metroidvania, Platformer, Puzzle",,,,Smudged Cat Games Ltd,Smudged Cat Games Ltd,0.0,steamspy,100.0,False
Puzzle,490220,Prismata,"Card & Board, Indie, Puzzle, Simulation, Strategy",,,,Lunarch Studios,Lunarch Studios,14.0,steamspy,121154.0,False
Puzzle,882790,Fate Seeker,"Action, Adventure, Puzzle, RPG",,,,JSL Entertainment,"JSL Entertainment, Phoenix Game",14.0,steamspy,16334.0,False
Puzzle,641990,The Escapists 2,"Action, Indie, Puzzle, Simulation, Strategy",,,,"Team17, Mouldy Toof Studios",Team17,148.0,steamspy,11156.0,False
Puzzle,1127500,Mini Motorways,"Casual, City Builder, Indie, Puzzle, Simulation, Strategy",,,,Dinosaur Polo Club,Dinosaur Polo Club,364.0,steamspy,9914.0,False
Puzzle,835960,The Talos Principle 2,"Action, Adventure, Platformer, Puzzle",,,,Croteam,Devolver Digital,137.0,steamspy,7258.0,False
Puzzle,1289310,Helltaker,"Adventure, Indie, Puzzle, Visual Novel",,,,vanripper,vanripper,43.0,steamspy,6489.0,False
Puzzle,1592190,BONELAB,"Action, Adventure, Indie, Puzzle, Shooter",,,,Stress Level Zero,Stress Level Zero,193.0,steamspy,5616.0,False
Puzzle,1097200,Twelve Minutes,"Adventure, Indie, Puzzle",,,,Luis Antonio,Annapurna Interactive,7.0,steamspy,4996.0,False
Puzzle,623940,HIVESWAP: ACT 1,"Adventure, Horror, Indie, Puzzle, RPG",,,,"What Pumpkin Games, Inc.","What Pumpkin Games, Inc.",6.0,steamspy,4718.0,False
Puzzle,320300,Car Mechanic Simulator 2015,"Action, Casual, Puzzle, Racing, Simulation",,,,Red Dot Games,PlayWay S.A.,14.0,steamspy,4326.0,False
Puzzle,257510,The Talos Principle,"Action, Adventure, Indie, Puzzle, Simulation",,,,Croteam,"Devolver Digital, Croteam",81.0,steamspy,3977.0,False
Puzzle,2291850,Underground Blossom,"Adventure, Horror, Indie, Puzzle",,,,Rusty Lake,Rusty Lake,21.0,steamspy,3916.0,False
Puzzle,304430,INSIDE,"Action, Adventure, Horror, Indie, Platformer, Puzzle",,,,Playdead,Playdead,93.0,steamspy,3840.0,False
Puzzle,236450,PAC-MAN Championship Edition DX+,"Action, Casual, Puzzle, Strategy",,,,"Mine Loader Software Co., Ltd.",BANDAI NAMCO Entertainment,9.0,steamspy,3692.0,False
Puzzle,389270,Through Abandoned: The Underground City,"Adventure, Casual, Indie, Puzzle",,,,Igor Krutov,Conglomerate 5,128.0,steamspy,3552.0,False
Puzzle,289690,LARA CROFT AND THE TEMPLE OF OSIRIS,"Action, Adventure, Platformer, Puzzle, RPG, Shooter",,,,Crystal Dynamics,Crystal Dynamics,5.0,steamspy,3399.0,False
Puzzle,232790,Broken Age,"Adventure, Casual, Indie, Puzzle",,,,Double Fine Productions,Double Fine Productions,9.0,steamspy,3134.0,False
Puzzle,1109570,Word Game,"Adventure, JRPG, Puzzle, RPG, Strategy",,,,Team9,"Team9, indienova",2.0,steamspy,2682.0,False
Puzzle,415960,Energy Cycle,"Casual, Indie, Puzzle",,,,Sometimes You,Sometimes You,0.0,steamspy,2575.0,False
Puzzle,502400,Redactem,"Action, Casual, Indie, Platformer, Puzzle, Strategy",,,,Elliott Jones,Conglomerate 5,0.0,steamspy,2558.0,False
Puzzle,2716400,The Rise of the Golden Idol,"Adventure, Puzzle",,,,Color Gray Games,Playstack,143.0,steamspy,2392.0,False
Puzzle,12900,AudioSurf,"Casual, Indie, Puzzle, Racing",,,,Dylan Fitterer,,16.0,steamspy,2286.0,False
Puzzle,437180,Chill the Piro,"Action, Casual, Indie, Platformer, Puzzle",,,,"Sergey Marchenko, Vyacheslav Ozolnieks",Sergey Marchenko,0.0,steamspy,2254.0,False
Puzzle,464340,Syberia 3,"Adventure, Puzzle",,,,Microids,Microids,3.0,steamspy,2119.0,False
Puzzle,221260,Little Inferno,"Adventure, Casual, Indie, Puzzle",,,,Tomorrow Corporation,Tomorrow Corporation,18.0,steamspy,2060.0,False
Puzzle,3028500,Cakey's Twisted Bakery,"Action, Adventure, Horror, Puzzle",,,,TinyMindz,TinyMindz,16.0,steamspy,2036.0,False
Puzzle,1157340,Hentai Killer,"Action, Adventure, Casual, Indie, Massively Multiplayer, Puzzle",,,,PlatSTUDIO,"PlatSTUDIO, AFBIK Studio",1.0,steamspy,2008.0,False
Puzzle,1062160,Poly Bridge 2,"Indie, Puzzle, Simulation, Strategy",,,,Dry Cactus,Dry Cactus,54.0,steamspy,1852.0,False
Puzzle,413420,Danganronpa 2: Goodbye Despair,"Adventure, Horror, Puzzle, Visual Novel",,,,"Spike Chunsoft Co., Ltd., Abstraction Games","Spike Chunsoft Co., Ltd.",224.0,steamspy,1848.0,False
Puzzle,653530,Return of the Obra Dinn,"Adventure, Horror, Indie, Puzzle",,,,Lucas Pope,3909,124.0,steamspy,1766.0,False
Puzzle,684410,Bridge Constructor Portal,"Casual, Indie, Puzzle, Simulation, Strategy",,,,ClockStone,Headup,18.0,steamspy,1720.0,False
Puzzle,321150,Melissa K. and the Heart of Gold Collector's Edition,"Adventure, Casual, Indie, Puzzle",,,,SDP Games,KISS ltd,0.0,steamspy,1586.0,False
Puzzle,2495050,Merge Adventure: Magic Dragons,"Adventure, Casual, Puzzle",,,,Neverest Games,Neverest Games,46.0,steamspy,1577.0,False
Puzzle,1931770,Chants of Sennaar,"Action, Adventure, Indie, Platformer, Puzzle",,,,Rundisc,Focus Entertainment,106.0,steamspy,1570.0,False
Puzzle,1436700,Trine 5: A Clockwork Conspiracy,"Action, Adventure, Platformer, Puzzle, RPG",,,,Frozenbyte,THQ Nordic,32.0,steamspy,1554.0,False
Puzzle,897330,Coloring Pixels,"Casual, Indie, Puzzle",,,,ToastieLabs,ToastieLabs,435.0,steamspy,1535.0,False
Puzzle,34900,Bad Rats: the Rats' Revenge,"Indie, Puzzle, Shooter",,,,Invent4 Entertainment,Strategy First,5.0,steamspy,1526.0,False
Puzzle,736260,Baba Is You,"Casual, Indie, Puzzle, Strategy",,,,Hempuli Oy,Hempuli Oy,158.0,steamspy,1493.0,False
Puzzle,1624540,Storyteller,"Adventure, Casual, Puzzle, Visual Novel",,,,Daniel Benmergui,Annapurna Interactive,28.0,steamspy,1475.0,False
Puzzle,1967430,Ghost Trick: Phantom Detective,"Action, Adventure, Puzzle, Visual Novel",,,,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",22.0,steamspy,1459.0,False
Puzzle,314660,Oddworld: New 'n' Tasty,"Action, Adventure, Indie, Platformer, Puzzle",,,,"Just Add Water (Developments), Ltd.","Oddworld Inhabitants, Inc.",4.0,steamspy,1430.0,False
Puzzle,546050,Puyo PuyoTetris,"Action, Casual, Fighting, Puzzle",,,,"Sonic Team, Bitbaboon",SEGA,12.0,steamspy,1355.0,False
Puzzle,744190,Rusty Lake Paradise,"Adventure, Horror, Indie, Puzzle",,,,Rusty Lake,Rusty Lake,55.0,steamspy,1336.0,False
Puzzle,948900,macdows 95,"Adventure, Casual, Indie, Puzzle, Simulation",,,,Yunus Ayyildiz,Yunus Ayyildiz,0.0,steamspy,1215.0,False
Puzzle,1361320,The Room 4: Old Sins,"Adventure, Casual, Horror, Indie, Puzzle",,,,Fireproof Games,Fireproof Games,42.0,steamspy,1165.0,False
Puzzle,1672670,彷徨之街 The Street of Adrift,"Adventure, Casual, Indie, Puzzle, Strategy, Visual Novel",,,,Caramel-Mocha Studio,LoveStoryProject,2.0,steamspy,1096.0,False
Puzzle,502150,Interstellar Logistics Inc,"Casual, Puzzle",,,,Exalted Guy Interactive,Exalted Guy Interactive,0.0,steamspy,1009.0,False
Puzzle,359310,Evoland 2,"Action, Adventure, Indie, JRPG, Platformer, Puzzle, RPG",,,,Shiro Games,Shiro Games,6.0,steamspy,1004.0,False
Puzzle,1791590,Sunset Hills,"Adventure, Casual, Indie, Puzzle, RPG, Visual Novel",,,,Cotton Game,"Cotton Game, Asmik Ace, Inc.",4.0,steamspy,950.0,False
Puzzle,437920,Tricky Towers,"Casual, Puzzle, Strategy",,,,WeirdBeard,WeirdBeard,54.0,steamspy,936.0,False
Puzzle,469610,Rick and Morty: Virtual Rick-ality,"Adventure, Horror, Indie, Puzzle, Simulation",,,,Owlchemy Labs,Adult Swim Games,7.0,steamspy,926.0,False
Puzzle,585450,Shadows: Awakening,"Action, Adventure, Puzzle, RPG",,,,Games Farm,Kalypso Media,1.0,steamspy,902.0,False
Puzzle,359810,Hare In The Hat,"Adventure, Casual, Indie, Puzzle",,,,RunServer,RunServer,0.0,steamspy,870.0,False
Puzzle,532110,Rusty Lake: Roots,"Adventure, Casual, Horror, Indie, Puzzle",,,,Rusty Lake,Rusty Lake,68.0,steamspy,868.0,False
Puzzle,1262350,SIGNALIS,"Action, Adventure, Horror, Puzzle, Shooter, Survival",,,,rose-engine,Humble Games,144.0,steamspy,862.0,False
Puzzle,1444480,Turing Complete,"Horror, Puzzle, Simulation",,,,LevelHead,LevelHead,77.0,steamspy,769.0,False
Puzzle,1511780,Last Call BBS,"Card & Board, Casual, Puzzle, Simulation",,,,Zachtronics,Zachtronics,33.0,steamspy,758.0,False
Puzzle,1141580,Taiji,"Adventure, Casual, Puzzle",,,,Matthew VanDevander,Matthew VanDevander,4.0,steamspy,733.0,False
Puzzle,1522160,Disney Epic Mickey: Rebrushed,"Action, Adventure, Platformer, Puzzle",,,,Purple Lamp,THQ Nordic,28.0,steamspy,726.0,False
Puzzle,1145960,The White Door,"Adventure, Horror, Indie, Puzzle",,,,Rusty Lake,Second Maze,17.0,steamspy,717.0,False
Puzzle,762830,Telling Lies,"Adventure, Indie, Puzzle, Simulation",,,,"Sam Barlow, Half Mermaid, Furious Bee Limited",Annapurna Interactive,1.0,steamspy,677.0,False
Puzzle,322970,Subject 13,"Adventure, Indie, Puzzle",,,,Paul Cuisset,Microids,0.0,steamspy,674.0,False
Puzzle,205650,The Testament of Sherlock Holmes,"Adventure, Puzzle",,,,Frogwares,Frogwares,8.0,steamspy,655.0,False
Puzzle,1677770,The Case of the Golden Idol,"Adventure, Puzzle",,,,Color Gray Games,Playstack,136.0,steamspy,587.0,False
Puzzle,1186640,Pumpkin Jack,"Action, Adventure, Casual, Indie, Platformer, Puzzle",,,,Evil Raptor,"Headup, Beep Japan",19.0,steamspy,585.0,False
Puzzle,290280,Volt,"Action, Indie, Platformer, Puzzle",,,,Quantized Bit,Quantized Bit,1.0,steamspy,580.0,False
Puzzle,452570,Battle Chef Brigade Deluxe,"Action, Adventure, Indie, Puzzle, RPG",,,,Trinket Studios,Trinket Studios,5.0,steamspy,524.0,False
Puzzle,913550,I wanna be the Creator,"Action, Adventure, Horror, Indie, Platformer, Puzzle",,,,Aikesi,HeyBox Games,21.0,steamspy,503.0,False
Puzzle,850320,PHOGS!,"Adventure, Casual, Indie, Platformer, Puzzle",,,,Bit Loom Games,Coatsink,2.0,steamspy,483.0,False
Puzzle,435030,Lost Lands: Mahjong,"Adventure, Card & Board, Casual, Puzzle",,,,FIVE-BN GAMES,FIVE-BN GAMES,29.0,steamspy,443.0,False
Puzzle,1608230,Planet of Lana,"Action, Adventure, Casual, Indie, Platformer, Puzzle",,,,Wishfully,Thunderful Publishing,15.0,steamspy,443.0,False
Puzzle,1138850,Heavenly Bodies,"Action, Adventure, Indie, Platformer, Puzzle, Simulation",,,,2pt Interactive,"2pt Interactive, Team17",7.0,steamspy,442.0,False
Puzzle,878750,Hentai Girl,"Casual, Horror, Indie, Puzzle",,,,GirlGames,GirlGames,5.0,steamspy,426.0,False
Puzzle,2264140,How 2 Escape,"Adventure, Casual, Puzzle",,,,Breakfirst Games,"Maximum Entertainment, Breakfirst Games",5.0,steamspy,423.0,False
Puzzle,848350,Katamari Damacy REROLL,"Action, Casual, Puzzle",,,,MONKEYCRAFT Co. Ltd.,BANDAI NAMCO Entertainment,29.0,steamspy,419.0,False
Puzzle,2232600,Anomaly Exit,"Adventure, Casual, Horror, Indie, Puzzle",,,,ExamlGuy,ExamlGuy,0.0,steamspy,380.0,False
Puzzle,730820,The Curse of Monkey Island,"Adventure, Puzzle",,,,LucasArts,"LucasArts, Lucasfilm, Disney",12.0,steamspy,374.0,False
Puzzle,956030,Creaks,"Adventure, Casual, Indie, Platformer, Puzzle",,,,Amanita Design,Amanita Design,12.0,steamspy,361.0,False
Puzzle,250460,Bridge Constructor,"Casual, Indie, Puzzle, Simulation",,,,ClockStone,Headup,2.0,steamspy,357.0,False
Puzzle,643270,OLDTV,"Casual, Horror, Indie, Puzzle",,,,Creability,Creability,4.0,steamspy,353.0,False
Puzzle,1924360,Lil' Guardsman,"Adventure, Casual, Indie, Puzzle",,,,Hilltop Studios,"Versus Evil, tinyBuild",6.0,steamspy,352.0,False
Puzzle,959520,Fantasy Blacksmith,"Indie, Puzzle, RPG, Simulation",,,,Heaven Brotherhood,GrabTheGames,2.0,steamspy,351.0,False
Puzzle,2599370,DeathWatchers,"Action, Horror, Puzzle, Strategy",,,,Swain Games,Swain Games,2.0,steamspy,347.0,False
Puzzle,1555400,Gomoku Let's Go,"Card & Board, Casual, Indie, Platformer, Puzzle, Strategy",,,,Studio Amateur,"indienova, Studio Amateur",3.0,steamspy,345.0,False
Puzzle,80330,The Blackwell Legacy,"Adventure, Indie, Puzzle",,,,Wadjet Eye Games,Wadjet Eye Games,1.0,steamspy,342.0,False
Puzzle,2631960,14 Minesweeper Variants 2,"Casual, Horror, Indie, Puzzle",,,,"Alith Games, Artless Games",Artless Games,54.0,steamspy,335.0,False
Puzzle,359510,Tangle Tower,"Adventure, Indie, Puzzle, Visual Novel",,,,SFB Games,SFB Games,10.0,steamspy,335.0,False
Puzzle,215160,The Book of Unwritten Tales,"Adventure, Indie, Puzzle",,,,KING Art,THQ Nordic,3.0,steamspy,332.0,False
Puzzle,1812370,Little Goody Two Shoes,"Adventure, Horror, Puzzle, RPG",,,,AstralShift,Square Enix,23.0,steamspy,332.0,False
Puzzle,2506480,Clue/Cluedo,"Adventure, Card & Board, Casual, Horror, Puzzle, Simulation, Strategy",,,,Marmalade Game Studio Ltd,Marmalade Game Studio Ltd,29.0,steamspy,330.0,False
Puzzle,13600,Prince of Persia: The Sands of Time,"Action, Adventure, Platformer, Puzzle",,,,Kudosoft,Ubisoft,15.0,steamspy,325.0,False
Puzzle,241240,Contraption Maker,"Casual, Indie, Platformer, Puzzle, Simulation",,,,Kevin Ryan,Top Meadow,4.0,steamspy,325.0,False
Puzzle,384360,Fingered,"Casual, Indie, Puzzle",,,,"Edmund McMillen, James Id","Edmund McMillen, James Id",0.0,steamspy,317.0,False
Puzzle,1444650,Haydee 2,"Action, Horror, Puzzle, Shooter, Survival",,,,Haydee Interactive,Haydee Interactive,12.0,steamspy,312.0,False
Puzzle,757300,Truberbrook / Trüberbrook,"Adventure, Indie, Puzzle",,,,btf,Headup,4.0,steamspy,311.0,False
Puzzle,1432100,The Bookwalker: Thief of Tales,"Adventure, Puzzle, Visual Novel",,,,DO MY BEST,tinyBuild,6.0,steamspy,307.0,False
Puzzle,711660,CHUCHEL,"Adventure, Casual, Indie, Puzzle",,,,Amanita Design,Amanita Design,7.0,steamspy,299.0,False
Puzzle,963690,Hentai Girl Hime,"Casual, Indie, Puzzle, RPG, Simulation",,,,GirlGames,GirlGames,2.0,steamspy,298.0,False
Puzzle,99910,Puzzle Pirates,"Adventure, Casual, Massively Multiplayer, Puzzle, RPG, Strategy",,,,Grey Havens,Grey Havens,142.0,steamspy,293.0,False
Puzzle,914020,Gibbous -  A Cthulhu Adventure,"Adventure, Horror, Indie, Puzzle",,,,Stuck In Attic,Stuck In Attic,2.0,steamspy,293.0,False
Puzzle,308060,Black The Fall,"Action, Adventure, Horror, Indie, Platformer, Puzzle, Survival",,,,Sand Sailor Studio,Square Enix,0.0,steamspy,290.0,False
Puzzle,1500,Darwinia,"Indie, Puzzle, RPG, Strategy",,,,Introversion Software,Introversion Software,11.0,steamspy,285.0,False
Puzzle,496890,Replica,"Adventure, Horror, Indie, Puzzle, Visual Novel",,,,Somi,"Somi, Zero Rock Entertainment",1.0,steamspy,281.0,False
Puzzle,1949770,Rock Simulator 2,"Casual, Puzzle, Simulation",,,,vinoo,vinoo,37.0,steamspy,276.0,False
Puzzle,2638180,Hokkaido Game,"Casual, Indie, Puzzle",,,,Marudice,Marudice,1.0,steamspy,274.0,False
Puzzle,2318070,Little Big Adventure – Twinsen’s Quest,"Action, Adventure, Platformer, Puzzle",,,,[2.21],Microids,5.0,steamspy,266.0,False
Puzzle,1067540,Röki,"Adventure, Casual, Indie, Puzzle",,,,Polygon Treehouse,"United Label, CI Games",17.0,steamspy,265.0,False
Puzzle,1599020,Tinykin,"Action, Adventure, Platformer, Puzzle",,,,Splashteam,tinyBuild,29.0,steamspy,262.0,False
Puzzle,368390,The Darkside Detective,"Adventure, Casual, Indie, Puzzle",,,,Spooky Doorway,Akupara Games,7.0,steamspy,255.0,False
Puzzle,245390,"I Have No Mouth, and I Must Scream","Adventure, Horror, Puzzle",,,,"The Dreamers Guild, QUByte Interactive",Nightdive Studios,16.0,steamspy,248.0,False
Puzzle,1212620,Pretty Neko,"Casual, Indie, Puzzle, RPG, Simulation",,,,GirlGames,GirlGames,1.0,steamspy,245.0,False
Puzzle,537110,Angels of Death,"Adventure, Horror, Indie, Puzzle, RPG, Survival",,,,"Vaka Game Magazine, Makoto Sanada",Vaka Game Magazine,5.0,steamspy,245.0,False
Puzzle,2477090,Mosa Lina,"Adventure, Platformer, Puzzle, Simulation",,,,"Stuffed Wombat, Silkersoft, Lukke, Rollin'Barrel",Stuffed Wombat,21.0,steamspy,220.0,False
Puzzle,1671410,Somerville,"Action, Adventure, Horror, Indie, Puzzle",,,,Jumpship,Jumpship,2.0,steamspy,220.0,False
Puzzle,795420,The Darkside Detective: A Fumble in the Dark,"Adventure, Casual, Puzzle, Visual Novel",,,,Spooky Doorway,Akupara Games,8.0,steamspy,205.0,False
Puzzle,753660,AtmaSphere,"Action, Adventure, Casual, Indie, Platformer, Puzzle",,,,Mazen Games,GrabTheGames,14.0,steamspy,204.0,False
Puzzle,1458590,Anime Artist 3: Harem,"Card & Board, Casual, Indie, Puzzle",,,,Neoclassic Games,Neoclassic Games,0.0,steamspy,195.0,False
Puzzle,966330,Flower,"Action, Adventure, Casual, Indie, Puzzle",,,,thatgamecompany,Annapurna Interactive,8.0,steamspy,189.0,False
Puzzle,1357870,Metel - Horror Escape,"Action, Horror, Indie, Puzzle, Survival",,,,Linked Squad,Linked Squad,6.0,steamspy,188.0,False
Puzzle,1641700,Moving Out 2,"Action, Adventure, Casual, Puzzle, Simulation",,,,"SMG Studio, Devm Games",Team17,15.0,steamspy,181.0,False
Puzzle,485380,Welcome to the Game,"Horror, Indie, Puzzle, Simulation, Strategy, Survival",,,,Reflect Studios,Reflect Studios,2.0,steamspy,180.0,False
Puzzle,227000,Primordia,"Adventure, Indie, Puzzle",,,,Wormwood Studios,Wadjet Eye Games,1.0,steamspy,178.0,False
Puzzle,365770,Volume,"Action, Indie, Puzzle",,,,Bithell Games,Bithell Games,0.0,steamspy,178.0,False
Puzzle,243160,Mushroom 11,"Action, Adventure, Indie, Platformer, Puzzle",,,,Untame,Untame,0.0,steamspy,176.0,False
Puzzle,105000,A New Beginning - Final Cut,"Adventure, Indie, Puzzle",,,,Daedalic Entertainment,Daedalic Entertainment,0.0,steamspy,173.0,False
Puzzle,230210,ASYLUM,"Adventure, Horror, Indie, Puzzle",,,,Senscape,Senscape,4.0,steamspy,172.0,False
Puzzle,2648050,Sam & Max: The Devil's Playhouse,"Adventure, Puzzle",,,,Skunkape Games,Skunkape Games,4.0,steamspy,169.0,False
Puzzle,3060170,Chained in the Backrooms,"Action, Adventure, Horror, Indie, Puzzle, RPG",,,,Task+ Studios,Task+ Studios,4.0,steamspy,165.0,False
Puzzle,2661210,WhaleGameOnline,"Casual, Indie, Platformer, Puzzle, Simulation, Strategy",,,,NekokujiraLab,NekokujiraLab,5.0,steamspy,163.0,False
Puzzle,32450,LEGO Indiana Jones 2: The Adventure Continues,"Action, Adventure, Puzzle",,,,Traveller's Tales,"LucasArts, Lucasfilm, Disney",20.0,steamspy,160.0,False
Puzzle,355680,Overland,"Indie, Puzzle, Strategy, Survival",,,,Finji,Finji,4.0,steamspy,152.0,False
Puzzle,935580,True Fear: Forsaken Souls Part 2,"Adventure, Casual, Horror, Puzzle",,,,Goblinz Enterprises Ltd,The Digital Lounge,5.0,steamspy,151.0,False
Puzzle,248650,Draw a Stickman: EPIC,"Adventure, Casual, Indie, Puzzle",,,,Hitcents,Hitcents,0.0,steamspy,151.0,False
Puzzle,2137700,I'm on Observation Duty 6,"Horror, Puzzle",,,,"Notovia, Dreamloop Games",Notovia,14.0,steamspy,151.0,False
Puzzle,1153430,Love wish,"Action, Casual, Indie, Puzzle",,,,Double W,Toffee Cafe,1.0,steamspy,149.0,False
Puzzle,251110,INFRA,"Adventure, Horror, Indie, Puzzle",,,,Loiste Interactive,Loiste Interactive,17.0,steamspy,142.0,False
Puzzle,317410,Color Symphony,"Action, Adventure, Indie, Platformer, Puzzle",,,,REMIMORY,REMIMORY,1.0,steamspy,138.0,False
Puzzle,510420,The Hex,"Adventure, Horror, Indie, Platformer, Puzzle, RPG",,,,Daniel Mullins Games,Daniel Mullins Games,12.0,steamspy,135.0,False
Puzzle,1599560,Wanderer,"Action, Adventure, Puzzle",,,,Mighty Eyes,Mighty Eyes,1.0,steamspy,135.0,False
Puzzle,619390,Oddworld: Soulstorm Enhanced Edition,"Action, Adventure, Platformer, Puzzle",,,,Oddworld Inhabitants,Oddworld Inhabitants,4.0,steamspy,128.0,False
Puzzle,672730,Find You,"Casual, Horror, Indie, Platformer, Puzzle",,,,Byting Games,Byting Games,0.0,steamspy,126.0,False
Puzzle,1799220,Malice,"Horror, Puzzle, Simulation",,,,Nimbus Games,Nimbus Games,0.0,steamspy,125.0,False
Puzzle,1722520,FIND ALL 2: Middle Ages,"Casual, Indie, Puzzle",,,,Very Very LITTLE Studio,Very Very LITTLE Studio,1.0,steamspy,124.0,False
Puzzle,719730,Uptasia,"Adventure, Casual, City Builder, Puzzle, Simulation",,,,upjers,upjers,22.0,steamspy,120.0,False
Puzzle,1597730,Dogs Organized Neatly,"Casual, Indie, Puzzle",,,,DU&I,DU&I,5.0,steamspy,120.0,False
Puzzle,1309990,Creature Lab,"Horror, Indie, Puzzle, Simulation, Strategy",,,,Image Power S.A.,"Image Power S.A., HeartBeat Games, PlayWay S.A.",2.0,steamspy,119.0,False
Puzzle,3636440,Click To Continue,"Casual, Indie, Puzzle, Simulation",,,,Basolute,Basolute,17.0,steamspy,117.0,False
Puzzle,1299400,Understand,"Casual, Indie, Puzzle",,,,Artless Games,Artless Games,4.0,steamspy,113.0,False
Puzzle,1003480,Fireboy & Watergirl: Elements,"Action, Indie, Platformer, Puzzle",,,,Oslo Albet,Oslo Albet,6.0,steamspy,109.0,False
Puzzle,1226670,Rosewater,"Adventure, Indie, Puzzle",,,,Grundislav Games,Application Systems Heidelberg,2.0,steamspy,109.0,False
RPG,285800,Braveland,"Casual, RPG, Strategy",,,,Tortuga Team,Tortuga Team,13.0,steamspy,216331.0,False
RPG,424370,Wolcen: Lords of Mayhem,"Action, Adventure, Indie, RPG",,,,WOLCEN Studio,WOLCEN Studio,23.0,steamspy,127542.0,False
